"trait","beta","a","d","aa","ad","dd"
"d - ad",NA,NA,14.11495984,NA,-44.83742004,NA
"ad - d",NA,NA,-14.11495984,NA,44.83742004,NA
"d",16.1,0.406970163,16.72681626,NA,NA,NA
"ad",25.6,NA,NA,NA,25.65412921,NA
"d / ad",NA,NA,64.83990609,20.94254563,-26.0978288,-41.9206097
"ad / d",NA,NA,-0.462754746,NA,1.09364259,0.189752818
"d * ad",NA,NA,144.8011344,NA,594.9393092,NA
"d + ad",NA,NA,17.06397348,NA,26.14701905,NA
"d - ad",NA,NA,16.35210274,NA,-25.06646019,NA
"ad - d",NA,NA,-16.35210274,NA,25.06646019,NA
"d",0.2911,NA,0.34304488,NA,NA,NA
"ad",114.4,NA,NA,NA,112.1544855,NA
"d / ad",NA,NA,0.038540422,0.012743989,-0.026508222,-0.021682003
"ad / d",NA,NA,-24.78878784,NA,96.69182667,NA
"d * ad",NA,NA,20.64631357,NA,134.7130316,NA
"d + ad",NA,NA,NA,NA,112.1645663,NA
"d - ad",NA,NA,NA,NA,-112.1456504,NA
"ad - d",NA,NA,NA,NA,112.1456504,NA
"d",14.1,NA,13.98092197,NA,NA,NA
"dd",5.763,0.279177382,NA,NA,NA,6.457028246
"d / dd",NA,NA,0.599234355,NA,NA,-0.471755782
"dd / d",NA,NA,-0.202788873,NA,NA,0.15182363
"d * dd",NA,NA,120.1404827,NA,NA,497.0734049
"d + dd",NA,NA,10.98741453,NA,NA,9.226866774
"d - dd",NA,NA,12.20833647,NA,NA,-4.368808134
"dd - d",NA,NA,-12.20833647,NA,NA,4.368808134
"d",7.8,NA,7.231839199,NA,NA,NA
"dd",0.16,NA,NA,NA,NA,0.137344411
"d / dd",NA,NA,10.31546689,NA,NA,-4.072211908
"dd / d",NA,NA,-0.03269548,NA,NA,0.016754469
"d * dd",NA,NA,2.864659657,NA,NA,3.402287003
"d + dd",NA,NA,7.24738039,NA,NA,NA
"d - dd",NA,NA,7.173751017,NA,NA,NA
"dd - d",NA,NA,-7.173751017,NA,NA,NA
"d",14.55,NA,13.79796824,NA,NA,NA
"dd",2.12,NA,NA,NA,NA,2.151506938
"d / dd",NA,NA,3.024036993,NA,NA,-2.990018195
"dd / d",NA,NA,-0.055915926,NA,NA,0.056297894
"d * dd",NA,NA,NA,-14.88649087,NA,124.1475974
"d + dd",NA,NA,15.69728963,NA,NA,NA
"d - dd",NA,NA,12.17277713,NA,NA,NA
"dd - d",NA,NA,-12.17277713,NA,NA,NA
"d",20,NA,26.27870925,NA,NA,NA
"dd",29.3,NA,NA,NA,NA,29.66533664
"d / dd",NA,NA,NA,0.15823447,NA,-1.30845822
"dd / d",NA,NA,-0.120912604,NA,NA,0.375407034
"d * dd",NA,NA,NA,NA,NA,2749.397087
"d + dd",NA,NA,26.3910788,NA,NA,25.908058
"d - dd",NA,NA,34.5063481,4.744326112,NA,-37.90838113
"dd - d",NA,NA,-34.5063481,-4.744326112,NA,37.90838113
"d",12.1,NA,12.65479894,NA,2.740286739,NA
"dd",0.046925347,NA,NA,NA,NA,0.047440427
"d / dd",NA,NA,-696.503443,NA,NA,-344.049268
"dd / d",NA,NA,NA,NA,-6.88e-05,0.000859549
"d * dd",NA,NA,NA,NA,0.057016009,2.576936127
"d + dd",NA,NA,12.69444819,NA,2.739463406,NA
"d - dd",NA,NA,12.61561081,NA,2.741051974,NA
"dd - d",NA,NA,-12.61561081,NA,-2.741051974,NA
"d",48.2,NA,48.77003661,NA,NA,NA
"ad",16.52,NA,NA,NA,17.72647161,NA
"d / ad",NA,NA,1.225674119,NA,-2.52156558,NA
"ad / d",NA,NA,-0.041966678,NA,0.092841988,NA
"d * ad",NA,NA,1778.294578,NA,3421.395404,NA
"d + ad",NA,NA,49.2697358,NA,14.15972503,NA
"d - ad",NA,NA,47.55506419,NA,-19.53621731,NA
"ad - d",NA,NA,-47.55506419,NA,19.53621731,NA
"d",121.13,NA,122.3712503,NA,NA,NA
"aa",8.5,NA,NA,8.503446187,NA,NA
"d / aa",NA,NA,-219.854839,-122.8770371,NA,180.6499007
"aa / d",NA,NA,-0.076964043,0.045343962,NA,0.046164092
"d * aa",NA,NA,1970.652964,1647.049588,NA,-1107.915062
"d + aa",NA,NA,118.3058322,7.224429458,NA,NA
"d - aa",NA,NA,130.1231106,NA,NA,NA
"aa - d",NA,NA,-130.1231106,NA,NA,NA
"d",0.3,NA,0.298450968,NA,NA,NA
"ad",49.4,NA,NA,NA,49.64267906,NA
"d / ad",NA,NA,0.044989821,0.011586512,-0.040618576,-0.027746476
"ad / d",NA,NA,-9.319808421,NA,29.01563103,4.55998689
"d * ad",NA,NA,12.43533171,NA,84.44087482,NA
"d + ad",NA,NA,NA,NA,49.65552873,NA
"d - ad",NA,NA,NA,NA,-49.62316627,NA
"ad - d",NA,NA,NA,NA,49.62316627,NA
"d",1.54,NA,1.604845928,NA,NA,NA
"dd",13,NA,NA,NA,-12.65626028,NA
"d / dd",NA,NA,0.006806139,NA,0.000962964,NA
"dd / d",NA,NA,-191.8943169,NA,-9.789567122,90.26716373
"d * dd",NA,NA,405.4957654,42.81150575,NA,NA
"d + dd",NA,NA,NA,NA,-12.81537111,NA
"d - dd",NA,NA,NA,NA,12.79184462,NA
"dd - d",NA,NA,NA,NA,-12.79184462,NA
"d",0.097,NA,0.120678782,NA,NA,NA
"dd",5.04496515,NA,NA,NA,NA,5.074574407
"d / dd",NA,NA,-0.039236921,NA,NA,-0.11081718
"dd / d",NA,NA,NA,NA,NA,2.833139155
"d * dd",NA,NA,NA,NA,NA,9.410905529
"d + dd",NA,NA,NA,NA,NA,5.124127743
"d - dd",NA,NA,NA,NA,NA,-5.014271477
"dd - d",NA,NA,NA,NA,NA,5.014271477
"d",0.198,NA,0.155771347,NA,NA,NA
"dd",7,NA,NA,NA,NA,6.183502807
"d / dd",NA,NA,NA,-0.005335545,NA,-0.003711918
"dd / d",NA,NA,NA,3.551603042,NA,4.523084253
"d * dd",NA,NA,8.46449605,NA,NA,5.038635708
"d + dd",NA,NA,2.853867923,NA,NA,6.00124145
"d - dd",NA,NA,NA,NA,0.88842173,-6.385184802
"dd - d",NA,NA,NA,NA,-0.88842173,6.385184802
"d",18,NA,16.6959078,NA,NA,NA
"aa",10.18,NA,NA,11.94125322,NA,NA
"d / aa",NA,NA,0.160218335,-0.102251143,NA,NA
"aa / d",NA,NA,-1.737475131,0.397255657,NA,0.69264088
"d * aa",NA,NA,412.7382781,NA,140.5685943,570.4537286
"d + aa",NA,NA,NA,5.477377918,3.919023068,13.56045719
"d - aa",NA,NA,11.20034973,-14.18759282,NA,NA
"aa - d",NA,NA,-11.20034973,14.18759282,NA,NA
"d",0.44,NA,0.816867865,NA,NA,NA
"dd",1.35,NA,NA,NA,NA,1.291520951
"d / dd",NA,0.025358617,NA,NA,NA,-0.154645539
"dd / d",NA,NA,NA,NA,NA,0.165058344
"d * dd",NA,NA,6.646837473,NA,NA,8.204915089
"d + dd",NA,NA,1.338496759,NA,NA,0.872603275
"d - dd",NA,NA,NA,NA,NA,-1.36251063
"dd - d",NA,NA,NA,NA,NA,1.36251063
"d",11.652,NA,12.22618427,NA,NA,NA
"aa",0.564,0.017239253,NA,0.571374692,NA,NA
"d / aa",NA,NA,-28.19024234,-35.23992712,NA,27.16819964
"aa / d",NA,NA,-0.005049936,0.013566907,NA,NA
"d * aa",NA,NA,16.98339498,27.24327576,NA,NA
"d + aa",NA,NA,11.77962473,NA,NA,NA
"d - aa",NA,NA,12.7282197,NA,NA,NA
"aa - d",NA,NA,-12.7282197,NA,NA,NA
"d",23.529,-1.3679973,NA,-10.67244659,3.415604119,8.118938715
"ad",0.12,NA,NA,NA,0.119122153,NA
"d / ad",NA,-4.840881586,NA,-9.676499532,NA,14.86229043
"ad / d",NA,0.000379042,NA,0.000746228,NA,-0.000605671
"d * ad",NA,NA,12.94508992,-5.925770871,10.51750147,NA
"d + ad",NA,-1.346114906,NA,-10.58015405,3.467859443,7.871353208
"d - ad",NA,-1.368525215,NA,-10.69469281,NA,8.236771447
"ad - d",NA,1.368525215,NA,10.69469281,NA,-8.236771447
"d",0.73028543,NA,0.749783274,NA,NA,NA
"ad",1346,NA,NA,NA,1272.288029,NA
"d / ad",NA,NA,0.000258033,NA,-0.000146279,NA
"ad / d",NA,NA,-4925.409422,NA,1340.522507,2221.291711
"d * ad",NA,NA,2432.490223,NA,1237.950089,NA
"d + ad",NA,NA,NA,NA,1272.251285,NA
"d - ad",NA,NA,NA,NA,-1272.324916,NA
"ad - d",NA,NA,NA,NA,1272.324916,NA
"d",33.2,NA,33.47475144,NA,NA,NA
"ad",9.92,NA,NA,-4.036029322,13.25047985,NA
"d / ad",NA,0.005104129,0.573719603,0.032051394,-0.081494684,NA
"ad / d",NA,-0.411869966,-16.29123355,-0.239958791,1.273499688,9.330709438
"d * ad",NA,NA,2061.3108,-70.28873474,278.5241573,NA
"d + ad",NA,NA,29.61650863,-4.924863286,12.690988,NA
"d - ad",NA,1.178453653,38.46477432,5.705140904,-13.66655304,NA
"ad - d",NA,-1.178453653,-38.46477432,-5.705140904,13.66655304,NA
"d",1.548,NA,NA,-0.787225221,NA,NA
"aa",2.87,NA,NA,2.68601393,NA,NA
"d / aa",NA,NA,-0.747707775,-0.963700406,NA,0.623078813
"aa / d",NA,NA,NA,0.324786172,NA,NA
"d * aa",NA,NA,NA,20.15354033,NA,NA
"d + aa",NA,NA,NA,1.651040823,NA,0.46699308
"d - aa",NA,NA,NA,-3.591158178,NA,NA
"aa - d",NA,NA,NA,3.591158178,NA,NA
"d",17.3,NA,17.35056229,NA,NA,NA
"dd",9,NA,NA,NA,NA,9.699400084
"d / dd",NA,NA,0.766227586,0.036984326,NA,-0.31274326
"dd / d",NA,NA,-8.418776241,-0.153412245,NA,4.937547836
"d * dd",NA,NA,375.509372,NA,NA,306.1958075
"d + dd",NA,NA,16.07200055,NA,NA,10.28816162
"d - dd",NA,NA,20.54974459,NA,NA,-11.44830757
"dd - d",NA,NA,-20.54974459,NA,NA,11.44830757
"d",2.54,NA,2.437108626,NA,NA,NA
"ad",46.68,NA,NA,NA,46.73720598,NA
"d / ad",NA,NA,0.025015171,NA,-0.03783356,NA
"ad / d",NA,NA,-4.432096416,NA,6.301134066,NA
"d * ad",NA,NA,229.9033533,NA,340.4191259,NA
"d + ad",NA,NA,NA,NA,46.7307245,NA
"d - ad",NA,NA,NA,NA,-46.82672437,NA
"ad - d",NA,NA,NA,NA,46.82672437,NA
"d",0.88,NA,0.685368969,NA,NA,NA
"aa",114.8,NA,NA,115.4962528,NA,NA
"d / aa",NA,NA,-0.017183743,-0.025450535,NA,0.013417482
"aa / d",NA,NA,NA,15.35757606,NA,NA
"d * aa",NA,NA,NA,862.4986345,NA,NA
"d + aa",NA,NA,NA,114.9819035,NA,NA
"d - aa",NA,NA,NA,-115.9994474,NA,NA
"aa - d",NA,NA,NA,115.9994474,NA,NA
"d",35.1,NA,33.77849307,NA,NA,NA
"dd",1.638,NA,NA,NA,NA,1.759034787
"d / dd",NA,NA,11.3438437,NA,0.625657176,-7.08940307
"dd / d",NA,NA,-0.14202669,NA,NA,0.090773142
"d * dd",NA,NA,79.28467744,NA,NA,127.5461377
"d + dd",NA,NA,35.72721048,NA,NA,NA
"d - dd",NA,NA,31.14673647,-1.838645936,NA,NA
"dd - d",NA,NA,-31.14673647,1.838645936,NA,NA
"d",0.142,NA,0.12519435,NA,NA,NA
"dd",8.34,NA,NA,NA,NA,8.125349026
"d / dd",NA,NA,NA,NA,NA,-0.029562457
"dd / d",NA,NA,NA,NA,NA,6.281192766
"d * dd",NA,NA,NA,NA,NA,10.34204474
"d + dd",NA,NA,NA,NA,NA,8.220683244
"d - dd",NA,NA,NA,NA,NA,-8.024631245
"dd - d",NA,NA,NA,NA,NA,8.024631245
"d",6.85,NA,6.387167448,NA,NA,NA
"ad",19.6,NA,NA,NA,20.48015069,NA
"d / ad",NA,NA,0.100219015,NA,-0.138310508,NA
"ad / d",NA,NA,-0.378850594,NA,0.435498983,NA
"d * ad",NA,NA,357.68955,NA,772.996143,NA
"d + ad",NA,NA,3.282475395,NA,21.23638221,NA
"d - ad",NA,NA,6.292874888,NA,-18.40668578,NA
"ad - d",NA,NA,-6.292874888,NA,18.40668578,NA
"d",7.8,0.990926242,NA,NA,NA,4.946760444
"dd",0.566,NA,NA,NA,NA,0.565448225
"d / dd",NA,NA,NA,NA,NA,-26.36097102
"dd / d",NA,NA,NA,NA,NA,0.007851738
"d * dd",NA,0.929381008,NA,NA,NA,39.40290655
"d + dd",NA,1.018284182,NA,NA,NA,5.769439992
"d - dd",NA,0.965557988,NA,NA,NA,4.156498784
"dd - d",NA,-0.965557988,NA,NA,NA,-4.156498784
"d",4.8,NA,4.530435822,NA,-0.798309899,NA
"ad",21.4,0.717451153,NA,NA,18.96619442,NA
"d / ad",NA,NA,0.083408861,NA,-0.123422208,NA
"ad / d",NA,NA,-0.905458038,NA,1.330949392,NA
"d * ad",NA,NA,252.4117887,NA,275.6142478,NA
"d + ad",NA,0.736629615,3.229540792,NA,17.6096533,NA
"d - ad",NA,NA,4.579626732,NA,-20.44284292,NA
"ad - d",NA,NA,-4.579626732,NA,20.44284292,NA
"d",0.566,NA,0.560225369,NA,NA,NA
"ad",3.166666666,-0.076440921,NA,NA,3.433287751,NA
"d / ad",NA,0.003707369,0.549110277,0.116759178,-0.379936302,-0.246386525
"ad / d",NA,-0.09396331,-3.951733846,NA,3.688797333,1.653304614
"d * ad",NA,NA,1.439201855,NA,3.177055356,NA
"d + ad",NA,-0.074403189,NA,-0.115177868,3.445189174,0.238938955
"d - ad",NA,0.077628681,0.827355832,NA,-3.43597204,NA
"ad - d",NA,-0.077628681,-0.827355832,NA,3.43597204,NA
"d",118.75,NA,119.6062837,NA,NA,NA
"aa",18.5,NA,NA,18.87187914,NA,NA
"d / aa",NA,NA,-8.789214356,-8.584925923,NA,10.09271006
"aa / d",NA,NA,-0.375103944,0.121626782,NA,0.213491694
"d * aa",NA,NA,5366.689709,2973.956822,NA,-2095.827922
"d + aa",NA,NA,121.0170672,19.67779216,NA,NA
"d - aa",NA,NA,119.7904651,-17.77945928,NA,NA
"aa - d",NA,NA,-119.7904651,17.77945928,NA,NA
"d",0.35,NA,0.365257935,NA,NA,NA
"ad",4.6,NA,NA,NA,NA,NA
"d / ad",NA,NA,0.008215041,NA,NA,NA
"ad / d",NA,NA,-35.56989733,NA,NA,7.25447506
"d * ad",NA,NA,15.79231635,NA,NA,NA
"d + ad",NA,NA,NA,NA,NA,NA
"d - ad",NA,NA,NA,NA,NA,NA
"ad - d",NA,NA,NA,NA,NA,NA
"d",0.383,NA,NA,-0.60859688,NA,NA
"aa",33.6,NA,NA,35.90453712,-5.314692293,NA
"d / aa",NA,NA,-0.025255743,-0.028364516,NA,0.014103345
"aa / d",NA,NA,NA,7.576364874,NA,NA
"d * aa",NA,NA,NA,182.1568497,NA,NA
"d + aa",NA,NA,NA,35.44469375,-5.474395967,NA
"d - aa",NA,NA,NA,-36.36229476,5.01314101,NA
"aa - d",NA,NA,NA,36.36229476,-5.01314101,NA
"d",12.67,NA,15.68462396,NA,NA,NA
"dd",8.5,NA,NA,NA,NA,8.508879818
"d / dd",NA,NA,-10.15824048,NA,NA,NA
"dd / d",NA,NA,NA,NA,NA,0.134866844
"d * dd",NA,NA,NA,NA,NA,531.0331512
"d + dd",NA,NA,26.48125902,5.003249788,NA,NA
"d - dd",NA,NA,18.27203583,NA,NA,-10.46374059
"dd - d",NA,NA,-18.27203583,NA,NA,10.46374059
"d",1.2,NA,NA,NA,NA,NA
"ad",11.88,NA,NA,NA,13.62847788,NA
"d / ad",NA,NA,0.019001364,NA,-0.050692466,NA
"ad / d",NA,NA,-0.20603588,NA,0.511006286,NA
"d * ad",NA,NA,NA,NA,340.1748066,NA
"d + ad",NA,NA,NA,NA,13.9343375,NA
"d - ad",NA,NA,NA,NA,-13.36643187,NA
"ad - d",NA,NA,NA,NA,13.36643187,NA
"d",1.06,NA,0.970009579,NA,NA,NA
"ad",2.18,NA,NA,NA,2.155031988,NA
"d / ad",NA,NA,0.37881765,NA,-0.358586285,-0.121049797
"ad / d",NA,NA,-1.723595583,NA,1.074684396,0.772852111
"d * ad",NA,NA,3.632258945,NA,4.330146472,NA
"d + ad",NA,NA,1.060748996,NA,2.161205477,NA
"d - ad",NA,NA,0.844632385,NA,-2.149860947,NA
"ad - d",NA,NA,-0.844632385,NA,2.149860947,NA
"d",0.27,0.020508932,NA,-0.053651257,NA,0.170644903
"ad",2.264,NA,NA,NA,2.36571744,NA
"d / ad",NA,0.005836533,0.035405231,NA,-0.067618424,NA
"ad / d",NA,-0.217898634,-0.923437157,NA,1.887564108,NA
"d * ad",NA,NA,NA,NA,3.152426611,1.512628271
"d + ad",NA,NA,NA,NA,2.315055931,NA
"d - ad",NA,NA,NA,NA,-2.381342291,NA
"ad - d",NA,NA,NA,NA,2.381342291,NA
"d",0.32,NA,0.382161455,NA,NA,NA
"ad",21.4,NA,NA,NA,21.49333765,NA
"d / ad",NA,NA,2.487330723,0.825973087,-1.102669204,-1.623772423
"ad / d",NA,NA,-1.13039096,NA,15.49384454,NA
"d * ad",NA,NA,2.022372726,NA,30.70044214,NA
"d + ad",NA,NA,NA,NA,21.43236872,NA
"d - ad",NA,NA,NA,NA,-21.56841375,NA
"ad - d",NA,NA,NA,NA,21.56841375,NA
"d",83,NA,89.00778031,NA,-21.74460803,NA
"ad",138,NA,NA,NA,141.3817059,NA
"d / ad",NA,NA,42.52641409,13.41545759,-22.79773693,-27.82742183
"ad / d",NA,NA,-0.028122715,0.016802589,0.410175458,NA
"d * ad",NA,NA,5073.357865,NA,49934.08082,NA
"d + ad",NA,NA,87.45635995,NA,117.2556664,NA
"d - ad",NA,NA,93.8632323,NA,-168.1190264,NA
"ad - d",NA,NA,-93.8632323,NA,168.1190264,NA
"d",13.171,NA,8.177299183,NA,NA,NA
"ad",8.6,NA,NA,NA,8.369386312,NA
"d / ad",NA,NA,31.6992711,10.34159639,-26.19591393,-20.10745143
"ad / d",NA,NA,NA,NA,0.095557011,NA
"d * ad",NA,NA,56.46099088,NA,735.4895713,NA
"d + ad",NA,NA,8.254388841,NA,NA,NA
"d - ad",NA,NA,7.683998718,NA,-14.8708552,NA
"ad - d",NA,NA,-7.683998718,NA,14.8708552,NA
"d",0.052,NA,NA,NA,NA,NA
"dd",2.08,NA,NA,NA,NA,2.565752302
"d / dd",NA,NA,NA,NA,NA,-0.061695043
"dd / d",NA,NA,NA,0.269421125,NA,1.514034571
"d * dd",NA,NA,NA,NA,NA,4.46311561
"d + dd",NA,NA,NA,NA,NA,2.455611826
"d - dd",NA,NA,NA,NA,NA,-2.72523385
"dd - d",NA,NA,NA,NA,NA,2.72523385
"d",23.06,NA,22.94069246,NA,NA,NA
"aa",92,4.51915282,NA,97.8914222,NA,NA
"d / aa",NA,NA,NA,-0.054814642,NA,0.079677216
"aa / d",NA,NA,-81.92295689,6.868807538,NA,49.32036257
"d * aa",NA,88.36521627,8106.946922,1884.289927,NA,-2463.064733
"d + aa",NA,4.816420706,39.09786927,103.1377186,NA,NA
"d - aa",NA,-4.375959045,NA,-105.76844,NA,9.621063431
"aa - d",NA,4.375959045,NA,105.76844,NA,-9.621063431
"d",3.1,NA,3.308544968,NA,NA,NA
"aa",48.66666,NA,NA,49.56704874,NA,NA
"d / aa",NA,NA,-0.097902211,-0.133588598,NA,0.095043813
"aa / d",NA,NA,-0.895445612,3.327163547,NA,NA
"d * aa",NA,NA,627.6177788,875.4740576,NA,-269.0538597
"d + aa",NA,NA,NA,48.42018487,NA,NA
"d - aa",NA,NA,NA,-50.98399121,NA,NA
"aa - d",NA,NA,NA,50.98399121,NA,NA
"d",4.3,NA,3.766345045,NA,NA,NA
"aa",32.14286,NA,NA,32.61846484,NA,NA
"d / aa",NA,NA,-0.466029593,-0.37463535,NA,0.414618962
"aa / d",NA,NA,-7.152388965,4.129313359,NA,4.079663276
"d * aa",NA,NA,248.5924822,241.7959375,NA,-96.2760974
"d + aa",NA,NA,NA,31.47606381,NA,3.266862097
"d - aa",NA,NA,5.311753969,-32.80450467,NA,NA
"aa - d",NA,NA,-5.311753969,32.80450467,NA,NA
"d",2.511460477,NA,2.508479217,NA,NA,NA
"aa",0.51,NA,NA,0.481267784,NA,NA
"d / aa",NA,NA,0.679581644,NA,NA,0.124614016
"aa / d",NA,NA,43.67447128,NA,NA,-37.08050917
"d * aa",NA,NA,8.982277427,NA,NA,-1.114668292
"d + aa",NA,NA,2.458262677,0.446111709,NA,NA
"d - aa",NA,NA,2.514816223,-0.473631152,NA,NA
"aa - d",NA,NA,-2.514816223,0.473631152,NA,NA
"d",17.3,NA,17.09956953,NA,NA,NA
"dd",0.14,NA,NA,NA,NA,NA
"d / dd",NA,NA,-8.008293436,NA,NA,NA
"dd / d",NA,NA,0.690534298,NA,NA,-0.376156311
"d * dd",NA,NA,-36.47795901,NA,NA,NA
"d + dd",NA,NA,17.28191806,NA,NA,NA
"d - dd",NA,NA,16.80551139,-0.243233486,NA,NA
"dd - d",NA,NA,-16.80551139,0.243233486,NA,NA
"d",3.44,NA,3.211034071,NA,NA,NA
"aa",12.67,NA,NA,12.74704348,NA,NA
"d / aa",NA,NA,NA,-0.051289443,-0.007911464,0.042655431
"aa / d",NA,NA,-10.65321966,2.659975358,0.504176069,5.07849122
"d * aa",NA,NA,111.7530131,32.46812037,NA,NA
"d + aa",NA,NA,NA,12.06703513,NA,2.447546448
"d - aa",NA,NA,NA,-14.51502925,-1.872901956,NA
"aa - d",NA,NA,NA,14.51502925,1.872901956,NA
"d",0.533008248,NA,0.538910723,NA,NA,NA
"ad",55.54,NA,NA,NA,57.57348176,NA
"d / ad",NA,NA,0.005252342,NA,-0.002006519,NA
"ad / d",NA,NA,-1791.069405,NA,134.9557382,1041.814126
"d * ad",NA,NA,56.832712,NA,23.14657679,NA
"d + ad",NA,NA,NA,NA,57.52125571,NA
"d - ad",NA,NA,NA,NA,-57.60423038,NA
"ad - d",NA,NA,NA,NA,57.60423038,NA
"d",825,-24.82825404,804.3873534,NA,NA,NA
"ad",0.9,NA,NA,NA,0.89617977,NA
"d / ad",NA,NA,-206448.0359,-70706.84961,47745.87936,140840.1086
"ad / d",NA,NA,-0.000105256,NA,0.000629539,4.11e-05
"d * ad",NA,-9.449800576,126.913332,NA,1296.535805,NA
"d + ad",NA,-24.76545255,804.3913937,NA,NA,NA
"d - ad",NA,-24.89817937,804.3829121,NA,NA,NA
"ad - d",NA,24.89817937,-804.3829121,NA,NA,NA
"d",6.8,NA,7.789518139,NA,NA,NA
"ad",7.152,NA,NA,NA,6.769106814,NA
"d / ad",NA,NA,4.852405536,1.351934189,-5.604306822,-2.587976086
"ad / d",NA,NA,-0.035118767,NA,0.213096661,NA
"d * ad",NA,NA,57.95705345,NA,221.4376574,NA
"d + ad",NA,NA,7.924710271,NA,5.712135721,NA
"d - ad",NA,NA,7.446670028,NA,-8.083259515,NA
"ad - d",NA,NA,-7.446670028,NA,8.083259515,NA
"d",2.0333334,NA,2.649041844,NA,NA,-0.465060039
"aa",2.486,NA,NA,2.615245096,NA,NA
"d / aa",NA,NA,NA,-0.137643961,NA,0.071578256
"aa / d",NA,NA,-1.800820338,0.531466625,NA,0.762715177
"d * aa",NA,NA,47.1422595,18.90830352,NA,-18.34071475
"d + aa",NA,NA,4.892475599,3.528984792,NA,-1.859107111
"d - aa",NA,NA,NA,-3.003726567,NA,NA
"aa - d",NA,NA,NA,3.003726567,NA,NA
"d",107,-2.665657225,104.1922011,NA,NA,NA
"aa",28.2,NA,NA,28.06591371,NA,NA
"d / aa",NA,NA,-141.0982381,-75.89945017,NA,105.2529294
"aa / d",NA,NA,-0.104739148,0.110086911,NA,0.063191158
"d * aa",NA,NA,4805.225385,7069.182769,NA,-2759.597084
"d + aa",NA,-2.784947622,85.29889678,16.55873377,NA,NA
"d - aa",NA,-2.916980542,95.44697757,-35.73598415,NA,NA
"aa - d",NA,2.916980542,-95.44697757,35.73598415,NA,NA
"d",1.553,NA,1.408254086,NA,NA,NA
"aa",8.13,NA,NA,7.609052863,NA,NA
"d / aa",NA,NA,NA,-0.034228374,NA,0.030642069
"aa / d",NA,NA,-9.935972963,3.116609897,NA,4.042127397
"d * aa",NA,NA,33.00060039,NA,NA,NA
"d + aa",NA,NA,NA,6.850074287,NA,NA
"d - aa",NA,NA,1.740578103,-7.664620029,NA,NA
"aa - d",NA,NA,-1.740578103,7.664620029,NA,NA
"d",0.588417099,NA,0.59063344,NA,NA,NA
"aa",0.29,NA,NA,0.274589834,NA,NA
"d / aa",NA,NA,0.367012452,NA,NA,NA
"aa / d",NA,NA,-57.37964957,0.43385634,NA,35.80214646
"d * aa",NA,NA,1.039882954,0.073872317,NA,-0.115015728
"d + aa",NA,NA,0.520796188,0.248867808,NA,NA
"d - aa",NA,NA,0.638377594,-0.251585274,NA,NA
"aa - d",NA,NA,-0.638377594,0.251585274,NA,NA
"d",20.9,NA,21.94075901,NA,NA,NA
"dd",0.115,NA,NA,NA,NA,0.113414713
"d / dd",NA,NA,60.69174982,NA,NA,-35.96501404
"dd / d",NA,NA,-0.007961507,NA,NA,0.004954958
"d * dd",NA,NA,4.704165123,NA,NA,8.787897939
"d + dd",NA,NA,22.02827253,NA,NA,NA
"d - dd",NA,NA,21.85443094,NA,NA,NA
"dd - d",NA,NA,-21.85443094,NA,NA,NA
"d",12.63,NA,13.89089279,NA,NA,NA
"dd",27.26,NA,NA,NA,NA,27.31874274
"d / dd",NA,NA,0.29529703,NA,NA,-0.297753691
"dd / d",NA,NA,-1.180869143,NA,NA,1.138782097
"d * dd",NA,NA,419.6241594,NA,NA,997.6558667
"d + dd",NA,NA,16.08446771,NA,NA,25.90383352
"d - dd",NA,NA,11.30119072,NA,NA,-25.77554852
"dd - d",NA,NA,-11.30119072,NA,NA,25.77554852
"d",5.38,NA,8.004772018,1.529376539,NA,NA
"dd",0.642857143,NA,NA,NA,NA,0.629251543
"d / dd",NA,NA,NA,7.801634716,NA,-24.09415949
"dd / d",NA,NA,NA,NA,NA,0.018564271
"d * dd",NA,NA,NA,NA,NA,22.36474017
"d + dd",NA,NA,8.295355791,1.68251358,NA,NA
"d - dd",NA,NA,7.964602205,1.561320091,NA,NA
"dd - d",NA,NA,-7.964602205,-1.561320091,NA,NA
"d",67.83,NA,71.29721615,NA,NA,NA
"ad",3.4,NA,NA,NA,3.255561027,NA
"d / ad",NA,NA,30.54848453,NA,-38.81327596,-9.256830042
"ad / d",NA,NA,-0.012581435,NA,0.017506563,0.004013778
"d * ad",NA,NA,295.2247028,NA,617.8175114,NA
"d + ad",NA,NA,70.79409246,NA,NA,NA
"d - ad",NA,NA,71.89886447,NA,NA,NA
"ad - d",NA,NA,-71.89886447,NA,NA,NA
"d",1.942066667,NA,1.945253022,NA,NA,NA
"dd",4.6,NA,NA,NA,NA,NA
"d / dd",NA,NA,0.034215839,-0.00137313,NA,NA
"dd / d",NA,NA,-585.487435,NA,NA,364.9215715
"d * dd",NA,NA,107.133169,NA,NA,NA
"d + dd",NA,NA,4.958106868,NA,NA,NA
"d - dd",NA,NA,NA,NA,NA,NA
"dd - d",NA,NA,NA,NA,NA,NA
"d",18.3,NA,17.98619736,NA,NA,NA
"ad",30.8,NA,NA,NA,30.27510241,NA
"d / ad",NA,NA,40.39223228,12.79201997,-18.96953376,-26.05101631
"ad / d",NA,NA,-0.159837591,NA,0.700643602,0.049304011
"d * ad",NA,NA,212.6557894,NA,1289.912312,NA
"d + ad",NA,NA,18.04966559,NA,31.24609407,NA
"d - ad",NA,NA,17.8925907,NA,-28.813626,NA
"ad - d",NA,NA,-17.8925907,NA,28.813626,NA
