"X","trait","beta","Aa","Ad","AaAa","AaAd","AdAd","Observed_Sum","PercentError"
5942,"Aa + Aa",5.55,5.21094557971337,-1.18002284928702,0,0,0,4.03092273042635,27.3707616139396
5943,"Aa - Aa",2.11,1.47714471816126,0,1.35127744482145,0,0,2.82842216298271,34.0484437432564
5944,"Aa - Aa",-2.11,-1.47714471816126,0,-1.35127744482145,0,0,-2.82842216298271,34.0484437432564
5945,"Aa",33.5,35.6165871926485,-3.82260632811407,0,0,0,31.7939808645344,5.09259443422557
5946,"Aa",5.9,6.43750174377774,0,0,0,0,6.43750174377774,9.11019904708033
5947,"Aa / Aa",0,0.321712337920178,0,0,0,-0.0381767305510828,0.283535607369095,Inf
5948,"Aa / Aa",0,-0.0809172035512676,0,0,-0.0217244944501942,0,-0.102641698001462,Inf
5949,"Aa * Aa",3375.38026064269,3375.36757655704,-427.323191710469,0,-74.2847456325269,0,2873.75963921404,14.861158823425
5950,"Aa + Aa",39.4,42.0995640334249,0,0,0,-1.76577056311363,40.3337934703113,2.37003418860729
5951,"Aa - Aa",27.6,29.0862441750253,-4.77203178412232,0,0,0,24.314212390903,11.9050275691921
5952,"Aa - Aa",-27.6,-29.0862441750253,4.77203178412232,0,0,0,-24.314212390903,11.9050275691921
5953,"Aa",0.225,0.225199853004239,0,0,0,0,0.225199853004239,0.0888235574395546
5954,"Aa",2.075,1.4459258302616,0,0,0,0,1.4459258302616,30.3168274572723
5955,"Aa / Aa",0,0.00990837385800734,0,0,0,0,0.00990837385800734,Inf
5956,"Aa / Aa",0,0,0,0,0,0,0,NA
5957,"Aa * Aa",5.24308852500055,5.20403458340986,0,0,0,-0.406587740567745,4.79744684284212,8.4996024773087
5958,"Aa + Aa",2.3,1.71153677232509,0,0,0,0,1.71153677232509,25.5853577249961
5959,"Aa - Aa",-1.85,-1.11588806087116,0,0,0,0,-1.11588806087116,39.6817264393968
5960,"Aa - Aa",1.85,1.11588806087116,0,0,0,0,1.11588806087116,39.6817264393968
5961,"Aa",0.16,0.155871078728851,0,0,0,0,0.155871078728851,2.58057579446812
5962,"Aa",18.08,18.7582357068326,0,0,0,0,18.7582357068326,3.75130368823342
5963,"Aa / Aa",0,-0.0026892311447991,0,-0.00185587374283146,0,-0.00216344921470226,-0.00670855410233282,Inf
5964,"Aa / Aa",0,7.81645604647946,0,0,0,0,7.81645604647946,Inf
5965,"Aa * Aa",33.4289636571383,33.3620685096017,0,0,0,0,33.3620685096017,0.200111341239004
5966,"Aa + Aa",18.24,18.9254610093741,0,0,0,0,18.9254610093741,3.75800991981415
5967,"Aa - Aa",-17.92,-18.5967634821341,0,0,0,0,-18.5967634821341,3.77658193155189
5968,"Aa - Aa",17.92,18.5967634821341,0,0,0,0,18.5967634821341,3.77658193155189
5969,"Aa",1.3,1.30915947852439,0,0,0,0,1.30915947852439,0.704575271106925
5970,"Aa",16.05,14.1586897852701,0,0,0,0,14.1586897852701,11.7838642662299
5971,"Aa / Aa",0,0.000331431230424475,0,0,0.000878525987762137,0.000944401186907124,0.00215435840509374,Inf
5972,"Aa / Aa",0,-0.124976788324735,0,0.186695045593208,0,0,0.061718257268473,Inf
5973,"Aa * Aa",354.515985765107,359.692117144449,0,0,0,0,359.692117144449,1.46005584717739
5974,"Aa + Aa",17.35,15.3871433363964,0,0,0,0,15.3871433363964,11.313294891087
5975,"Aa - Aa",-14.75,-12.9373125794829,0,0,0,0,-12.9373125794829,12.2894062407939
5976,"Aa - Aa",14.75,12.9373125794829,0,0,0,0,12.9373125794829,12.2894062407939
5977,"Aa",1.5415,1.54305540595482,0,0,0.780185074265243,0,2.32324048022006,50.7129730924465
5978,"Aa",2.005,1.99263247985056,0,0.361301080112527,0,0,2.35393355996309,17.4031700729719
5979,"Aa / Aa",0,0,0,0,0,0,0,NA
5980,"Aa / Aa",0,0,0,0,0,0,0,NA
5981,"Aa * Aa",32.975291929337,34.7742639651501,0,0,0,0,34.7742639651501,5.45551511619103
5982,"Aa + Aa",3.5465,3.53749129423951,0,0.296293943287437,1.13005779153662,0,4.96384302906357,39.9645574246036
5983,"Aa - Aa",-0.4635,0,0,0,0,0,0,100
5984,"Aa - Aa",0.4635,0,0,0,0,0,0,100
5985,"Aa",3.8,4.7857346899575,0,0,0,0,4.7857346899575,25.9403865778289
5986,"Aa",30.39286,28.8081834032834,0,0,0,0,28.8081834032834,5.21397656132591
5987,"Aa / Aa",0,-0.17919057730479,0,0,0,0,-0.17919057730479,Inf
5988,"Aa / Aa",0,0.50548195944292,0,-0.094585377352055,-0.199189919035009,0,0.211706663055856,Inf
5989,"Aa * Aa",1642.40998695237,1604.2567963108,0,0,0,0,1604.2567963108,2.32300040456808
5990,"Aa + Aa",34.19286,33.3791698237945,0,0,0,0,33.3791698237945,2.37970785773844
5991,"Aa - Aa",-26.59286,-24.1504418327649,0,0,0,0,-24.1504418327649,9.18448849516412
5992,"Aa - Aa",26.59286,24.1504418327649,0,0,0,0,24.1504418327649,9.18448849516412
5993,"Aa",2.52,2.41647729787629,0,0,0,0,2.41647729787629,4.10804373506786
5994,"Aa",0.0745,0.0173297748417471,0,0,0.28672524370101,0,0.304055018542757,308.12754166813
5995,"Aa / Aa",0,1.12889941229946,0,0,-0.325886700068791,0,0.803012712230669,Inf
5996,"Aa / Aa",0,-0.0769668447772745,0,0.0182540776547114,0.0403152496849455,0,-0.0183975174376176,Inf
5997,"Aa * Aa",5.07334267321665,5.07299020023361,-0.210722535552185,0,2.34829343511779,0,7.21056109979922,42.1264354537973
5998,"Aa + Aa",2.5945,2.4626384189793,0,0,0,0,2.4626384189793,5.08235039586434
5999,"Aa - Aa",2.4455,2.3666892397502,0,0,0,0,2.3666892397502,3.22268494172152
6000,"Aa - Aa",-2.4455,-2.3666892397502,0,0,0,0,-2.3666892397502,3.22268494172152
6001,"Aa",7.05,5.63903779358075,0,0,0,0,5.63903779358075,20.0136483180036
6002,"Aa",3.5,3.63500183454319,0.513919420460392,0,0,0,4.14892125500358,18.5406072858166
6003,"Aa / Aa",0,0,0,0,0,0,0,NA
6004,"Aa / Aa",0,0,0,0,0,0,0,NA
6005,"Aa * Aa",274.367526173286,278.555361711166,0,0,0,0,278.555361711166,1.52635976869762
6006,"Aa + Aa",10.55,9.26436220651506,0,0,0,0,9.26436220651506,12.1861402226061
6007,"Aa - Aa",3.55,2.09041036592453,0,0,0,0,2.09041036592453,41.1152009598724
6008,"Aa - Aa",-3.55,-2.09041036592453,0,0,0,0,-2.09041036592453,41.1152009598724
6009,"Aa",23.4,21.8605637778028,0,0,0,0,21.8605637778028,6.57878727434701
6010,"Aa",11.12,10.7218563371407,0,0,0,0,10.7218563371407,3.58042862283542
6011,"Aa / Aa",0,0.146789820508961,0,0,0,0,0.146789820508961,Inf
6012,"Aa / Aa",0,-0.463177042677115,0,0,0,0,-0.463177042677115,Inf
6013,"Aa * Aa",3022.9851714581,3048.20168148431,0,0,0,0,3048.20168148431,0.834159236515446
6014,"Aa + Aa",34.52,32.7772880931383,0,0,0,0,32.7772880931383,5.04841224467468
6015,"Aa - Aa",12.28,11.1250803108275,0,0,0,0,11.1250803108275,9.40488346231677
6016,"Aa - Aa",-12.28,-11.1250803108275,0,0,0,0,-11.1250803108275,9.40488346231677
6017,"Aa",0.455,0.480431394138942,0,0,0,0,0.480431394138942,5.58931739317406
6018,"Aa",0.13,0.139564824422693,0,0,0,0,0.139564824422693,7.35755724822538
6019,"Aa / Aa",0,0,0,0,0,0,0,NA
6020,"Aa / Aa",0,0,0,0,0,0,0,NA
6021,"Aa * Aa",1.46042265740546,1.45496300101939,0,0,0,0.468128310251176,1.92309131127057,31.680462605741
6022,"Aa + Aa",0.585,0.621842118959403,0,0,0,0.175772337876524,0.797614456835927,36.344351595885
6023,"Aa - Aa",0.325,0.340845662002952,0,0,0,0,0.340845662002952,4.87558830860062
6024,"Aa - Aa",-0.325,-0.340845662002952,0,0,0,0,-0.340845662002952,4.87558830860062
6025,"Aa",5.73,6.15622985231709,0,0,0,0,6.15622985231709,7.4385663580644
6026,"Aa",309.3,323.063422988654,0,0,0,0,323.063422988654,4.44986194266214
6027,"Aa / Aa",0,0,0,0,0,0,0,NA
6028,"Aa / Aa",0,0,0,0,0,0,0,NA
6029,"Aa * Aa",21897.0913455223,22348.633340912,0,0,0,0,22348.633340912,2.06210947501954
6030,"Aa + Aa",315.03,329.459200808663,0,0,0,0,329.459200808663,4.58026245394503
6031,"Aa - Aa",-303.57,-316.640871482968,0,0,0,0,-316.640871482968,4.30571910365583
6032,"Aa - Aa",303.57,316.640871482968,0,0,0,0,316.640871482968,4.30571910365583
6033,"Aa",0.095,0.0952047756088054,0,0,0,0,0.0952047756088054,0.215553272426736
6034,"Aa",1.6775,1.67365212990003,0.0709472324011686,0,-0.15355557519397,0,1.59104378710723,5.15387260165553
6035,"Aa / Aa",0,0.0219803070737023,0,-0.00714616191513827,0,0,0.014834145158564,Inf
6036,"Aa / Aa",0,0,0,0,0,0,0,NA
6037,"Aa * Aa",0.407525966197969,0.407342410123869,0,0.157513001007805,0,0,0.564855411131674,38.6059927423808
6038,"Aa + Aa",1.7725,1.76865173609028,0.0707177831851128,0,-0.151389063720121,0,1.68798045555527,4.76838050463911
6039,"Aa - Aa",-1.5825,-1.56995845324644,-0.0401754693564515,0,0.0844258711221363,0,-1.52570805148076,3.58874872159526
6040,"Aa - Aa",1.5825,1.56995845324644,0.0401754693564515,0,-0.0844258711221363,0,1.52570805148076,3.58874872159526
6041,"Aa",26.5835,25.6265648973322,0,-3.86208314972684,0,-4.59464938366963,17.1698323639357,35.4116938554527
6042,"Aa",0.203653597308489,0.203641179579636,0.00111689604716847,0,0.00396364076423546,0,0.20872171639104,2.48859786889691
6043,"Aa / Aa",0,0,0,0,0,0,0,NA
6044,"Aa / Aa",0,0.00339595237176869,0,-0.000951886479758962,0,0,0.00244406589200973,Inf
6045,"Aa * Aa",12.7858965725594,12.9709465772456,0,5.24117412697818,0,0,18.2121207042238,42.4391367540852
6046,"Aa + Aa",26.7871535973085,25.835164359314,0,-3.94325347157469,0,-4.69088165449371,17.2010292332456,35.7862746754328
6047,"Aa - Aa",26.3798464026915,25.4177081405358,0,-3.77618533041357,0,-4.49277871163713,17.1487440984851,34.993010055072
6048,"Aa - Aa",-26.3798464026915,-25.4177081405358,0,3.77618533041357,0,4.49277871163713,-17.1487440984851,34.993010055072
6049,"Aa",124.75,126.668809336932,0,-2.67086212594872,0,0,123.997947210983,0.602847927067508
6050,"Aa",3.32,3.09387636737809,0,0,0,0,3.09387636737809,6.81095278981656
6051,"Aa / Aa",0,3.39708513400944,0,-0.381755612297555,0,0,3.01532952171189,Inf
6052,"Aa / Aa",0,0.385666294451506,0,-0.697753136495668,-1.03268455159701,0,-1.34477139364117,Inf
6053,"Aa * Aa",4800.6291491858,4772.57747131199,0,301.273608955494,0,0,5073.85108026748,5.69137757970792
6054,"Aa + Aa",128.07,129.824696186587,0,0,0,1.17800193366661,131.002698120254,2.28991810748312
6055,"Aa - Aa",121.43,123.485632243264,0,-2.29827776636643,0,0,121.187354476898,0.199823374044655
6056,"Aa - Aa",-121.43,-123.485632243264,0,2.29827776636643,0,0,-121.187354476898,0.199823374044655
6057,"Aa",3.497,3.51531264192565,0,0,0,0,3.51531264192565,0.523667198331435
6058,"Aa",8.65,8.81968055558218,0,0,0,0,8.81968055558218,1.96162492002519
6059,"Aa / Aa",0,0,0,0,0,0,0,NA
6060,"Aa / Aa",0,1.11467219309172,0.63324427765182,0,0,0,1.74791647074354,Inf
6061,"Aa * Aa",54.2361088163535,54.048149919012,0,31.1341385614324,0,0,85.1822884804444,57.0582594132562
6062,"Aa + Aa",12.147,12.40343749708,0,0,-0.493810004637098,0,11.9096274924429,1.95416569981969
6063,"Aa - Aa",-5.153,-5.2976449741869,0,0,0,0,-5.2976449741869,2.80700512685621
6064,"Aa - Aa",5.153,5.2976449741869,0,0,0,0,5.2976449741869,2.80700512685621
6065,"Aa",8.295,8.52672024505139,0,0,0,0,8.52672024505139,2.79349300845558
6066,"Aa",0.0655,0.0591989157533675,0,0,0.0807038520429912,0,0.139902767796359,113.592011902838
6067,"Aa / Aa",0,0,0,0,0,0,0,NA
6068,"Aa / Aa",0,0,0,0,0,0,0,NA
6069,"Aa * Aa",9.391551339866,9.5374129186071,0,0,0,0,9.5374129186071,1.55311485251574
6070,"Aa + Aa",8.3605,8.57025101111591,0,-5.54835586255918,0,-6.45709429220985,-3.43519914365312,141.088441404858
6071,"Aa - Aa",8.2295,8.49155995349465,0,0,0,0,8.49155995349465,3.18439702891611
6072,"Aa - Aa",-8.2295,-8.49155995349465,0,0,0,0,-8.49155995349465,3.18439702891611
6073,"Aa",0.315,0.317957289010608,0,0,0.182056594460443,0,0.500013883471051,58.734566181286
6074,"Aa",25.5,23.1310064857155,0,0,0,0,23.1310064857155,9.29017064425294
6075,"Aa / Aa",0,-0.00105757750118147,0,0,0,0,-0.00105757750118147,Inf
6076,"Aa / Aa",0,2.30207034401695,0,0,0,0,2.30207034401695,Inf
6077,"Aa * Aa",93.6255660284405,98.1452778667081,0,0,0,0,98.1452778667081,4.82743339238627
6078,"Aa + Aa",25.815,23.4623283404223,0,0,0,0,23.4623283404223,9.11358380622778
6079,"Aa - Aa",-25.185,-22.7973000846885,0,0,0,0,-22.7973000846885,9.48064290375818
6080,"Aa - Aa",25.185,22.7973000846885,0,0,0,0,22.7973000846885,9.48064290375818
6081,"Aa",0.2085,0.141961009373773,0,0,0,0,0.141961009373773,31.9131849526268
6082,"Aa",0.06,0.043989546453931,0,0,0,0,0.043989546453931,26.6840892434483
6083,"Aa / Aa",0,0,0,0,-0.858244011345309,0,-0.858244011345309,Inf
6084,"Aa / Aa",0,0,-0.00476732990918209,0,0.0258348368498882,0,0.0210675069407061,Inf
6085,"Aa * Aa",0.475933145951689,0.514560497040139,0,0,0,0,0.514560497040139,8.11612963228472
6086,"Aa + Aa",0.2685,0.227085011520505,0,0,0,0,0.227085011520505,15.4245767148957
6087,"Aa - Aa",0.1485,0,0,0,0,0,0,100
6088,"Aa - Aa",-0.1485,0,0,0,0,0,0,100
6089,"Aa",7.14,7.89832037409946,0,-1.79831133855071,0,0,6.10000903554875,14.5656997822304
6090,"Aa",16.8,16.4198458269596,4.66167515917126,0,0,0,21.0815209861309,25.4852439650646
6091,"Aa / Aa",0,0,0,0,0,0,0,NA
6092,"Aa / Aa",0,0,0,0,0,0,0,NA
6093,"Aa * Aa",1771.50547892614,1794.76931231104,328.342601101572,0,0,0,2123.11191341261,19.8478886274521
6094,"Aa + Aa",23.94,24.3167192775371,6.13117955944208,0,0,0,30.4478988369792,27.1842056682505
6095,"Aa - Aa",-9.66,-8.51572156881463,-2.4699992074889,0,0,0,-10.9857207763035,13.723817560078
6096,"Aa - Aa",9.66,8.51572156881463,2.4699992074889,0,0,0,10.9857207763035,13.723817560078
6097,"Aa",0.52,0.508840030579196,0,0,0,0,0.508840030579196,2.14614796553923
6098,"Aa",268.7,261.51740632018,0,0,0,0,261.51740632018,2.67309031627093
6099,"Aa / Aa",0,0,0,0,0,0,0,NA
6100,"Aa / Aa",0,-34.4262027110189,0,0,77.1751428437749,0,42.748940132756,Inf
6101,"Aa * Aa",950.67400337071,949.080451166858,0,0,-197.919828456905,-185.996555282322,565.164067427631,40.5512230876426
6102,"Aa + Aa",269.22,262.018574718937,0,0,0,0,262.018574718937,2.6749221012789
6103,"Aa - Aa",-268.18,-261.016198409717,0,0,0,0,-261.016198409717,2.67126616089306
6104,"Aa - Aa",268.18,261.016198409717,0,0,0,0,261.016198409717,2.67126616089306
6105,"Aa",0.0944999999999999,0.103185151737555,0,0,0,0,0.103185151737555,9.19063675931758
6106,"Aa",1.505,1.4523646953047,0,0,0,0,1.4523646953047,3.49736243822591
6107,"Aa / Aa",0,-0.14367598216495,0,0,0,0,-0.14367598216495,Inf
6108,"Aa / Aa",0,0.936502147279942,0,0,0,0,0.936502147279942,Inf
6109,"Aa * Aa",2.2211730311748,2.22291950656439,0,0,0,0,2.22291950656439,0.0786285158822784
6110,"Aa + Aa",1.5995,1.55438986304726,0,0,0,0,1.55438986304726,2.8202648923251
6111,"Aa - Aa",-1.4105,-1.3560173679854,0,0,0,0,-1.3560173679854,3.86264672205602
6112,"Aa - Aa",1.4105,1.3560173679854,0,0,0,0,1.3560173679854,3.86264672205602
6113,"Aa",8.65,8.6254356456514,0,0,-0.312204970038358,0,8.31323067561304,3.89328698713247
6114,"Aa",0.15,0.140436626625455,0,0,0,0,0.140436626625455,6.37558224969666
6115,"Aa / Aa",0,23.1646079890564,0,0,0,0,23.1646079890564,Inf
6116,"Aa / Aa",0,0.0193821700535302,0.0294531979579584,0,0,0,0.0488353680114886,Inf
6117,"Aa * Aa",3.01130531309322,2.97467841215534,0,1.19038133677636,0,0,4.1650597489317,38.314096907475
6118,"Aa + Aa",8.8,8.75018958328565,0,0,0,0,8.75018958328565,0.566027462663079
6119,"Aa - Aa",8.5,8.50938487783746,0,0.034288486415185,-0.455900423774575,0,8.08777294047807,4.84973011202271
6120,"Aa - Aa",-8.5,-8.50938487783746,0,-0.034288486415185,0.455900423774575,0,-8.08777294047807,4.84973011202271
6121,"Aa",4.465,4.69214711518972,0,0,0,0,4.69214711518972,5.0872814152233
6122,"Aa",6.55,5.84327898400928,0,0,0,0,5.84327898400928,10.7896338319194
6123,"Aa / Aa",0,0,0,0,0,0,0,NA
6124,"Aa / Aa",0,0.00238873180554787,0,-0.0677838011556699,0.189529398283253,0,0.124134328933131,Inf
6125,"Aa * Aa",312.581035506792,311.78117127285,0,0,0,0,311.78117127285,0.25589019904716
6126,"Aa + Aa",11.015,10.7843269398368,0,0,0,0,10.7843269398368,2.09417213039673
6127,"Aa - Aa",-2.085,0,0,0,-4.03881335466464,0,-4.03881335466464,93.7080745642513
6128,"Aa - Aa",2.085,0,0,0,4.03881335466464,0,4.03881335466464,93.7080745642513
6129,"Aa",8.545,7.55350035953602,0,0,0,0,7.55350035953602,11.6032725624807
6130,"Aa",0.015,0.0100084992492378,0,0,0,0,0.0100084992492378,33.276671671748
6131,"Aa / Aa",0,0,0,0,0,0,0,NA
6132,"Aa / Aa",0,0,0,0,0,0,0,NA
6133,"Aa * Aa",5.9976372709358,5.6974868092544,0,0,0,0,5.6974868092544,5.00447839911746
6134,"Aa + Aa",8.56,7.56616527377474,0,0,0,0,7.56616527377474,11.6102187643138
6135,"Aa - Aa",8.53,7.54083668144581,0,0,0,0,7.54083668144581,11.5962874390878
6136,"Aa - Aa",-8.53,-7.54083668144581,0,0,0,0,-7.54083668144581,11.5962874390878
6137,"Aa",1.14,1.01949541446922,0,0,0,0,1.01949541446922,10.5705776781386
6138,"Aa",1.45,1.3950442950455,0,0,0,0,1.3950442950455,3.79004861755172
6139,"Aa / Aa",0,-0.182451223109796,0,0,0,0,-0.182451223109796,Inf
6140,"Aa / Aa",0,0.0274424997379224,0,0,0,0,0.0274424997379224,Inf
6141,"Aa * Aa",52.955513465667,51.8671171212031,0,0,0,0,51.8671171212031,2.05530316530601
6142,"Aa + Aa",2.59,2.65519495751677,0,0,0,0,2.65519495751677,2.51717982690233
6143,"Aa - Aa",-0.31,0,0,0,0,0,0,100
6144,"Aa - Aa",0.31,0,0,0,0,0,0,100
6145,"Aa",4.11,3.95006503848209,0,0,0,0,3.95006503848209,3.89136159410974
6146,"Aa",2.69,2.86776907763347,0,0,0,0,2.86776907763347,6.60851589715502
6147,"Aa / Aa",0,0.117881446163486,0,0,0,0.0151306608674457,0.133012107030932,Inf
6148,"Aa / Aa",0,-2.74342948704743,0,0,0,0,-2.74342948704743,Inf
6149,"Aa * Aa",131.323689554754,133.940619188792,0,0,0,0,133.940619188792,1.99273234167465
6150,"Aa + Aa",6.8,6.9400046568013,0,0,0,0,6.9400046568013,2.05889201178382
6151,"Aa - Aa",1.42,1.03947796117097,0,0,0,0,1.03947796117097,26.7973266781007
6152,"Aa - Aa",-1.42,-1.03947796117097,0,0,0,0,-1.03947796117097,26.7973266781007
6153,"Aa",2.85,2.85424919417331,0,0,-0.611219522504291,0,2.24302967166902,21.2972045028414
6154,"Aa",30.75,32.655090672971,0,0,0,0,32.655090672971,6.19541682266992
6155,"Aa / Aa",0,0.00845782793463139,0,0,0,0,0.00845782793463139,Inf
6156,"Aa / Aa",0,-3.26792995517158,0,0,0,0,-3.26792995517158,Inf
6157,"Aa * Aa",615.397438052755,600.486142901938,0,0,0,0,600.486142901938,2.42303497362605
6158,"Aa + Aa",33.6,35.4707892798063,0,0,0,0,35.4707892798063,5.56782523751874
6159,"Aa - Aa",-27.9,-29.8434987770203,0,0,0,0,-29.8434987770203,6.96594543734875
6160,"Aa - Aa",27.9,29.8434987770203,0,0,0,0,29.8434987770203,6.96594543734875
6161,"Aa",7.24,5.75223747512465,0,-2.01821885927221,7.61733543457313,0,11.3513540504256,56.7866581550493
6162,"Aa",29.85,28.7695291089644,0,0,0,0,28.7695291089644,3.61966797666869
6163,"Aa / Aa",0,-0.07748159671151,0,0,0,0,-0.07748159671151,Inf
6164,"Aa / Aa",0,0.247601956878791,0,0,0,0,0.247601956878791,Inf
6165,"Aa * Aa",2705.59918752649,2855.97569163001,0,0,0,0,2855.97569163001,5.55797417432687
6166,"Aa + Aa",37.09,34.2924069456511,0,0,0,0,34.2924069456511,7.54271516405743
6167,"Aa - Aa",-22.61,-21.2318895435524,0,-15.9175191774769,0,-15.2134784522864,-52.3628871733157,131.591716821387
6168,"Aa - Aa",22.61,21.2318895435524,0,15.9175191774769,0,15.2134784522864,52.3628871733157,131.591716821387
6169,"Aa",5.21,4.56014651037629,0,0,0,0,4.56014651037629,12.4731955781902
6170,"Aa",0.3655,0.366961140018584,-0.0156089316923662,0,0,0,0.351352208326218,3.87080483550813
6171,"Aa / Aa",0,-60.9116462601055,0,0,0,0,-60.9116462601055,Inf
6172,"Aa / Aa",0,0.00344475851865931,0,0,0,0,0.00344475851865931,Inf
6173,"Aa * Aa",38.3633928301011,38.6766959595356,0,0,0,0,38.6766959595356,0.816672109325728
6174,"Aa + Aa",5.5755,5.07853128599765,0,0,0,0,5.07853128599765,8.91343761101873
6175,"Aa - Aa",4.8445,4.01632821395031,0,0,0,0,4.01632821395031,17.0950931169303
6176,"Aa - Aa",-4.8445,-4.01632821395031,0,0,0,0,-4.01632821395031,17.0950931169303
6177,"Aa",6.85,6.86431916639558,0,0,0,0,6.86431916639558,0.209038925482926
6178,"Aa",0.54,0.485012922654126,0,0,0,0,0.485012922654126,10.1827921010878
6179,"Aa / Aa",0,1.54130506158356,0,0,0,0,1.54130506158356,Inf
6180,"Aa / Aa",0,-0.0540583699659152,0,0,0,0,-0.0540583699659152,Inf
6181,"Aa * Aa",28.4330949638748,27.0424995165509,0,0,0,0,27.0424995165509,4.89076355947426
6182,"Aa + Aa",7.39,7.3515156628599,0,0,0,0,7.3515156628599,0.52076234289715
6183,"Aa - Aa",6.31,6.38847659128323,0,0,0,0,6.38847659128323,1.24368607421919
6184,"Aa - Aa",-6.31,-6.38847659128323,0,0,0,0,-6.38847659128323,1.24368607421919
6185,"Aa",4,4.23865881291124,0,0,0,0,4.23865881291124,5.96647032278099
6186,"Aa",446,457.710170221276,0,0,0,0,457.710170221276,2.62559870432197
6187,"Aa / Aa",0,-0.00318343768263192,0,0.000756945149703682,0,0,-0.00242649253292824,Inf
6188,"Aa / Aa",0,9.43942046322407,0,0,0,0,9.43942046322407,Inf
6189,"Aa * Aa",14337.436651541,14382.8449280565,0,1569.19142718615,3520.64939688918,0,19472.6857521318,35.8170656680034
6190,"Aa + Aa",450,461.372877274718,0,0,0,0,461.372877274718,2.52730606104845
6191,"Aa - Aa",-442,-453.98564781764,0,0,0,0,-453.98564781764,2.71168502661538
6192,"Aa - Aa",442,453.98564781764,0,0,0,0,453.98564781764,2.71168502661538
6193,"Aa",0.091,0.0642994119569025,0,0,0,0,0.0642994119569025,29.3413055418654
6194,"Aa",23.4,25.0627479889697,0,0,0,0,25.0627479889697,7.10576063662266
6195,"Aa / Aa",0,-0.00169792598010888,0,0,0,0,-0.00169792598010888,Inf
6196,"Aa / Aa",0,11.3920282037178,0,0,0,0,11.3920282037178,Inf
6197,"Aa * Aa",56.00403344965,51.9070343648912,0,0,0,0,51.9070343648912,7.31554288574978
6198,"Aa + Aa",23.491,25.1363398666714,0,0,0,0,25.1363398666714,7.00412867341279
6199,"Aa - Aa",-23.309,-24.9892610120133,0,0,0,0,-24.9892610120133,7.20863620066627
6200,"Aa - Aa",23.309,24.9892610120133,0,0,0,0,24.9892610120133,7.20863620066627
6201,"Aa",16.6,16.1466424297177,0,0,0,0,16.1466424297177,2.73106970049578
6202,"Aa",15.6,15.1132821908928,0,0,0,0,15.1132821908928,3.11998595581538
6203,"Aa / Aa",0,-0.195806650137531,0,0.139576138461887,0,0,-0.056230511675644,Inf
6204,"Aa / Aa",0,0.0589185024178249,0,0,0,0,0.0589185024178249,Inf
6205,"Aa * Aa",1285.68797632952,1275.79428451109,-262.042366942316,0,0,0,1013.75191756877,21.1510151582105
6206,"Aa + Aa",32.2,31.4290194740743,0,0,0,0,31.4290194740743,2.3943494593966
6207,"Aa - Aa",1,0.905705763914587,0,0,-3.22919746607039,-1.4384894736258,-3.7619811757816,476.19811757816
6208,"Aa - Aa",-1,-0.905705763914587,0,0,3.22919746607039,1.4384894736258,3.7619811757816,476.19811757816
6209,"Aa",0.785,0.799407177111992,0,0,0,0,0.799407177111992,1.83530918624102
6210,"Aa",4.35,4.71751351530745,0,0,0,0,4.71751351530745,8.44858655879197
6211,"Aa / Aa",0,0.0236601917518946,0,-0.00254776555431298,0,0,0.0211124261975816,Inf
6212,"Aa / Aa",0,-17.0445561376676,0,0,0,0,-17.0445561376676,Inf
6213,"Aa * Aa",26.5291840580106,26.8176519284503,0,3.95993696172995,0,0,30.7775888901802,16.0140802780809
6214,"Aa + Aa",5.135,5.52079420158039,0,0,0,0,5.52079420158039,7.51303216320137
6215,"Aa - Aa",-3.565,-3.91424563652668,0,0,0,0,-3.91424563652668,9.79651154352539
6216,"Aa - Aa",3.565,3.91424563652668,0,0,0,0,3.91424563652668,9.79651154352539
6217,"Aa",13.9,15.3506478469116,0,0,0,0,15.3506478469116,10.4363154454072
6218,"Aa",1.55,1.7427660690024,0.392319632799801,0,0,0,2.1350857018022,37.7474646324001
6219,"Aa / Aa",0,0.333210859108197,0,0,0,0,0.333210859108197,Inf
6220,"Aa / Aa",0,-0.00967269518378463,0,0,0,0,-0.00967269518378463,Inf
6221,"Aa * Aa",382.528205219307,379.307512319208,0,0,0,0,379.307512319208,0.841949131111137
6222,"Aa + Aa",15.45,17.1175738787176,0,0,0,0,17.1175738787176,10.7933584383016
6223,"Aa - Aa",12.35,13.5650440217321,0,0,0,0,13.5650440217321,9.83841313143402
6224,"Aa - Aa",-12.35,-13.5650440217321,0,0,0,0,-13.5650440217321,9.83841313143402
6225,"Aa",4.115,4.95724881616621,0,0,0,0,4.95724881616621,20.4677719602967
6226,"Aa",26.44,26.0009365223507,0,0,0,0,26.0009365223507,1.66060316811385
6227,"Aa / Aa",0,-0.30603446944371,0,0,0,0,-0.30603446944371,Inf
6228,"Aa / Aa",0,0.25794842443073,0,0,0,0,0.25794842443073,Inf
6229,"Aa * Aa",2710.61559956235,2744.06948036788,0,0,0,0,2744.06948036788,1.23418019179596
6230,"Aa + Aa",30.555,31.3359709117364,0,0,0,0,31.3359709117364,2.55595127388774
6231,"Aa - Aa",-22.325,-22.0629450462295,0,0,0,0,-22.0629450462295,1.17381838195072
6232,"Aa - Aa",22.325,22.0629450462295,0,0,0,0,22.0629450462295,1.17381838195072
6233,"Aa",8.8,9.88643146073938,0,0,0,0,9.88643146073938,12.3458120538566
