trait,beta,a,d,aa,ad,dd
dd - a,NA,-9.487472768,NA,NA,NA,NA
a,47.75,72.00073823,17.56854179,NA,NA,NA
ad,0.54,NA,NA,NA,0.540122913,NA
a / ad,NA,12295.2662,NA,329144.4512,NA,330538.8929
ad / a,NA,-5.73E-07,NA,1.56E-05,0.000670545,1.56E-05
a * ad,NA,0.341594674,NA,-10.020727,440.8734499,-9.975446015
a + ad,NA,72.09533318,17.52026709,NA,NA,NA
a - ad,NA,71.90574747,17.6128188,NA,NA,NA
ad - a,NA,-71.90574747,-17.6128188,NA,NA,NA
a,3.01,3.405813119,NA,NA,NA,NA
dd,65.20346,NA,NA,NA,NA,63.22066781
a / dd,NA,0.084205237,-1.830504839,NA,NA,NA
dd / a,NA,-0.020863688,NA,NA,NA,0.700356122
a * dd,NA,NA,NA,NA,NA,5714.796045
a + dd,NA,1.79911575,NA,NA,NA,63.45067502
a - dd,NA,3.920298208,NA,NA,NA,-65.28124303
dd - a,NA,-3.920298208,NA,NA,NA,65.28124303
a,4.415,4.360376333,NA,NA,NA,NA
dd,15.48,1.640458232,11.76605743,NA,-3.201103798,4.864701944
a / dd,NA,0.043777662,-0.134939291,NA,NA,NA
dd / a,NA,-0.044894165,NA,NA,NA,NA
a * dd,NA,419.2732934,984.6848814,NA,NA,NA
a + dd,NA,5.388796352,15.5993386,NA,NA,NA
a - dd,NA,1.864723884,-10.7712163,NA,NA,NA
dd - a,NA,-1.864723884,10.7712163,NA,NA,NA
a,1.55,1.510428338,NA,NA,-1.197236051,NA
ad,350,NA,NA,NA,348.4254685,NA
a / ad,NA,0.023210812,NA,4.78763637,9.123881015,4.786025786
ad / a,NA,-0.676404835,NA,NA,20.95687335,NA
a * ad,NA,61.20782247,NA,NA,5889.216336,NA
a + ad,NA,NA,NA,NA,347.8128411,NA
a - ad,NA,3.70159586,NA,NA,-351.9741903,NA
ad - a,NA,-3.70159586,NA,NA,351.9741903,NA
a,2.1055,2.152548258,NA,NA,NA,NA
dd,27.8,-2.221130957,NA,NA,NA,21.62524593
a / dd,NA,0.0289548,-0.029555495,NA,NA,NA
dd / a,NA,-1.147098829,NA,NA,NA,1.361153076
a * dd,NA,141.7020872,NA,NA,151.930309,438.7447373
a + dd,NA,NA,NA,NA,NA,20.60642749
a - dd,NA,4.994069256,NA,NA,NA,-19.67661466
dd - a,NA,-4.994069256,NA,NA,NA,19.67661466
a,0.89285714,0.848364321,NA,NA,NA,NA
dd,2.771,NA,NA,NA,NA,3.024471345
a / dd,NA,0.052927724,NA,NA,NA,-0.029225807
dd / a,NA,-2.170006133,NA,NA,NA,NA
a * dd,NA,14.1323233,5.111025173,NA,NA,NA
a + dd,NA,0.880991021,NA,NA,NA,3.093097864
a - dd,NA,0.846945461,NA,NA,NA,-3.164577615
dd - a,NA,-0.846945461,NA,NA,NA,3.164577615
a,0.21,0.244014424,NA,NA,NA,NA
ad,28.2,0.865945719,NA,NA,27.16094624,NA
a / ad,NA,0.005891313,NA,NA,-0.034040885,NA
ad / a,NA,-3.195742721,NA,NA,17.92075407,NA
a * ad,NA,9.134798651,NA,NA,38.39034886,NA
a + ad,NA,1.205118223,NA,NA,27.00174636,NA
a - ad,NA,NA,NA,NA,-27.45504167,NA
ad - a,NA,NA,NA,NA,27.45504167,NA
a,0.53,0.598199788,NA,NA,NA,NA
aa,50.3,NA,NA,43.3114285,NA,NA
a / aa,NA,0.005867545,0.017824906,-0.009091626,NA,NA
aa / a,NA,-8.174858163,NA,19.5638982,7.666544123,NA
a * aa,NA,67.343964,NA,157.2772178,-53.87097793,NA
a + aa,NA,NA,NA,45.67026765,NA,NA
a - aa,NA,NA,NA,-42.54548878,NA,NA
aa - a,NA,NA,NA,42.54548878,NA,NA
a,10.84,9.347795981,NA,NA,NA,NA
aa,7.8,NA,NA,6.944446035,NA,NA
a / aa,NA,0.235923751,NA,-0.164765666,NA,NA
aa / a,NA,-0.100176417,NA,0.09950335,NA,NA
a * aa,NA,388.9879815,NA,502.9999861,NA,NA
a + aa,NA,9.023703476,NA,4.849974567,NA,NA
a - aa,NA,10.19926482,NA,-3.495481571,NA,NA
aa - a,NA,-10.19926482,NA,3.495481571,NA,NA
a,136.9,135.6418367,NA,NA,NA,NA
dd,1.17,NA,NA,NA,NA,0.971001361
a / dd,NA,48.42308273,NA,NA,NA,-38.05065707
dd / a,NA,-0.002676063,NA,0.001445556,NA,0.0020195
a * dd,NA,388.1238263,NA,NA,NA,348.5021697
a + dd,NA,135.6987442,NA,NA,NA,NA
a - dd,NA,135.5817648,NA,NA,NA,NA
dd - a,NA,-135.5817648,NA,NA,NA,NA
a,15.63,15.21865211,NA,NA,NA,NA
dd,2.3,NA,NA,NA,NA,NA
a / dd,NA,0.350320268,NA,NA,NA,NA
dd / a,NA,-0.443156929,NA,0.074334226,NA,NA
a * dd,NA,667.4625145,NA,NA,NA,NA
a + dd,NA,14.6109932,NA,NA,NA,NA
a - dd,NA,15.8475254,NA,NA,NA,NA
dd - a,NA,-15.8475254,NA,NA,NA,NA
a,2.85,2.960668155,NA,NA,NA,NA
aa,17.65,NA,NA,5.697588559,NA,NA
a / aa,NA,0.012477357,NA,NA,NA,NA
aa / a,NA,-11.28387674,NA,4.408957074,NA,NA
a * aa,NA,718.6005168,NA,NA,NA,NA
a + aa,NA,NA,NA,6.055456548,NA,NA
a - aa,NA,NA,NA,NA,NA,NA
aa - a,NA,NA,NA,NA,NA,NA
a,0.48,0.407824933,NA,NA,NA,NA
aa,118.3,-0.681508925,NA,112.6468645,NA,NA
a / aa,NA,0.002745433,0.056607103,NA,0.00545092,0.021827818
aa / a,NA,-3.76053473,NA,28.91819808,2.849544356,NA
a * aa,NA,58.26367612,NA,492.670205,-57.57310512,NA
a + aa,NA,NA,NA,108.5571936,NA,NA
a - aa,NA,1.238755599,NA,-110.5102364,NA,NA
aa - a,NA,-1.238755599,NA,110.5102364,NA,NA
a,2.7,2.356967539,NA,NA,NA,NA
ad,44,NA,NA,NA,43.60996904,NA
a / ad,NA,NA,NA,-6.980736194,-18.59179672,-6.707122288
ad / a,NA,NA,NA,NA,0.887420306,NA
a * ad,NA,NA,NA,NA,2105.202182,NA
a + ad,NA,2.065134746,NA,NA,45.95361499,NA
a - ad,NA,1.80202806,NA,-0.709307178,-39.99299152,NA
ad - a,NA,-1.80202806,NA,0.709307178,39.99299152,NA
a,0.7,1.048712682,NA,NA,-1.483071011,NA
ad,12,NA,NA,NA,12.14114009,NA
a / ad,NA,0.070448489,NA,NA,-0.583029946,NA
ad / a,NA,-0.077190578,NA,NA,0.767461475,NA
a * ad,NA,NA,NA,NA,237.5162197,NA
a + ad,NA,NA,NA,NA,12.20940527,NA
a - ad,NA,1.344969531,NA,NA,-14.36173918,NA
ad - a,NA,-1.344969531,NA,NA,14.36173918,NA
a,532,529.058329,NA,NA,NA,NA
aa,19.2,NA,NA,14.45725971,NA,NA
a / aa,NA,13.80328931,NA,-8.249592027,18.83305307,NA
aa / a,NA,0.130661704,NA,-0.392416903,-0.784749049,-0.34499735
a * aa,NA,20352.89269,NA,6765.326666,-16073.97805,NA
a + aa,NA,530.9309337,NA,NA,NA,NA
a - aa,NA,526.8785533,NA,NA,NA,NA
aa - a,NA,-526.8785533,NA,NA,NA,NA
a,0.17,0.166986487,NA,NA,NA,NA
dd,46,NA,NA,NA,NA,37.30362492
a / dd,NA,0.002776344,-0.004321002,NA,NA,NA
dd / a,NA,-32.03055078,NA,NA,NA,69.18296801
a * dd,NA,9.272989697,NA,NA,3.579364419,25.47083492
a + dd,NA,NA,NA,NA,NA,37.30814563
a - dd,NA,NA,NA,NA,NA,-37.39445844
dd - a,NA,NA,NA,NA,NA,37.39445844
a,4.5,3.27034607,NA,NA,NA,NA
aa,9.9,NA,NA,9.149754571,NA,NA
a / aa,NA,0.117363505,NA,-0.768958602,NA,NA
aa / a,NA,-0.033466877,NA,0.191401075,NA,NA
a * aa,NA,74.35131498,NA,449.2789602,NA,NA
a + aa,NA,2.75078913,-5.302774497,NA,NA,NA
a - aa,NA,3.242925296,NA,-9.201951168,NA,NA
aa - a,NA,-3.242925296,NA,9.201951168,NA,NA
a,0.825,0.821937412,NA,NA,NA,NA
dd,29.91,NA,NA,NA,NA,27.64832257
a / dd,NA,0.012058303,NA,NA,-0.001508131,-0.002188601
dd / a,NA,137.6141077,NA,-907.0896881,-1884.008011,-814.9214338
a * dd,NA,55.56065363,NA,NA,14.70392845,14.36062154
a + dd,NA,NA,NA,NA,NA,28.34827419
a - dd,NA,NA,NA,NA,NA,-27.64701473
dd - a,NA,NA,NA,NA,NA,27.64701473
a,0.066,0.077067248,NA,NA,NA,0.028730084
dd,1.09,NA,NA,NA,NA,1.023972811
a / dd,NA,0.012659641,NA,NA,NA,-0.006425712
dd / a,NA,-1.777598035,NA,NA,NA,0.653325389
a * dd,NA,0.468161148,NA,NA,NA,0.820408062
a + dd,NA,NA,NA,NA,NA,1.06897855
a - dd,NA,NA,NA,NA,NA,-1.005671235
dd - a,NA,NA,NA,NA,NA,1.005671235
a,0.83,0.788354538,NA,NA,NA,NA
aa,93,NA,NA,63.14294634,NA,NA
a / aa,NA,0.0064076,0.18668704,NA,NA,NA
aa / a,NA,-0.575074565,NA,7.649407466,NA,NA
a * aa,NA,77.5773505,NA,1060.925186,NA,NA
a + aa,NA,1.058312941,NA,70.41174911,NA,NA
a - aa,NA,0.528149846,NA,-63.19870075,0.533303869,NA
aa - a,NA,-0.528149846,NA,63.19870075,-0.533303869,NA
a,4.7,4.115538915,NA,NA,2.838402877,NA
ad,1346,NA,NA,NA,1436.282901,NA
a / ad,NA,0.001354622,NA,NA,-0.003078506,NA
ad / a,NA,-19.30582652,NA,NA,41.0982835,NA
a * ad,NA,12402.80566,NA,NA,48363.48148,NA
a + ad,NA,NA,NA,NA,1446.671627,NA
a - ad,NA,NA,NA,NA,-1426.044809,NA
ad - a,NA,NA,NA,NA,1426.044809,NA
a,0.053405797,NA,NA,NA,0.166125095,NA
ad,772,NA,NA,NA,773.1909368,54.81177107
a / ad,NA,NA,NA,NA,-0.000891844,NA
ad / a,NA,NA,NA,NA,373.0559375,NA
a * ad,NA,NA,NA,NA,1577.925732,NA
a + ad,NA,NA,NA,NA,773.4065195,54.85804235
a - ad,NA,NA,NA,NA,-772.9753199,-54.76549145
ad - a,NA,NA,NA,NA,772.9753199,54.76549145
a,13.9,14.80875538,NA,NA,NA,NA
aa,0.11,NA,NA,0.130507702,0.034198874,NA
a / aa,NA,-15.10347437,NA,-10.82870026,NA,NA
aa / a,NA,0.002145957,NA,NA,NA,NA
a * aa,NA,-15.21101766,NA,11.04683364,NA,NA
a + aa,NA,14.8324172,NA,NA,NA,NA
a - aa,NA,14.78498501,NA,NA,NA,NA
aa - a,NA,-14.78498501,NA,NA,NA,NA
a,19.35,19.52126064,NA,NA,NA,NA
dd,0.502,NA,NA,NA,NA,0.422701311
a / dd,NA,6.276056397,NA,NA,NA,-1.694497422
dd / a,NA,-0.023844423,NA,NA,NA,NA
a * dd,NA,61.00949404,NA,NA,NA,21.76730776
a + dd,NA,19.54497778,NA,NA,NA,NA
a - dd,NA,19.49252939,NA,NA,NA,NA
dd - a,NA,-19.49252939,NA,NA,NA,NA
a,28.145,28.43648899,NA,NA,NA,NA
ad,0.4,NA,NA,NA,0.341615537,NA
a / ad,NA,28.59084123,NA,NA,-10.09215359,NA
ad / a,NA,-0.021863598,-0.005110573,NA,NA,NA
a * ad,NA,28.54417671,NA,NA,9.125053281,-1.309459462
a + ad,NA,28.48781537,NA,NA,NA,NA
a - ad,NA,28.39550386,NA,NA,NA,NA
ad - a,NA,-28.39550386,NA,NA,NA,NA
a,2.05,2.010714278,NA,NA,NA,NA
aa,22.2,NA,NA,21.85560759,NA,NA
a / aa,NA,0.048507576,0.110426087,-0.038724082,0.067243558,NA
aa / a,NA,-3.439728455,NA,5.036393726,2.979761226,NA
a * aa,NA,84.56782457,NA,125.0537595,-75.93807188,NA
a + aa,NA,1.648549103,NA,22.32085661,NA,NA
a - aa,NA,2.338575799,NA,-22.31631749,NA,NA
aa - a,NA,-2.338575799,NA,22.31631749,NA,NA
a,0.245,0.246643778,NA,NA,NA,NA
ad,4.56,NA,NA,NA,4.448533961,NA
a / ad,NA,0.03855373,NA,NA,-0.060389109,NA
ad / a,NA,-4.978065209,NA,NA,5.783214613,NA
a * ad,NA,1.547798822,NA,-0.455555223,2.741274221,NA
a + ad,NA,NA,NA,NA,4.841446932,NA
a - ad,NA,0.283074581,NA,NA,-4.499636371,NA
ad - a,NA,-0.283074581,NA,NA,4.499636371,NA
a,3.2,3.365021391,NA,NA,NA,NA
dd,8.3,NA,NA,NA,NA,6.656610209
a / dd,NA,0.061747854,NA,NA,NA,-0.015672389
dd / a,NA,-2.663295742,NA,NA,NA,NA
a * dd,NA,187.5096986,NA,NA,NA,47.55668762
a + dd,NA,3.485620778,NA,NA,NA,6.84091111
a - dd,NA,3.291338764,NA,NA,NA,-7.05388577
dd - a,NA,-3.291338764,NA,NA,NA,7.05388577
a,1.25,1.307219359,NA,NA,NA,-0.335645018
dd,31.69047,NA,NA,NA,NA,28.71182619
a / dd,NA,0.03041185,-0.085293794,NA,NA,-0.053140313
dd / a,NA,-0.37414814,NA,NA,-0.56932185,3.060396956
a * dd,NA,57.14164385,NA,NA,NA,300.0774042
a + dd,NA,NA,NA,NA,NA,28.38357734
a - dd,NA,NA,NA,NA,5.554278028,-31.37948349
dd - a,NA,NA,NA,NA,-5.554278028,31.37948349
a,0.365142715,0.374597337,NA,NA,NA,NA
aa,2.7,NA,NA,2.168449207,NA,NA
a / aa,NA,0.045443996,NA,-0.037553017,0.036907361,NA
aa / a,NA,-11.57626876,NA,9.578930311,11.07922572,NA
a * aa,NA,3.046531086,NA,1.50787099,-1.606387456,NA
a + aa,NA,0.304526421,NA,2.202567418,NA,NA
a - aa,NA,0.440483725,NA,-2.205102888,NA,NA
aa - a,NA,-0.440483725,NA,2.205102888,NA,NA
a,0.0445,NA,NA,NA,NA,NA
aa,7.6,NA,-7.324906166,4.33635455,-2.130041277,NA
a / aa,NA,NA,0.00161436,NA,NA,NA
aa / a,NA,NA,-5.309234527,NA,NA,NA
a * aa,NA,NA,NA,18.05755533,NA,NA
a + aa,NA,NA,-7.331654462,4.39361083,-2.179188552,NA
a - aa,NA,NA,7.317666463,-4.279069271,2.079423637,NA
aa - a,NA,NA,-7.317666463,4.279069271,-2.079423637,NA
a,76.5,76.10255474,NA,NA,NA,NA
dd,50.255,NA,NA,NA,NA,39.65976925
a / dd,NA,5.78194135,-1.431211905,0.831627175,-5.647016244,NA
dd / a,NA,0.225526682,NA,NA,NA,1.064569403
a * dd,NA,1004.498897,NA,NA,1986.043261,1895.009019
a + dd,NA,76.17307656,NA,NA,NA,43.73143714
a - dd,NA,76.14551868,NA,NA,NA,-47.34874624
dd - a,NA,-76.14551868,NA,NA,NA,47.34874624
a,0.0425,0.049117571,NA,NA,NA,NA
ad,236.6,NA,NA,NA,235.1262133,NA
a / ad,NA,NA,NA,0.0562744,0.063910222,0.055953099
ad / a,NA,NA,NA,NA,365.3465297,NA
a * ad,NA,1.690353378,NA,NA,149.7555081,NA
a + ad,NA,NA,NA,NA,235.2110454,NA
a - ad,NA,NA,NA,NA,-235.0340147,NA
ad - a,NA,NA,NA,NA,235.0340147,NA
a,1.6,1.596329546,NA,NA,NA,NA
dd,4.6,NA,NA,NA,NA,3.9749122
a / dd,NA,0.039196745,NA,NA,NA,-0.004397591
dd / a,NA,-17.93559473,NA,9.837326986,9.758775188,NA
a * dd,NA,64.42836408,NA,NA,NA,9.431973907
a + dd,NA,1.248565231,NA,NA,NA,3.820519572
a - dd,NA,1.335871532,NA,NA,NA,-3.800626908
dd - a,NA,-1.335871532,NA,NA,NA,3.800626908
a,7.7,7.731529611,NA,NA,NA,NA
aa,12,NA,NA,10.55899144,NA,NA
a / aa,NA,0.20289529,NA,-0.351731133,0.112938403,NA
aa / a,NA,-0.39957125,NA,0.579077125,0.107375687,NA
a * aa,NA,291.3865241,NA,333.3554343,-122.002192,NA
a + aa,NA,8.041268679,NA,11.62696116,NA,NA
a - aa,NA,7.478988954,NA,-12.72543338,NA,NA
aa - a,NA,-7.478988954,NA,12.72543338,NA,NA
a,0.8025,0.935421136,NA,NA,NA,NA
aa,4.8,NA,NA,4.400236308,NA,NA
a / aa,NA,0.054710642,NA,-0.1320283,NA,NA
aa / a,NA,-0.309171474,NA,0.678403489,NA,NA
a * aa,NA,15.74691798,NA,34.09129061,NA,NA
a + aa,NA,0.560724213,NA,4.549738753,NA,NA
a - aa,NA,1.116971731,NA,-4.693204766,NA,NA
aa - a,NA,-1.116971731,NA,4.693204766,NA,NA
a,0.903,0.903690499,NA,NA,NA,NA
aa,0.22,NA,NA,0.15971087,NA,NA
a / aa,NA,0.716619833,0.322969304,NA,0.144742313,NA
aa / a,NA,-0.388689623,NA,0.296930484,0.187242315,NA
a * aa,NA,1.174765657,NA,0.418806071,-0.429524168,NA
a + aa,NA,0.928749522,NA,0.201203705,NA,NA
a - aa,NA,0.881543503,0.209642068,NA,NA,NA
aa - a,NA,-0.881543503,-0.209642068,NA,NA,NA
a,0.475,0.539194242,NA,NA,-0.426862076,NA
ad,3.3,NA,NA,NA,3.321443449,NA
a / ad,NA,NA,NA,49.10944835,60.37703008,48.95901763
ad / a,NA,NA,NA,NA,0.42727093,NA
a * ad,NA,0.325367085,NA,NA,25.74224935,NA
a + ad,NA,0.567472614,NA,NA,2.773555348,NA
a - ad,NA,0.540166765,NA,NA,-3.834848401,NA
ad - a,NA,-0.540166765,NA,NA,3.834848401,NA
a,29.45904762,29.98069845,NA,NA,NA,NA
ad,0.48,NA,NA,NA,0.33924028,NA
a / ad,NA,19.58762773,NA,NA,NA,NA
ad / a,NA,-0.041960119,-0.019448829,NA,NA,NA
a * ad,NA,46.04308571,NA,NA,8.255923502,NA
a + ad,NA,30.03000767,NA,NA,NA,NA
a - ad,NA,29.93327158,NA,NA,NA,NA
ad - a,NA,-29.93327158,NA,NA,NA,NA
a,0.25375,0.254238936,NA,NA,NA,NA
dd,1.553,NA,NA,NA,NA,1.303831747
a / dd,NA,0.111154422,-0.084180108,NA,-0.053995574,NA
dd / a,NA,-2.928680598,NA,1.388372488,NA,1.87139098
a * dd,NA,0.609073346,NA,NA,0.250053043,0.855647516
a + dd,NA,0.251498738,NA,NA,NA,1.466688004
a - dd,NA,0.250856308,NA,NA,NA,-1.37146116
dd - a,NA,-0.250856308,NA,NA,NA,1.37146116
a,1.35,1.38428985,NA,NA,NA,NA
ad,2.8,NA,NA,NA,2.832538761,NA
a / ad,NA,1.366451367,NA,NA,-5.813929259,NA
ad / a,NA,-0.513731058,NA,0.528400462,1.834268525,NA
a * ad,NA,1.426816835,NA,-0.902333324,5.77989444,-0.945742079
a + ad,NA,1.395113147,-0.064123595,NA,2.800484114,NA
a - ad,NA,1.37427218,NA,NA,-2.793671596,NA
ad - a,NA,-1.37427218,NA,NA,2.793671596,NA
a,8.95,10.03273197,NA,NA,NA,NA
dd,2.67,NA,NA,NA,NA,2.612286541
a / dd,NA,0.848096679,NA,NA,NA,-0.931978742
dd / a,NA,-0.044289059,NA,NA,NA,0.05323637
a * dd,NA,114.8985718,NA,NA,NA,106.0289219
a + dd,NA,10.25128591,NA,NA,NA,1.0410305
a - dd,NA,9.812174796,NA,NA,NA,-2.922023689
dd - a,NA,-9.812174796,NA,NA,NA,2.922023689
a,0.194,0.161470952,NA,NA,NA,NA
dd,1.18,NA,NA,NA,NA,1.089223935
a / dd,NA,0.091536972,-0.409150852,NA,NA,-0.312623
dd / a,NA,-0.037429949,NA,NA,NA,0.375834616
a * dd,NA,0.163041165,NA,NA,0.616193612,3.574932944
a + dd,NA,0.120124185,NA,NA,0.203563487,1.232898931
a - dd,NA,0.171301351,NA,NA,NA,-1.075301153
dd - a,NA,-0.171301351,NA,NA,NA,1.075301153
a,5.125,5.086335752,NA,0.077969605,0.618431741,NA
ad,1007.2,NA,NA,NA,1063.361943,NA
a / ad,NA,0.003605889,NA,NA,-0.003287066,NA
ad / a,NA,-319.7332502,NA,246.8385815,454.790849,168.919713
a * ad,NA,7141.03468,NA,NA,7493.958967,NA
a + ad,NA,NA,NA,NA,1065.490918,NA
a - ad,NA,NA,NA,NA,-1059.251779,NA
ad - a,NA,NA,NA,NA,1059.251779,NA
a,8.65,8.564347038,NA,NA,NA,NA
ad,547.6,NA,NA,NA,542.7163266,NA
a / ad,NA,0.021849557,NA,0.006501979,-0.015752361,0.006634425
ad / a,NA,79.93287484,NA,-388.9311383,-710.1853556,-347.8968919
a * ad,NA,3394.638156,NA,-1134.5524,3031.444905,-1162.422647
a + ad,NA,NA,NA,NA,557.5177625,NA
a - ad,NA,NA,NA,NA,-526.9345623,NA
ad - a,NA,NA,NA,NA,526.9345623,NA
a,1.625,1.619348803,NA,NA,NA,NA
ad,24.8,NA,NA,NA,25.08081403,NA
a / ad,NA,0.027998047,NA,NA,-0.073192557,NA
ad / a,NA,-1.086086158,NA,NA,2.691598873,NA
a * ad,NA,89.91460752,NA,-89.07907366,291.5679891,-93.61098903
a + ad,NA,NA,NA,NA,28.22556896,NA
a - ad,NA,1.734265631,NA,NA,-25.08439005,NA
ad - a,NA,-1.734265631,NA,NA,25.08439005,NA
a,0.935421667,0.934017512,NA,-0.012881331,NA,-0.013454014
ad,0.536,NA,NA,NA,0.537145808,NA
a / ad,NA,0.221137732,NA,NA,NA,NA
ad / a,NA,4.889031538,NA,27.22305472,44.0980387,33.09477231
a * ad,NA,3.980492404,NA,NA,NA,-0.110808286
a + ad,NA,1.048194488,NA,NA,0.301495399,NA
a - ad,NA,0.816015794,NA,NA,-0.307514088,NA
ad - a,NA,-0.816015794,NA,NA,0.307514088,NA
a,76.5,76.5524507,NA,NA,NA,NA
dd,6.18,NA,NA,NA,NA,NA
a / dd,NA,1.414113218,NA,NA,NA,NA
dd / a,NA,0.886576694,NA,NA,NA,0.866210086
a * dd,NA,4178.23862,NA,NA,NA,NA
a + dd,NA,76.49146489,3.95278778,NA,NA,NA
a - dd,NA,76.4568659,NA,NA,NA,NA
dd - a,NA,-76.4568659,NA,NA,NA,NA
a,2.3,1.343815143,NA,NA,NA,NA
dd,1.9,NA,NA,NA,NA,1.583998204
a / dd,NA,NA,NA,NA,NA,-0.137160034
dd / a,NA,NA,NA,NA,NA,0.030162768
a * dd,NA,57.62253824,NA,NA,NA,NA
a + dd,NA,2.153981575,NA,-2.059789973,NA,NA
a - dd,NA,NA,NA,NA,NA,NA
dd - a,NA,NA,NA,NA,NA,NA
a,10.465,10.74965462,NA,NA,NA,NA
dd,1.52,NA,NA,NA,NA,1.440617412
a / dd,NA,8.55034831,-13.78074126,NA,-4.262372151,NA
dd / a,NA,-0.011986939,NA,NA,NA,0.02980137
a * dd,NA,14.46852214,NA,NA,NA,58.20410598
a + dd,NA,10.65805239,NA,NA,NA,2.807573074
a - dd,NA,10.7009384,NA,1.100271471,NA,NA
dd - a,NA,-10.7009384,NA,-1.100271471,NA,NA
a,1.15,1.169088961,NA,NA,NA,NA
ad,852.02,NA,NA,NA,860.1099825,NA
a / ad,NA,0.002757405,NA,-0.030482255,-0.114571905,-0.030343596
ad / a,NA,-1.807258326,NA,NA,55.48932889,NA
a * ad,NA,599.7917923,NA,NA,13202.24529,NA
a + ad,NA,NA,NA,NA,861.2606573,NA
a - ad,NA,NA,NA,NA,-858.7786694,NA
ad - a,NA,NA,NA,NA,858.7786694,NA
a,1.243,1.096648097,NA,NA,NA,NA
ad,0.86,NA,NA,NA,0.740716855,NA
a / ad,NA,0.695717446,NA,NA,-2.787282662,NA
ad / a,NA,-0.018772906,NA,NA,0.072593638,NA
a * ad,NA,1.492264514,NA,NA,7.857993922,NA
a + ad,NA,1.058719759,NA,NA,0.966193906,NA
a - ad,NA,0.988047313,NA,NA,NA,NA
ad - a,NA,-0.988047313,NA,NA,NA,NA
a,0.12,0.124452801,NA,NA,NA,NA
aa,3.3,NA,NA,3.120644361,NA,NA
a / aa,NA,0.026168755,0.223748979,NA,NA,NA
aa / a,NA,-1.747154859,NA,5.50472531,1.944051781,NA
a * aa,NA,0.600490181,NA,2.143044825,-0.467997647,NA
a + aa,NA,0.041395216,NA,3.312780372,0.180870349,NA
a - aa,NA,0.165286299,NA,-3.206845185,NA,NA
aa - a,NA,-0.165286299,NA,3.206845185,NA,NA
a,0.125,0.150648405,NA,NA,NA,NA
dd,4.22,0.294394956,NA,NA,NA,2.974340321
a / dd,NA,0.007117931,0.009326309,NA,NA,NA
dd / a,NA,-1.109173561,-1.140274441,NA,NA,NA
a * dd,NA,2.764390536,NA,NA,NA,-6.155458998
a + dd,NA,0.521268924,NA,NA,NA,3.013295623
a - dd,NA,NA,NA,NA,NA,-2.955373538
dd - a,NA,NA,NA,NA,NA,2.955373538
a,0.097,0.096432132,NA,NA,NA,NA
aa,3.93,NA,NA,3.128717761,NA,NA
a / aa,NA,0.012386837,0.034203178,NA,0.017763286,NA
aa / a,NA,-10.77692318,NA,18.58483918,8.510848663,NA
a * aa,NA,0.744254305,NA,1.055429365,-0.584694953,NA
a + aa,NA,NA,NA,3.516395833,NA,NA
a - aa,NA,NA,NA,-3.265867386,NA,NA
aa - a,NA,NA,NA,3.265867386,NA,NA
a,0.225,0.226172694,NA,NA,NA,NA
aa,3.1,NA,NA,1.664670509,NA,NA
a / aa,NA,0.007670798,0.00053205,NA,NA,NA
aa / a,NA,236.9652978,NA,-920.8956831,-1814.069388,-811.6963456
a * aa,NA,6.536760989,NA,NA,NA,NA
a + aa,NA,NA,NA,NA,NA,NA
a - aa,NA,NA,NA,-1.630252277,NA,NA
aa - a,NA,NA,NA,1.630252277,NA,NA
a,0.276,0.283463482,NA,NA,NA,NA
ad,0.54,NA,NA,NA,0.649632223,NA
a / ad,NA,0.139663672,NA,NA,-0.097414262,NA
ad / a,NA,-1.148202784,NA,NA,NA,NA
a * ad,NA,0.582679575,NA,NA,0.438838245,NA
a + ad,NA,0.287835278,NA,NA,0.661566207,NA
a - ad,NA,0.279096013,NA,NA,-0.610121335,NA
ad - a,NA,-0.279096013,NA,NA,0.610121335,NA
a,24.33333,26.38999233,NA,NA,-6.762252741,NA
ad,7.2,NA,NA,NA,7.478558326,NA
a / ad,NA,2.257514143,NA,NA,-4.825634481,NA
ad / a,NA,-0.066160779,NA,0.01782167,0.129945451,NA
a * ad,NA,314.1873312,NA,NA,437.4564462,NA
a + ad,NA,26.57407258,NA,NA,NA,NA
a - ad,NA,26.5043314,NA,NA,-15.44613729,NA
ad - a,NA,-26.5043314,NA,NA,15.44613729,NA
a,38,36.9072565,NA,NA,NA,NA
ad,0.284,NA,NA,NA,0.292483091,NA
a / ad,NA,39.1112036,NA,NA,-64.64919819,NA
ad / a,NA,-0.001284003,NA,NA,0.001675728,NA
a * ad,NA,40.53190564,NA,NA,37.87872946,NA
a + ad,NA,36.94733039,NA,NA,NA,NA
a - ad,NA,36.87031392,NA,NA,NA,NA
ad - a,NA,-36.87031392,NA,NA,NA,NA
a,0.25375,0.251833908,NA,NA,NA,NA
ad,1.54,NA,NA,NA,1.474378233,NA
a / ad,NA,0.093271941,NA,NA,-0.112585486,NA
ad / a,NA,-3.531693219,NA,1.8924012,4.550238236,NA
a * ad,NA,0.738379596,NA,NA,0.65355263,NA
a + ad,NA,0.240310848,NA,NA,1.47967379,NA
a - ad,NA,0.28000151,NA,NA,-1.541647024,NA
ad - a,NA,-0.28000151,NA,NA,1.541647024,NA
a,33.665,33.69134433,NA,NA,NA,NA
aa,9.18,NA,NA,6.639972922,NA,NA
a / aa,NA,0.524439355,NA,NA,NA,NA
aa / a,NA,-0.180954066,NA,0.084250418,NA,NA
