"trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"Aa + Aa",NA,595.245651066213,NA,46.1812528602176,NA,NA
"Aa - Aa",NA,533.215531738465,NA,42.2688890602334,NA,NA
"Aa - Aa",NA,-533.215531738465,NA,-42.2688890602334,NA,NA
"Aa",311.5,312.774315266529,NA,24.6620239837054,NA,26.479322423335
"Aa",0.85,0.855849730538597,NA,NA,NA,NA
"Aa / Aa",NA,26.8363205231625,NA,NA,NA,NA
"Aa / Aa",NA,-0.0156921322371909,NA,NA,NA,NA
"Aa * Aa",NA,3648.94802650063,NA,NA,NA,NA
"Aa + Aa",NA,313.722890332096,NA,30.5469587178826,NA,32.6752177924962
"Aa - Aa",NA,311.681588966398,NA,NA,NA,NA
"Aa - Aa",NA,-311.681588966398,NA,NA,NA,NA
"Aa",1.19,1.22307740072433,NA,NA,NA,NA
"Aa",0.335,0.310484834983581,NA,NA,NA,NA
"Aa / Aa",NA,0.199080968357951,NA,NA,NA,NA
"Aa / Aa",NA,-0.0814544556757167,NA,NA,NA,NA
"Aa * Aa",NA,6.21231201990592,NA,NA,NA,NA
"Aa + Aa",NA,1.57869086051541,NA,NA,-0.408681070385072,-0.117781001122253
"Aa - Aa",NA,0.900283786809561,NA,NA,NA,NA
"Aa - Aa",NA,-0.900283786809561,NA,NA,NA,NA
"Aa",0.551,0.725039409339784,NA,NA,NA,NA
"Aa",0.8516866825,0.849888786926538,NA,NA,NA,NA
"Aa / Aa",NA,18.7047519647916,27.3353490681084,NA,NA,NA
"Aa / Aa",NA,0.0791553102895895,0.00702699084835778,NA,NA,NA
"Aa * Aa",NA,9.19098380215895,-0.737682790296393,NA,NA,NA
"Aa + Aa",NA,1.57561420051623,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,-0.225571364880505
"Aa - Aa",NA,NA,NA,NA,NA,0.225571364880505
"Aa",0.1005,0.117129553889894,NA,NA,NA,NA
"Aa",29.715,29.6138344103472,NA,NA,NA,-1.81404005067193
"Aa / Aa",NA,-0.0076551472734391,NA,NA,NA,NA
"Aa / Aa",NA,15.5440672141629,NA,NA,NA,NA
"Aa * Aa",NA,54.9352352530138,NA,3.88367032311062,NA,NA
"Aa + Aa",NA,29.7392539762936,NA,NA,NA,-1.79828204031775
"Aa - Aa",NA,-29.488411934702,NA,NA,NA,1.82974394134899
"Aa - Aa",NA,29.488411934702,NA,NA,NA,-1.82974394134899
"Aa",5.65,6.53918321383011,NA,NA,NA,NA
"Aa",0.825,0.823790643769257,NA,NA,NA,NA
"Aa / Aa",NA,136.416216475259,211.757415960559,NA,NA,NA
"Aa / Aa",NA,0.00998656371092802,NA,-0.000536784460514632,-0.000561992592457132,NA
"Aa * Aa",NA,69.0450317183886,-5.81295109297996,NA,NA,NA
"Aa + Aa",NA,7.36658542099203,NA,NA,NA,NA
"Aa - Aa",NA,5.71165545405466,NA,NA,NA,NA
"Aa - Aa",NA,-5.71165545405466,NA,NA,NA,NA
"Aa",6.52,6.4586607906194,NA,NA,NA,NA
"Aa",9.45,9.69892882903409,0.55506889335772,NA,NA,NA
"Aa / Aa",NA,-0.764043978341316,NA,NA,NA,-0.192823988606399
"Aa / Aa",NA,0.129211355481026,NA,NA,NA,0.0318188008137589
"Aa * Aa",NA,671.202772980612,NA,NA,NA,NA
"Aa + Aa",NA,16.2307757006244,NA,NA,NA,NA
"Aa - Aa",NA,-2.8404818445826,NA,NA,NA,NA
"Aa - Aa",NA,2.8404818445826,NA,NA,NA,NA
"Aa",0.0714999999999999,0.0564835540541227,NA,-0.088498448736924,NA,NA
"Aa",1.65,1.50026665885611,NA,NA,NA,NA
"Aa / Aa",NA,-0.0145624934100806,NA,-0.0172507856057417,NA,-0.016959117490685
"Aa / Aa",NA,0.60041206807253,NA,NA,NA,NA
"Aa * Aa",NA,3.53789937387342,NA,NA,NA,1.20484171462487
"Aa + Aa",NA,1.54897030698765,NA,NA,NA,NA
"Aa - Aa",NA,-1.45583979893094,NA,NA,NA,NA
"Aa - Aa",NA,1.45583979893094,NA,NA,NA,NA
"Aa",1.85,1.73429267265553,NA,NA,NA,NA
"Aa",1.7,1.68658030917466,NA,NA,NA,NA
"Aa / Aa",NA,-4.5787406164004,NA,NA,NA,NA
"Aa / Aa",NA,0.0688035979485194,NA,NA,NA,NA
"Aa * Aa",NA,40.9332891523235,NA,NA,NA,NA
"Aa + Aa",NA,3.38683474110747,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,-0.433427018323381,1.30121221531514,NA
"Aa - Aa",NA,NA,NA,0.433427018323381,-1.30121221531514,NA
"Aa",0.8778066665,0.875594747431323,NA,NA,NA,NA
"Aa",0.125,NA,NA,0.669249050451185,NA,NA
"Aa / Aa",NA,0.0712330009829775,NA,NA,NA,NA
"Aa / Aa",NA,11.5468359639477,NA,NA,NA,NA
"Aa * Aa",NA,10.8702520221107,NA,NA,NA,NA
"Aa + Aa",NA,0.95413938862711,NA,NA,NA,NA
"Aa - Aa",NA,0.798643332998659,NA,NA,NA,NA
"Aa - Aa",NA,-0.798643332998659,NA,NA,NA,NA
"Aa",0.819,0.925484251029909,NA,NA,NA,NA
"Aa",6015,6015.39599246633,NA,NA,NA,NA
"Aa / Aa",NA,-2.31609176610139e-05,NA,NA,NA,NA
"Aa / Aa",NA,471.640726601009,NA,NA,NA,NA
"Aa * Aa",NA,32561.607137547,NA,NA,NA,NA
"Aa + Aa",NA,6016.35488015907,NA,NA,NA,NA
"Aa - Aa",NA,-6014.43712634424,NA,NA,NA,NA
"Aa - Aa",NA,6014.43712634424,NA,NA,NA,NA
"Aa",16.465,15.0568235550769,NA,NA,NA,NA
"Aa",10.685,11.7762771435626,NA,NA,NA,NA
"Aa / Aa",NA,-0.128464762729817,NA,NA,NA,NA
"Aa / Aa",NA,0.0368603778242036,NA,NA,NA,NA
"Aa * Aa",NA,1415.78812675092,NA,NA,NA,NA
"Aa + Aa",NA,26.5194604076234,NA,NA,NA,NA
"Aa - Aa",NA,3.5562418912286,NA,NA,NA,NA
"Aa - Aa",NA,-3.5562418912286,NA,NA,NA,NA
"Aa",1.315,1.29685386075213,NA,NA,NA,NA
"Aa",2.435,2.70866724799266,NA,NA,-0.901322102848144,NA
"Aa / Aa",NA,0.0713893597221264,NA,NA,NA,NA
"Aa / Aa",NA,-7.04299635428616,NA,NA,NA,NA
"Aa * Aa",NA,22.9178235518164,NA,NA,NA,NA
"Aa + Aa",NA,4.04510778227727,NA,NA,-1.22060654342304,NA
"Aa - Aa",NA,-1.35485612263722,NA,NA,NA,NA
"Aa - Aa",NA,1.35485612263722,NA,NA,NA,NA
"Aa",2.45,2.06336879900139,NA,NA,NA,NA
"Aa",10.685,10.697445304431,NA,NA,NA,NA
"Aa / Aa",NA,-0.273491502256708,NA,0.224097896684431,NA,NA
"Aa / Aa",NA,0.184056941909047,NA,-0.104251093487432,NA,NA
"Aa * Aa",NA,592.482575080839,NA,225.425518911732,NA,227.942712398602
"Aa + Aa",NA,13.5942726145424,NA,NA,NA,NA
"Aa - Aa",NA,-8.25338880224831,NA,5.38354494523036,NA,NA
"Aa - Aa",NA,8.25338880224831,NA,-5.38354494523036,NA,NA
"Aa",27.75,27.6422900406175,NA,NA,NA,NA
"Aa",1.2557302385,1.25864910532994,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,0.0129277049232114,NA,-0.00329985412009164,-0.00195232561727887,NA
"Aa * Aa",NA,127.891668735791,NA,31.1690706193388,NA,NA
"Aa + Aa",NA,28.8961867276346,NA,NA,NA,NA
"Aa - Aa",NA,26.3829491367133,NA,NA,NA,NA
"Aa - Aa",NA,-26.3829491367133,NA,NA,NA,NA
"Aa",1.85,2.04472189823961,NA,NA,NA,NA
"Aa",32.5,33.412723045427,NA,NA,NA,NA
"Aa / Aa",NA,-0.0441770111088495,-0.0271482601586755,NA,0.0494471801446252,NA
"Aa / Aa",NA,0.782487523672047,NA,NA,NA,NA
"Aa * Aa",NA,1178.23070728944,NA,NA,200.68776362808,NA
"Aa + Aa",NA,35.6734625451707,NA,NA,NA,2.92827607270133
"Aa - Aa",NA,-30.8455072686422,NA,NA,NA,NA
"Aa - Aa",NA,30.8455072686422,NA,NA,NA,NA
"Aa",136.9,128.761081145643,NA,NA,NA,14.1306579920896
"Aa",0.64,0.658540455226592,NA,NA,NA,NA
"Aa / Aa",NA,16.7848408842588,NA,NA,NA,NA
"Aa / Aa",NA,-0.00136218763044464,NA,NA,NA,NA
"Aa * Aa",NA,677.903077612965,NA,NA,112.306139510707,NA
"Aa + Aa",NA,129.394927092572,NA,NA,NA,14.3782611061917
"Aa - Aa",NA,128.128689204965,NA,NA,NA,13.8634383484134
"Aa - Aa",NA,-128.128689204965,NA,NA,NA,-13.8634383484134
"Aa",0.2905,NA,NA,NA,1.29384561468499,NA
"Aa",12.465,11.8305974349515,NA,NA,NA,NA
"Aa / Aa",NA,-0.0384198846070779,NA,NA,NA,NA
"Aa / Aa",NA,0.564401661436898,NA,NA,NA,NA
"Aa * Aa",NA,269.903607534371,-91.7142530288891,NA,NA,NA
"Aa + Aa",NA,12.2490496975728,NA,NA,NA,NA
"Aa - Aa",NA,-11.6004620064244,NA,NA,NA,NA
"Aa - Aa",NA,11.6004620064244,NA,NA,NA,NA
"Aa",3.6875,3.63134873026704,NA,0.329443359754459,NA,NA
"Aa",59.15,58.4454160922523,NA,NA,NA,NA
"Aa / Aa",NA,0.0802798606620463,0.0989361849839344,NA,NA,NA
"Aa / Aa",NA,7.05777223749658,NA,NA,NA,NA
"Aa * Aa",NA,442.957888710272,NA,219.879920963033,NA,NA
"Aa + Aa",NA,62.1057828995913,NA,NA,NA,NA
"Aa - Aa",NA,-54.7512532605838,NA,NA,NA,NA
"Aa - Aa",NA,54.7512532605838,NA,NA,NA,NA
"Aa",7.05,7.81865076319841,NA,NA,NA,NA
"Aa",0.89285714,0.888058329455531,NA,NA,NA,NA
"Aa / Aa",NA,-0.95181071750071,NA,NA,NA,NA
"Aa / Aa",NA,0.00648439443240961,NA,NA,NA,NA
"Aa * Aa",NA,49.7986566812816,NA,NA,NA,NA
"Aa + Aa",NA,8.70676508706557,NA,NA,NA,NA
"Aa - Aa",NA,6.92874806662848,NA,NA,NA,NA
"Aa - Aa",NA,-6.92874806662848,NA,NA,NA,NA
"Aa",12.5,10.5911709738656,NA,2.48662789390664,NA,NA
"Aa",0.17,0.165789888567695,NA,NA,NA,NA
"Aa / Aa",NA,-52.329504307662,NA,25.4456040699495,NA,NA
"Aa / Aa",NA,0.000926315949434729,NA,-0.000327780059190647,NA,NA
"Aa * Aa",NA,26.7723063124075,NA,NA,NA,NA
"Aa + Aa",NA,10.7556238299979,NA,2.44836902539384,NA,NA
"Aa - Aa",NA,10.426716851008,NA,2.52451599342501,NA,NA
"Aa - Aa",NA,-10.426716851008,NA,-2.52451599342501,NA,NA
"Aa",29.8,29.9261446998805,NA,NA,NA,NA
"Aa",20.36,19.8303157451043,NA,NA,NA,NA
"Aa / Aa",NA,0.0656260294873008,NA,-0.0309681809241204,NA,NA
"Aa / Aa",NA,-0.0582252659833659,NA,0.0340630075645386,NA,NA
"Aa * Aa",NA,2793.3268402939,-583.507607369306,NA,NA,NA
"Aa + Aa",NA,49.8176803234776,NA,NA,NA,NA
"Aa - Aa",NA,10.1948868188057,NA,NA,NA,NA
"Aa - Aa",NA,-10.1948868188057,NA,NA,NA,NA
"Aa",4.95,5.12230488818007,NA,NA,NA,NA
"Aa",1.625,1.61280442073784,NA,NA,NA,NA
"Aa / Aa",NA,-1.19316776997866,-0.684762767542035,NA,NA,NA
"Aa / Aa",NA,0.0379624802871346,0.0248586151294074,NA,-0.0104365447578285,NA
"Aa * Aa",NA,49.9200752867934,NA,NA,NA,NA
"Aa + Aa",NA,6.76830881978299,NA,NA,NA,NA
"Aa - Aa",NA,3.47486932268355,NA,NA,NA,NA
"Aa - Aa",NA,-3.47486932268355,NA,NA,NA,NA
"Aa",1.65,1.42462541008505,NA,NA,NA,NA
"Aa",8.65,8.48311451532408,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,0.378129775158239,NA,NA,NA,NA
"Aa * Aa",NA,191.932843893601,NA,9.56285417687376,NA,6.87161494782772
"Aa + Aa",NA,9.87953889700469,NA,NA,NA,NA
"Aa - Aa",NA,-7.02580563767214,NA,NA,NA,NA
"Aa - Aa",NA,7.02580563767214,NA,NA,NA,NA
"Aa",2.6,2.60487510402688,NA,NA,NA,NA
"Aa",34.13,34.6932559903962,NA,NA,NA,-7.04868831812875
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,607.300200569222,NA,83.8606853247116,NA,NA
"Aa + Aa",NA,37.2970041610645,NA,NA,NA,-6.9233841396735
"Aa - Aa",NA,-32.0938879749165,NA,NA,NA,7.0694687985698
"Aa - Aa",NA,32.0938879749165,NA,NA,NA,-7.0694687985698
"Aa",76.5,76.7508167189862,NA,NA,NA,NA
"Aa",0.255568333494831,0.257991253257016,NA,-0.00417074990419757,NA,NA
"Aa / Aa",NA,22.5992654208051,NA,NA,NA,NA
"Aa / Aa",NA,-0.000295713866157465,NA,NA,NA,NA
"Aa * Aa",NA,15.724765658944,NA,19.701320364254,0.394664304046185,NA
"Aa + Aa",NA,77.0091065111949,NA,NA,NA,NA
"Aa - Aa",NA,76.4925246668105,NA,NA,NA,NA
"Aa - Aa",NA,-76.4925246668105,NA,NA,NA,NA
"Aa",0.036,NA,NA,NA,NA,NA
"Aa",1.545,1.24363111938885,NA,NA,NA,NA
"Aa / Aa",NA,-0.0430024825199166,NA,NA,NA,NA
"Aa / Aa",NA,0.621578676998692,NA,NA,NA,NA
"Aa * Aa",NA,2.68799163972334,NA,NA,NA,NA
"Aa + Aa",NA,1.2498027779738,NA,NA,NA,NA
"Aa - Aa",NA,-1.25568537796567,NA,NA,NA,NA
"Aa - Aa",NA,1.25568537796567,NA,NA,NA,NA
"Aa",0.0446238478374901,0.0446312581936007,0.000869424015070549,NA,NA,NA
"Aa",17.857145,17.663193303492,NA,NA,-1.7668829463255,0.545782196118308
"Aa / Aa",NA,0.000753778824964319,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,1.79240294899871,NA,0.680615254019194,NA,NA
"Aa + Aa",NA,17.70769675227,NA,NA,-1.7655139691677,0.547244697522297
"Aa - Aa",NA,-17.6186900405204,NA,NA,1.76825168317706,-0.544319691018063
"Aa - Aa",NA,17.6186900405204,NA,NA,-1.76825168317706,0.544319691018063
"Aa",76.5,77.7808816243002,NA,NA,NA,NA
"Aa",2.15,2.19649897586135,NA,0.0251542165081908,-0.0569651841716791,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,0.0129834172343785,NA,NA,NA,0.0226564638828495
"Aa * Aa",NA,220.521842889833,NA,171.325076547704,-3.79749544710488,NA
"Aa + Aa",NA,79.9786094849548,NA,NA,NA,NA
"Aa - Aa",NA,75.5845272489326,NA,NA,NA,NA
"Aa - Aa",NA,-75.5845272489326,NA,NA,NA,NA
"Aa",44.81,47.1567608792564,NA,NA,NA,NA
"Aa",35.515,34.6293256871888,NA,8.35016518833888,NA,8.42643950420729
"Aa / Aa",NA,0.0980591545352035,NA,NA,NA,NA
"Aa / Aa",NA,-0.198754974779902,NA,0.130116656680358,NA,0.101038224573451
"Aa * Aa",NA,13902.704530138,NA,NA,NA,NA
"Aa + Aa",NA,81.8034765459108,NA,NA,NA,NA
"Aa - Aa",NA,11.3181903177848,NA,NA,NA,NA
"Aa - Aa",NA,-11.3181903177848,NA,NA,NA,NA
"Aa",20.36,19.6647563203268,NA,NA,NA,NA
"Aa",26.5,26.2108690459205,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,2577.92866878725,NA,542.539582597724,NA,NA
"Aa + Aa",NA,45.8144140271627,NA,NA,NA,NA
"Aa - Aa",NA,-6.56439943223728,NA,NA,NA,NA
"Aa - Aa",NA,6.56439943223728,NA,NA,NA,NA
"Aa",4095.5,4152.88221603913,NA,NA,NA,NA
"Aa",4.585,4.7126876162025,NA,NA,NA,NA
"Aa / Aa",NA,-470.028730111009,NA,NA,NA,NA
"Aa / Aa",NA,0.000169465426498713,6.46484951884443e-05,NA,NA,NA
"Aa * Aa",NA,101472.70186081,NA,12090.1697334777,NA,NA
"Aa + Aa",NA,4157.61483591584,NA,NA,NA,NA
"Aa - Aa",NA,4148.14962555687,NA,NA,NA,NA
"Aa - Aa",NA,-4148.14962555687,NA,NA,NA,NA
"Aa",8.825,NA,NA,NA,NA,NA
"Aa",14.1,14.1392430129261,NA,NA,NA,NA
"Aa / Aa",NA,18.2472118863859,23.6097061095064,NA,NA,NA
"Aa / Aa",NA,0.0602565964179886,NA,NA,NA,0.000812319460737955
"Aa * Aa",NA,3330.37570174449,NA,NA,NA,NA
"Aa + Aa",NA,18.5318208209969,NA,NA,NA,NA
"Aa - Aa",NA,-8.90323612369344,NA,NA,NA,NA
"Aa - Aa",NA,8.90323612369344,NA,NA,NA,NA
"Aa",30.415,30.3120412473136,NA,NA,NA,NA
"Aa",166.9,175.531940182052,NA,NA,NA,50.2644429002809
"Aa / Aa",NA,0.0137184567419794,NA,NA,NA,NA
"Aa / Aa",NA,-8.55873307165663,NA,2.19227695921117,NA,NA
"Aa * Aa",NA,64456.1832851806,NA,NA,NA,NA
"Aa + Aa",NA,206.371705125707,NA,NA,NA,NA
"Aa - Aa",NA,-144.530310994916,NA,NA,NA,-63.5288369642336
"Aa - Aa",NA,144.530310994916,NA,NA,NA,63.5288369642336
"Aa",0.0425,0.0298524891138544,NA,NA,NA,NA
"Aa",9.95,10.4345234399259,NA,NA,NA,NA
"Aa / Aa",NA,-0.0127031518655557,-0.00539526489396074,NA,NA,NA
"Aa / Aa",NA,14.0357648923772,NA,NA,NA,NA
"Aa * Aa",NA,7.45123333871217,NA,NA,NA,NA
"Aa + Aa",NA,10.4630176264646,NA,NA,NA,NA
"Aa - Aa",NA,-10.405729896504,NA,NA,NA,NA
"Aa - Aa",NA,10.405729896504,NA,NA,NA,NA
"Aa",0.6855,0.431589140260799,NA,NA,NA,NA
"Aa",87.5,85.4901502660887,NA,NA,NA,NA
"Aa / Aa",NA,-0.0870972855466703,NA,NA,NA,NA
"Aa / Aa",NA,8.48274830583706,NA,NA,NA,NA
"Aa * Aa",NA,874.524477005789,NA,34.6710131909088,NA,NA
"Aa + Aa",NA,85.9505531939106,NA,NA,NA,NA
"Aa - Aa",NA,-85.0468536155485,NA,NA,NA,NA
"Aa - Aa",NA,85.0468536155485,NA,NA,NA,NA
"Aa",5.6,4.25427583105889,NA,NA,NA,NA
"Aa",0.365142715065176,0.365009106044235,NA,NA,NA,NA
"Aa / Aa",NA,-56.8878091050307,-29.8385003919273,NA,NA,NA
"Aa / Aa",NA,0.00556260442131402,NA,NA,NA,0.000801034355428212
"Aa * Aa",NA,23.5544708834185,NA,NA,NA,NA
"Aa + Aa",NA,4.62207509169223,NA,NA,NA,NA
"Aa - Aa",NA,3.8864781965157,NA,NA,NA,NA
"Aa - Aa",NA,-3.8864781965157,NA,NA,NA,NA
"Aa",213.005,220.514356875984,NA,NA,NA,NA
"Aa",6.01,5.72539735072542,NA,-0.187642543854916,NA,NA
"Aa / Aa",NA,4.80590024258356,NA,NA,NA,NA
"Aa / Aa",NA,-0.0113805529837056,NA,NA,NA,NA
"Aa * Aa",NA,6824.9844996556,-814.525637494652,NA,NA,NA
"Aa + Aa",NA,226.246660885647,NA,NA,NA,NA
"Aa - Aa",NA,214.77834912243,NA,NA,NA,NA
"Aa - Aa",NA,-214.77834912243,NA,NA,NA,NA
"Aa",3.08335,3.16939607408004,NA,NA,NA,NA
"Aa",0.092,0.0853705758616583,NA,NA,NA,NA
"Aa / Aa",NA,3.15533909838424,NA,-0.256250499211785,NA,NA
"Aa / Aa",NA,-0.0930791692888001,NA,NA,NA,NA
"Aa * Aa",NA,3.13910717419816,NA,0.26623013419063,NA,NA
"Aa + Aa",NA,3.25518285637132,NA,NA,NA,NA
"Aa - Aa",NA,3.09122220652434,NA,0.133877886834382,-0.178127351996125,NA
"Aa - Aa",NA,-3.09122220652434,NA,-0.133877886834382,0.178127351996125,NA
"Aa",133.875,164.515412281386,NA,NA,NA,NA
"Aa",0.3335,0.37643393446996,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,1181.1021345767,NA,NA,242.684717442687,77.490944650709
"Aa + Aa",NA,164.87160717044,NA,NA,NA,NA
"Aa - Aa",NA,164.158974347321,NA,NA,NA,NA
"Aa - Aa",NA,-164.158974347321,NA,NA,NA,NA
"Aa",1.885,0.749298253427221,NA,NA,NA,NA
"Aa",10.05,9.98624565912837,NA,NA,NA,NA
"Aa / Aa",NA,-0.157155036038886,NA,NA,NA,NA
"Aa / Aa",NA,0.201705152483087,NA,0.0631974427182576,NA,NA
"Aa * Aa",NA,512.51829320446,NA,NA,NA,NA
"Aa + Aa",NA,11.4490477926148,NA,NA,NA,NA
"Aa - Aa",NA,-8.83172956819284,NA,-2.63909768485936,NA,NA
"Aa - Aa",NA,8.83172956819284,NA,2.63909768485936,NA,NA
"Aa",16.465,15.3471752842244,NA,1.71220984584667,NA,NA
"Aa",0.0189999999999999,NA,NA,NA,NA,NA
"Aa / Aa",NA,7.50932999925502,NA,NA,NA,NA
"Aa / Aa",NA,-0.005482293762886,NA,NA,NA,NA
"Aa * Aa",NA,30.5253740202889,NA,NA,NA,NA
"Aa + Aa",NA,15.3698975760931,NA,1.68955463839791,NA,NA
"Aa - Aa",NA,15.3225757865611,NA,1.72303945770356,NA,NA
"Aa - Aa",NA,-15.3225757865611,NA,-1.72303945770356,NA,NA
"Aa",4.8,5.95240724721964,NA,NA,-6.00507129549444,-3.98836171225417
"Aa",5.46,5.88619844530385,NA,NA,NA,NA
"Aa / Aa",NA,-0.0894781656910604,NA,NA,-0.271010045029754,-0.11943119571463
"Aa / Aa",NA,0.0120336388338867,NA,NA,NA,NA
"Aa * Aa",NA,1253.63998856378,NA,NA,NA,NA
"Aa + Aa",NA,11.146584255196,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,-3.41155887997561
"Aa - Aa",NA,NA,NA,NA,NA,3.41155887997561
"Aa",1.72,1.74270897108814,NA,NA,NA,0.164441896455447
"Aa",0.285,0.28513596530943,NA,NA,NA,NA
"Aa / Aa",NA,0.629536748539588,NA,NA,NA,NA
"Aa / Aa",NA,-0.116111986482229,NA,NA,NA,NA
"Aa * Aa",NA,4.09233094697565,NA,NA,NA,NA
"Aa + Aa",NA,2.02614436238243,NA,NA,NA,0.151226843088128
"Aa - Aa",NA,1.45289041642795,NA,NA,NA,NA
"Aa - Aa",NA,-1.45289041642795,NA,NA,NA,NA
"Aa",2.07,2.24523154066568,NA,NA,-0.319738916205448,0.182775307564016
"Aa",18.6,19.2377343991314,NA,NA,NA,NA
"Aa / Aa",NA,-0.0304243385589418,NA,NA,NA,-0.0134104903188526
"Aa / Aa",NA,0.708224085010572,NA,NA,NA,0.280784228971943
"Aa * Aa",NA,361.490891378211,NA,NA,NA,NA
"Aa + Aa",NA,21.4503699481818,NA,NA,NA,NA
"Aa - Aa",NA,-17.0275897558109,NA,NA,NA,NA
"Aa - Aa",NA,17.0275897558109,NA,NA,NA,NA
"Aa",0.0154761904761905,0.0155103100678205,NA,NA,NA,NA
"Aa",14.085,14.5644235659963,NA,-0.939665621705151,NA,NA
"Aa / Aa",NA,0.000220389184157798,NA,-4.39763200675098e-05,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,1.13553838129385,NA,0.22408173547431,NA,NA
"Aa + Aa",NA,14.5799480198673,NA,-0.939683503581776,NA,NA
"Aa - Aa",NA,-14.5488991118536,NA,0.939647739728262,NA,NA
"Aa - Aa",NA,14.5488991118536,NA,-0.939647739728262,NA,NA
"Aa",14.1,14.1046159647313,NA,NA,NA,NA
"Aa",19.1666666635,19.5756868051538,NA,NA,NA,NA
"Aa / Aa",NA,0.343505404083082,NA,NA,0.240072177822749,0.160305180487257
"Aa / Aa",NA,1.01920991464747,1.69275066183404,NA,NA,NA
"Aa * Aa",NA,419.621484687386,NA,273.134331183254,NA,NA
"Aa + Aa",NA,33.7249886848061,NA,NA,NA,NA
"Aa - Aa",NA,-5.42223378882174,NA,NA,NA,NA
"Aa - Aa",NA,5.42223378882174,NA,NA,NA,NA
"Aa",495,508.45192993407,NA,NA,NA,NA
"Aa",18.55,19.3072983295031,NA,NA,NA,NA
"Aa / Aa",NA,2.14432910416393,NA,NA,NA,2.7432219315592
"Aa / Aa",NA,-0.00622974379819252,NA,NA,NA,-0.0044219291742331
"Aa * Aa",NA,62271.6220340473,NA,NA,NA,NA
"Aa + Aa",NA,528.617229124629,NA,NA,NA,NA
"Aa - Aa",NA,489.029042881664,NA,NA,NA,NA
"Aa - Aa",NA,-489.029042881664,NA,NA,NA,NA
"Aa",76.5,76.4666964677491,NA,NA,NA,NA
"Aa",23.4,27.2560376417815,NA,NA,NA,NA
"Aa / Aa",NA,0.516582050171029,NA,NA,NA,NA
"Aa / Aa",NA,2.15985971305631,3.91268700734131,NA,NA,NA
"Aa * Aa",NA,11677.4217182828,NA,1935.02372624779,NA,NA
"Aa + Aa",NA,103.885496327056,NA,NA,NA,NA
"Aa - Aa",NA,49.2509861967578,NA,NA,NA,NA
