"","trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"13893","Aa * Ad",3184.5,NA,54996.9462108751,NA,NA,NA
"13894","Aa + Ad",112.9,26.0382171896667,NA,NA,NA,NA
"13895","Aa - Ad",-2.9,NA,NA,NA,NA,NA
"13896","Ad - Aa",2.9,NA,NA,NA,NA,NA
"13897","Aa",6.2,5.07932436725628,NA,NA,NA,NA
"13898","Ad",17.3,NA,17.2003405874884,NA,NA,NA
"13899","Aa / Ad",0.358381502890173,NA,NA,7.72468278840577,NA,NA
"13900","Ad / Aa",2.79032258064516,NA,0.280339054682376,NA,NA,NA
"13901","Aa * Ad",107.26,NA,1015.35848136563,NA,NA,NA
"13902","Aa + Ad",23.5,NA,NA,NA,NA,NA
"13903","Aa - Ad",-11.1,NA,-11.0501752932686,NA,NA,NA
"13904","Ad - Aa",11.1,NA,11.0501752932686,NA,NA,NA
"13905","Aa",42,41.0756587988719,NA,NA,NA,NA
"13906","Ad",118.3,NA,119.375169234593,NA,NA,NA
"13907","Aa / Ad",0.355029585798817,NA,NA,1.79657298727832,NA,NA
"13908","Ad / Aa",2.81666666666667,-0.0597243425422783,0.722206772841756,NA,NA,NA
"13909","Aa * Ad",4968.6,1549.5450834766,16354.800296538,NA,4386.19730706976,NA
"13910","Aa + Ad",160.3,41.4159669564873,122.741609229496,NA,NA,NA
"13911","Aa - Ad",-76.3,41.0271742334079,-116.157410924385,NA,NA,NA
"13912","Ad - Aa",76.3,-41.0271742334079,116.157410924385,NA,NA,NA
"13913","Aa",1.65,1.61729268721956,NA,NA,NA,NA
"13914","Ad",2.67,NA,2.6788941793634,NA,NA,NA
"13915","Aa / Ad",0.617977528089888,0.179311495307889,-0.423177389239617,NA,NA,NA
"13916","Ad / Aa",1.61818181818182,-0.0635222675419543,0.124331576344019,NA,NA,NA
"13917","Aa * Ad",4.4055,13.8419157227552,NA,-38.6951565641683,NA,NA
"13918","Aa + Ad",4.32,1.39521678535003,NA,-1.91811343153619,NA,NA
"13919","Aa - Ad",-1.02,1.74137170797301,NA,NA,NA,-2.21152718862515
"13920","Ad - Aa",1.02,-1.74137170797301,NA,NA,NA,2.21152718862515
"13921","Aa",15.63,14.8884046666111,NA,NA,NA,NA
"13922","Ad",100.81,13.4006034859652,104.884571917782,NA,15.3775074487045,NA
"13923","Aa / Ad",0.155044142446186,0.0271316251690055,-0.00885322765485962,NA,NA,NA
"13924","Ad / Aa",6.44977607165707,-4.69000275569091,NA,NA,NA,NA
"13925","Aa * Ad",1575.6603,8378.8449942261,NA,NA,NA,NA
"13926","Aa + Ad",116.44,31.2075951678847,104.843009800209,NA,NA,NA
"13927","Aa - Ad",-85.18,NA,-104.19261875239,NA,NA,NA
"13928","Ad - Aa",85.18,NA,104.19261875239,NA,NA,NA
"13929","Aa",0.575,0.558993298735736,NA,NA,NA,NA
"13930","Ad",175,-0.640330418670672,175.606804673695,NA,NA,NA
"13931","Aa / Ad",0.00328571428571429,NA,NA,0.0308644582444989,NA,NA
"13932","Ad / Aa",304.347826086957,-2.44899831988615,42.6579262170102,NA,NA,NA
"13933","Aa * Ad",100.625,46.6675799651502,720.751873505529,NA,NA,NA
"13934","Aa + Ad",175.575,NA,175.432525220239,NA,NA,NA
"13935","Aa - Ad",-174.425,1.38561702495365,-175.760472905114,NA,NA,NA
"13936","Ad - Aa",174.425,-1.38561702495365,175.760472905114,NA,NA,NA
"13937","Aa",70.185,73.219271290141,NA,NA,NA,NA
"13938","Ad",1181.8,-16.5837299929288,1159.42400573991,NA,NA,NA
"13939","Aa / Ad",0.0593882213572517,0.0561955765450145,NA,0.108480617494174,NA,NA
"13940","Ad / Aa",16.8383557740258,-1.15212284130739,3.24749912308489,NA,NA,NA
"13941","Aa * Ad",82944.633,46928.0217289546,253002.497490119,NA,NA,NA
"13942","Aa + Ad",1251.985,54.5975331127879,1170.6899976376,NA,NA,NA
"13943","Aa - Ad",-1111.615,91.1060885077084,-1147.548632981,NA,NA,NA
"13944","Ad - Aa",1111.615,-91.1060885077084,1147.548632981,NA,NA,NA
"13945","Aa",0.015,0.0106298173943231,NA,NA,NA,NA
"13946","Ad",0.030952380952381,NA,0.0309677303446863,NA,NA,NA
"13947","Aa / Ad",0.484615384615384,NA,NA,245.231871841982,NA,167.592802751817
"13948","Ad / Aa",2.06349206349207,NA,0.0624033467870784,NA,NA,NA
"13949","Aa * Ad",0.000464285714285715,NA,0.015594165247298,NA,0.000557633083095631,NA
"13950","Aa + Ad",0.045952380952381,NA,0.0255906883600798,NA,NA,NA
"13951","Aa - Ad",-0.015952380952381,0.0101025019582374,NA,NA,NA,NA
"13952","Ad - Aa",0.015952380952381,-0.0101025019582374,NA,NA,NA,NA
"13953","Aa",0.5028571435,0.542898951277617,NA,NA,-0.208316343511565,NA
"13954","Ad",0.67,NA,0.79374467645541,NA,NA,NA
"13955","Aa / Ad",0.75053305,0.122335787290253,NA,0.098583459844565,NA,NA
"13956","Ad / Aa",1.33238636193303,-0.233444395118777,NA,NA,NA,NA
"13957","Aa * Ad",0.336914286145,2.11744326752057,2.33207678322816,NA,NA,NA
"13958","Aa + Ad",1.1728571435,0.575201006725422,0.793585339810629,NA,NA,NA
"13959","Aa - Ad",-0.1671428565,0.458673056618781,-0.608209099920103,NA,NA,NA
"13960","Ad - Aa",0.1671428565,-0.458673056618781,0.608209099920103,NA,NA,NA
"13961","Aa",9.05,9.04768894463655,NA,NA,NA,NA
"13962","Ad",17.3,-0.0396238872807208,17.4394729023222,NA,NA,NA
"13963","Aa / Ad",0.523121387283237,NA,NA,12.3324805108532,NA,NA
"13964","Ad / Aa",1.91160220994475,-0.0069183043563832,0.182326111935524,NA,NA,NA
"13965","Aa * Ad",156.565,47.410355776084,1674.31224675331,NA,NA,NA
"13966","Aa + Ad",26.35,8.31527307385814,NA,NA,NA,NA
"13967","Aa - Ad",-8.25,7.84800215631799,-10.8993080127421,NA,NA,NA
"13968","Ad - Aa",8.25,-7.84800215631799,10.8993080127421,NA,NA,NA
"13969","Aa",22.32,22.2594452113154,NA,NA,NA,NA
"13970","Ad",2.17,NA,NA,NA,NA,NA
"13971","Aa / Ad",10.2857142857143,0.724250598262411,NA,NA,NA,NA
"13972","Ad / Aa",0.0972222222222222,-0.027659466817663,NA,NA,NA,NA
"13973","Aa * Ad",48.4344,710.237694783277,NA,-112.494820002014,NA,NA
"13974","Aa + Ad",24.49,21.8508490706289,NA,NA,NA,NA
"13975","Aa - Ad",20.15,22.6563417580147,NA,NA,NA,NA
"13976","Ad - Aa",-20.15,-22.6563417580147,NA,NA,NA,NA
"13977","Aa",0.54,0.526335622877007,NA,NA,NA,NA
"13978","Ad",1.52,NA,NA,NA,NA,NA
"13979","Aa / Ad",0.355263157894737,0.0177370136488158,NA,NA,NA,NA
"13980","Ad / Aa",2.81481481481481,-2.00861306422394,NA,NA,NA,NA
"13981","Aa * Ad",0.8208,14.1461554322577,NA,NA,12.4727696629283,NA
"13982","Aa + Ad",2.06,NA,NA,0.996076272250007,2.35691201383054,1.21154151656836
"13983","Aa - Ad",-0.98,0.58645070675169,NA,NA,NA,NA
"13984","Ad - Aa",0.98,-0.58645070675169,NA,NA,NA,NA
"13985","Aa",32.60173,32.0324875802073,NA,NA,NA,NA
"13986","Ad",0.23,NA,0.178265011611126,NA,NA,NA
"13987","Aa / Ad",141.746652173913,17.1230143853211,NA,NA,NA,NA
"13988","Ad / Aa",0.00705484034129477,-0.0659877597464107,NA,0.0305212527736864,NA,NA
"13989","Aa * Ad",7.4983979,59.9410507125193,8.61555175950066,NA,NA,NA
"13990","Aa + Ad",32.83173,32.0390639111095,NA,NA,NA,NA
"13991","Aa - Ad",32.37173,32.0280349395146,NA,NA,NA,NA
"13992","Ad - Aa",-32.37173,-32.0280349395146,NA,NA,NA,NA
"13993","Aa",1.12,1.37256815142466,NA,-0.687456618189303,NA,NA
"13994","Ad",5.94000000000001,NA,4.29968865927993,NA,-5.86849424717678,NA
"13995","Aa / Ad",0.188552188552188,0.0131736307951865,NA,NA,NA,NA
"13996","Ad / Aa",5.30357142857144,-0.172823271124153,NA,NA,NA,NA
"13997","Aa * Ad",6.65280000000001,NA,NA,-136.569100617107,NA,NA
"13998","Aa + Ad",7.06000000000001,NA,4.75503968779406,NA,NA,NA
"13999","Aa - Ad",-4.82000000000001,NA,NA,NA,7.89733685657608,-3.46995305289708
"14000","Ad - Aa",4.82000000000001,NA,NA,NA,-7.89733685657608,3.46995305289708
"14001","Aa",8.65,8.60422443265863,NA,NA,NA,NA
"14002","Ad",95.33,NA,98.4825921755241,NA,NA,NA
"14003","Aa / Ad",0.0907374383719711,0.0580245731171366,NA,NA,NA,NA
"14004","Ad / Aa",11.0208092485549,NA,NA,NA,NA,NA
"14005","Aa * Ad",824.6045,1182.25490101343,NA,NA,NA,NA
"14006","Aa + Ad",103.98,10.5216173329314,99.0997393701281,NA,NA,NA
"14007","Aa - Ad",-86.68,6.13573709614621,-99.2933332466384,NA,NA,NA
"14008","Ad - Aa",86.68,-6.13573709614621,99.2933332466384,NA,NA,NA
"14009","Aa",215,233.26265263176,NA,NA,NA,NA
"14010","Ad",1181.8,NA,1167.94440510804,NA,NA,NA
"14011","Aa / Ad",0.181925875782704,NA,NA,1.27298833192898,NA,NA
"14012","Ad / Aa",5.49674418604651,-0.0570148354799017,0.618971892839782,NA,NA,NA
"14013","Aa * Ad",254087,118845.820196111,2067820.29000901,NA,NA,NA
"14014","Aa + Ad",1396.8,230.611668319785,1124.35894941168,NA,NA,NA
"14015","Aa - Ad",-966.8,233.905620288183,-1205.91170941176,NA,NA,NA
"14016","Ad - Aa",966.8,-233.905620288183,1205.91170941176,NA,NA,NA
"14017","Aa",72.34,71.9003149019571,NA,NA,NA,-1.92857387776778
"14018","Ad",1.9,NA,NA,NA,-1.37861725464046,1.8362891394083
"14019","Aa / Ad",38.0736842105263,3.58807128523064,NA,NA,NA,-0.83632774710549
"14020","Ad / Aa",0.0262648603815317,-0.0562565735646092,NA,NA,NA,NA
"14021","Aa * Ad",137.446,1461.93883000712,NA,NA,NA,NA
"14022","Aa + Ad",74.24,71.7583023442486,NA,NA,NA,NA
"14023","Aa - Ad",70.44,71.9966798987662,NA,NA,NA,-5.00810299078838
"14024","Ad - Aa",-70.44,-71.9966798987662,NA,NA,NA,5.00810299078838
"14025","Aa",1.15,1.09977977494232,NA,NA,NA,NA
"14026","Ad",23.2,NA,15.8767084072401,-5.32712214648291,NA,NA
"14027","Aa / Ad",0.0495689655172414,NA,-0.15977059617829,NA,NA,NA
"14028","Ad / Aa",20.1739130434783,NA,0.503505545251593,NA,NA,NA
"14029","Aa * Ad",26.68,NA,1012.72722573007,NA,NA,NA
"14030","Aa + Ad",24.35,NA,22.9334961518589,NA,NA,NA
"14031","Aa - Ad",-22.05,NA,-22.6876253694534,NA,NA,NA
"14032","Ad - Aa",22.05,NA,22.6876253694534,NA,NA,NA
"14033","Aa",0.16,0.17692215044188,NA,NA,0.0170235802214724,0.0842944249260174
"14034","Ad",2.42,NA,1.61965637974475,NA,NA,0.515266983819967
"14035","Aa / Ad",0.0661157024793388,0.0338102589519008,-0.083314246692928,NA,NA,NA
"14036","Ad / Aa",15.125,-0.456199633017526,1.48268577316552,NA,NA,NA
"14037","Aa * Ad",0.3872,0.559830787013129,2.70905321284895,NA,NA,NA
"14038","Aa + Ad",2.58,NA,2.32634110590584,NA,NA,NA
"14039","Aa - Ad",-2.26,0.130335563174253,-1.79549091059479,NA,NA,NA
"14040","Ad - Aa",2.26,-0.130335563174253,1.79549091059479,NA,NA,NA
"14041","Aa",0.77,0.81611921135506,NA,-0.0749234713506954,NA,NA
"14042","Ad",2.28,NA,2.415687189722,NA,NA,NA
"14043","Aa / Ad",0.337719298245614,0.1440649774356,-0.136612959125762,NA,NA,NA
"14044","Ad / Aa",2.96103896103896,-0.793926706833756,NA,NA,NA,0.64018283992686
"14045","Aa * Ad",1.7556,4.64447669452985,6.39750713640976,NA,NA,NA
"14046","Aa + Ad",3.05,0.872948814434265,2.48310233969985,NA,NA,NA
"14047","Aa - Ad",-1.51,0.759799665390809,-2.33909332915224,NA,NA,NA
"14048","Ad - Aa",1.51,-0.759799665390809,2.33909332915224,NA,NA,NA
"14049","Aa",0.67,NA,NA,NA,NA,NA
"14050","Ad",1.65,NA,1.40718662816378,NA,NA,NA
"14051","Aa / Ad",0.406060606060606,NA,NA,11.1261267957981,NA,NA
"14052","Ad / Aa",2.46268656716418,NA,0.0720559376185146,NA,NA,NA
"14053","Aa * Ad",1.1055,NA,36.0885372503229,NA,NA,NA
"14054","Aa + Ad",2.32,NA,NA,NA,NA,NA
"14055","Aa - Ad",-0.98,NA,NA,1.04630897235628,NA,NA
"14056","Ad - Aa",0.98,NA,NA,-1.04630897235628,NA,NA
"14057","Aa",0.133,0.0975367827489996,NA,NA,NA,NA
"14058","Ad",2.3,NA,NA,-2.2280640210626,NA,NA
"14059","Aa / Ad",0.0578260869565217,0.00154847487279338,NA,NA,NA,NA
"14060","Ad / Aa",17.2932330827068,-3.57746504192153,NA,-0.784495761881449,6.86101430019988,NA
"14061","Aa * Ad",0.3059,3.9441749602056,NA,-4.30448798258014,NA,NA
"14062","Aa + Ad",2.433,NA,NA,-2.32469422698154,NA,NA
"14063","Aa - Ad",-2.167,NA,NA,2.2525846193677,NA,NA
"14064","Ad - Aa",2.167,NA,NA,-2.2525846193677,NA,NA
"14065","Aa",3.605,3.17919205273124,NA,NA,NA,NA
"14066","Ad",2.12,NA,2.1456319001573,NA,NA,NA
"14067","Aa / Ad",1.70047169811321,NA,-1.54747707258869,NA,NA,NA
"14068","Ad / Aa",0.588072122052705,-0.0117020670467576,0.0631179889097277,NA,NA,NA
"14069","Aa * Ad",7.6426,16.4102942577953,75.2909294852,NA,NA,NA
"14070","Aa + Ad",5.725,3.42246455771132,NA,-1.6985459167565,-2.21709615891678,NA
"14071","Aa - Ad",1.485,2.98185824258088,NA,NA,NA,NA
"14072","Ad - Aa",-1.485,-2.98185824258088,NA,NA,NA,NA
"14073","Aa",2.075,2.08101674215352,NA,NA,NA,NA
"14074","Ad",0.950000000000001,NA,0.811225057090849,NA,NA,NA
"14075","Aa / Ad",2.18421052631579,0.432203534857582,-0.82131733166913,NA,NA,NA
"14076","Ad / Aa",0.457831325301205,-0.0184010991145794,0.0370181237787119,NA,NA,NA
"14077","Aa * Ad",1.97125,8.2990136319463,12.0608176910094,NA,NA,NA
"14078","Aa + Ad",3.025,2.0868784328737,NA,NA,NA,NA
"14079","Aa - Ad",1.125,2.09858523996511,NA,0.591981020855771,-0.821994960018654,NA
"14080","Ad - Aa",-1.125,-2.09858523996511,NA,-0.591981020855771,0.821994960018654,NA
"14081","Aa",0.581,0.37236398026741,NA,NA,NA,NA
"14082","Ad",0.073,NA,0.0529163755448682,NA,NA,NA
"14083","Aa / Ad",7.95890410958904,0.820180283289783,-0.998460144446682,NA,NA,NA
"14084","Ad / Aa",0.125645438898451,NA,NA,NA,NA,NA
"14085","Aa * Ad",0.042413,0.0757735912758469,NA,-0.664648583780511,NA,NA
"14086","Aa + Ad",0.654,0.359046923079825,NA,NA,NA,NA
"14087","Aa - Ad",0.508,0.380041700207572,NA,NA,NA,NA
"14088","Ad - Aa",-0.508,-0.380041700207572,NA,NA,NA,NA
"14089","Aa",10.4,10.6541953719682,NA,NA,NA,NA
"14090","Ad",0.19,NA,0.191738782168221,NA,NA,NA
"14091","Aa / Ad",54.7368421052632,NA,NA,NA,NA,NA
"14092","Ad / Aa",0.0182692307692308,-0.00180280084799576,0.00422808395820692,NA,NA,NA
"14093","Aa * Ad",1.976,2.37534046604114,7.26803160869555,NA,NA,NA
"14094","Aa + Ad",10.59,10.6702202926349,NA,NA,-2.64635197818086,NA
"14095","Aa - Ad",10.21,10.6237779370723,NA,NA,NA,NA
"14096","Ad - Aa",-10.21,-10.6237779370723,NA,NA,NA,NA
"14097","Aa",0.666667,0.754225454591136,NA,NA,NA,NA
"14098","Ad",13.57,NA,12.3479148670091,NA,NA,NA
"14099","Aa / Ad",0.0491280029476787,0.0185999488833252,-0.0293228258804515,NA,NA,NA
"14100","Ad / Aa",20.3549898225051,-1.34976092144248,2.44622480594623,NA,NA,NA
"14101","Aa * Ad",9.04667119,29.4582980505171,56.1134021159801,NA,NA,NA
"14102","Aa + Ad",14.236667,NA,9.88786262366361,NA,NA,NA
"14103","Aa - Ad",-12.903333,NA,-13.2601923317328,NA,NA,NA
"14104","Ad - Aa",12.903333,NA,13.2601923317328,NA,NA,NA
"14105","Aa",4.5,4.10752890171395,NA,NA,NA,NA
"14106","Ad",24.7,NA,24.2973633548569,NA,NA,NA
"14107","Aa / Ad",0.182186234817814,0.0835626870124031,-0.20486633220854,NA,NA,NA
"14108","Ad / Aa",5.48888888888889,-0.213095333028728,0.76574423229767,NA,NA,NA
"14109","Aa * Ad",111.15,197.959477662573,576.822546559544,NA,NA,NA
"14110","Aa + Ad",29.2,4.1662451990522,24.886799904643,NA,NA,NA
"14111","Aa - Ad",-20.2,3.65867954042779,-25.6582576955291,NA,4.22719712877551,NA
"14112","Ad - Aa",20.2,-3.65867954042779,25.6582576955291,NA,-4.22719712877551,NA
"14113","Aa",2.435,2.58169564283006,NA,NA,NA,NA
"14114","Ad",152.9,NA,139.3048611967,NA,NA,NA
"14115","Aa / Ad",0.0159254414650098,NA,NA,0.434713645451318,NA,NA
"14116","Ad / Aa",62.7926078028747,NA,6.48413064773908,NA,NA,NA
"14117","Aa * Ad",372.3115,NA,3207.59525249355,NA,NA,NA
"14118","Aa + Ad",155.335,2.22092527325369,153.605662701494,NA,NA,NA
"14119","Aa - Ad",-150.465,2.73617944978111,-152.606001299212,NA,NA,NA
"14120","Ad - Aa",150.465,-2.73617944978111,152.606001299212,NA,NA,NA
"14121","Aa",0.7916666665,0.787482488928786,NA,NA,NA,0.0468636177174139
"14122","Ad",5.2,NA,3.78003564306795,NA,NA,1.87721816322376
"14123","Aa / Ad",0.152243589711538,0.0946118040944898,-0.154988499284992,NA,NA,NA
"14124","Ad / Aa",6.56842105401441,-0.747555371640434,1.08023135177794,NA,NA,NA
"14125","Aa * Ad",4.1166666658,5.63536383141089,NA,NA,NA,NA
"14126","Aa + Ad",5.9916666665,NA,4.53423114813745,NA,NA,NA
"14127","Aa - Ad",-4.4083333335,0.496130128973846,-4.9850855495408,NA,NA,NA
"14128","Ad - Aa",4.4083333335,-0.496130128973846,4.9850855495408,NA,NA,NA
"14129","Aa",17.305,16.8212443186773,NA,NA,NA,NA
"14130","Ad",8.7,NA,8.4362633493409,NA,NA,NA
"14131","Aa / Ad",1.98908045977012,1.13454569570132,NA,NA,NA,NA
"14132","Ad / Aa",0.502744871424444,-0.559204267027687,NA,NA,NA,NA
"14133","Aa * Ad",150.5535,223.310383180082,139.502706108599,NA,NA,NA
"14134","Aa + Ad",26.005,16.8747680407166,9.08497138398876,NA,NA,NA
"14135","Aa - Ad",8.605,16.7932957940032,-8.08859797708854,NA,NA,NA
"14136","Ad - Aa",-8.605,-16.7932957940032,8.08859797708854,NA,NA,NA
"14137","Aa",76.5,78.2387539100181,NA,NA,NA,NA
"14138","Ad",0.033,NA,0.0180673821540903,NA,NA,NA
"14139","Aa / Ad",2318.18181818182,381.706354894528,NA,NA,NA,NA
"14140","Ad / Aa",0.000431372549019608,0.00293304590468875,NA,NA,NA,0.00550740668159482
"14141","Aa * Ad",2.5245,16.0079421650853,NA,NA,NA,NA
"14142","Aa + Ad",76.533,78.241264656758,NA,NA,NA,NA
"14143","Aa - Ad",76.467,78.236403054036,NA,NA,NA,NA
"14144","Ad - Aa",-76.467,-78.236403054036,NA,NA,NA,NA
"14145","Aa",0.54,0.520090064866309,NA,NA,NA,NA
"14146","Ad",49.8,NA,44.9919889113741,NA,NA,NA
"14147","Aa / Ad",0.0108433734939759,0.00278254944579618,-0.00447286271112624,NA,NA,NA
"14148","Ad / Aa",92.2222222222222,-10.1791796257281,NA,NA,NA,16.4637879743468
"14149","Aa * Ad",26.892,96.2270980062117,120.497237580807,NA,NA,NA
"14150","Aa + Ad",50.34,NA,44.5208541336667,NA,NA,NA
"14151","Aa - Ad",-49.26,NA,-45.6423447240662,NA,NA,NA
"14152","Ad - Aa",49.26,NA,45.6423447240662,NA,NA,NA
"14153","Aa",1.65,1.6233975662648,0.768552704185438,NA,NA,NA
"14154","Ad",13.1,NA,12.936327829073,NA,NA,NA
"14155","Aa / Ad",0.125954198473282,0.0383410560192845,-0.118207656515536,NA,NA,NA
"14156","Ad / Aa",7.93939393939394,-0.175944102617167,0.637058293910608,NA,NA,NA
"14157","Aa * Ad",21.615,65.9202868725582,264.987852356031,NA,NA,NA
"14158","Aa + Ad",14.75,1.56500371704947,13.8264399516506,NA,NA,NA
"14159","Aa - Ad",-11.45,NA,-12.8315095461965,NA,NA,NA
"14160","Ad - Aa",11.45,NA,12.8315095461965,NA,NA,NA
"14161","Aa",2.435,NA,NA,NA,NA,NA
"14162","Ad",90.3,NA,93.8162571533107,NA,NA,NA
"14163","Aa / Ad",0.0269656699889258,NA,-0.102375833273091,NA,NA,NA
"14164","Ad / Aa",37.0841889117043,NA,1.67215999139266,NA,NA,NA
"14165","Aa * Ad",219.8805,NA,2384.63568735262,NA,NA,NA
"14166","Aa + Ad",92.735,NA,91.7917572820836,NA,15.7272245477128,NA
"14167","Aa - Ad",-87.865,NA,-78.752340882581,NA,NA,NA
"14168","Ad - Aa",87.865,NA,78.752340882581,NA,NA,NA
"14169","Aa",6207.5,6234.80564219646,NA,NA,NA,NA
"14170","Ad",4.5,-0.859168253723279,5.98413894438726,NA,NA,NA
"14171","Aa / Ad",1379.44444444444,158.89511397636,NA,45.2264331453375,NA,NA
"14172","Ad / Aa",0.000724929520741039,-0.00178938698683416,NA,0.000349645723118142,NA,NA
"14173","Aa * Ad",27933.75,246351.27198872,NA,NA,60461.3011127339,95788.3490197377
"14174","Aa + Ad",6212,6234.64631259058,NA,NA,NA,NA
"14175","Aa - Ad",6203,6234.96380324437,NA,NA,NA,NA
"14176","Ad - Aa",-6203,-6234.96380324437,NA,NA,NA,NA
"14177","Aa",14.1,14.2926310083341,NA,NA,NA,NA
"14178","Ad",28.2,NA,27.9935411516125,NA,NA,NA
"14179","Aa / Ad",0.5,0.75109533467009,NA,NA,NA,NA
"14180","Ad / Aa",2,0.67188565661623,NA,NA,NA,NA
"14181","Aa * Ad",397.62,106.457306058557,195.174149412136,NA,375.521125062048,NA
"14182","Aa + Ad",42.3,14.4608829364262,28.1430490928757,NA,NA,NA
"14183","Aa - Ad",-14.1,14.0894592011629,-27.7655146852489,NA,NA,NA
"14184","Ad - Aa",14.1,-14.0894592011629,27.7655146852489,NA,NA,NA
"14185","Aa",38.315,36.6678537843086,NA,NA,NA,NA
"14186","Ad",25.5,NA,NA,-23.7305375290674,NA,NA
"14187","Aa / Ad",1.50254901960784,0.19182527209747,NA,0.0591976000960133,NA,NA
"14188","Ad / Aa",0.665535690982644,-0.359633113341729,NA,-0.0626402304539546,NA,NA
"14189","Aa * Ad",977.0325,7030.1298517948,2575.93283450825,NA,NA,NA
"14190","Aa + Ad",63.815,35.3499076560843,NA,-15.4539963901244,NA,NA
"14191","Aa - Ad",12.815,38.0615331132376,NA,22.9387795958723,NA,NA
"14192","Ad - Aa",-12.815,-38.0615331132376,NA,-22.9387795958723,NA,NA
"14193","Aa",8.205,5.9810850815277,NA,NA,NA,NA
"14194","Ad",17.1,NA,17.4446629823337,NA,NA,NA
"14195","Aa / Ad",0.479824561403509,NA,NA,0.295552497995898,NA,NA
"14196","Ad / Aa",2.08409506398537,NA,0.169896399576704,NA,NA,NA
"14197","Aa * Ad",140.3055,NA,1012.12545188759,NA,NA,NA
"14198","Aa + Ad",25.305,4.12789779021729,12.6565747639709,NA,NA,NA
"14199","Aa - Ad",-8.895,5.50535130903398,-16.5787175324674,NA,NA,NA
"14200","Ad - Aa",8.895,-5.50535130903398,16.5787175324674,NA,NA,NA
"14201","Aa",2.48,1.00507707671127,NA,NA,NA,NA
"14202","Ad",6.3,NA,6.10163939840333,NA,NA,NA
"14203","Aa / Ad",0.393650793650794,NA,NA,NA,NA,NA
"14204","Ad / Aa",2.54032258064516,NA,NA,NA,NA,NA
"14205","Aa * Ad",15.624,43.2257530306038,NA,-162.387821848046,NA,NA
"14206","Aa + Ad",8.78,NA,NA,NA,NA,NA
"14207","Aa - Ad",-3.82,NA,NA,NA,NA,NA
"14208","Ad - Aa",3.82,NA,NA,NA,NA,NA
"14209","Aa",0.01015625,0.0113559978018426,-0.00314667201754832,NA,0.00602882780012854,NA
"14210","Ad",12.37,NA,6.46481190478235,NA,NA,NA
"14211","Aa / Ad",0.000821038803556993,0.000200920454495237,-0.000201771503988264,NA,NA,NA
"14212","Ad / Aa",1217.96923076923,-161.128474799348,170.0140636627,NA,NA,NA
"14213","Aa * Ad",0.1256328125,0.59457320750062,0.583439043457669,NA,1.31068533773747,NA
"14214","Aa + Ad",12.38015625,NA,6.47641442857042,NA,NA,NA
"14215","Aa - Ad",-12.35984375,NA,-6.45323081123748,NA,NA,NA
"14216","Ad - Aa",12.35984375,NA,6.45323081123748,NA,NA,NA
"14217","Aa",47,46.0716003802621,NA,NA,NA,4.03392069871596
"14218","Ad",1.08,NA,0.858778711288878,NA,NA,NA
"14219","Aa / Ad",43.5185185185185,14.6882259765048,-16.6223826343808,NA,-4.93300746438265,NA
"14220","Ad / Aa",0.0229787234042553,-0.00361762136984166,0.0018586523735842,NA,NA,NA
"14221","Aa * Ad",50.76,150.041601304654,183.283906593552,NA,NA,80.6740833495769
"14222","Aa + Ad",48.08,46.1909894420689,NA,NA,NA,5.56008571389677
"14223","Aa - Ad",45.92,45.991761186636,NA,NA,NA,NA
"14224","Ad - Aa",-45.92,-45.991761186636,NA,NA,NA,NA
"14225","Aa",1.845,1.36986640205721,NA,NA,NA,NA
"14226","Ad",2.2,-0.694405385190956,NA,NA,NA,2.72504847381111
"14227","Aa / Ad",0.838636363636364,0.0623065797974639,-0.0351968926659066,NA,NA,NA
"14228","Ad / Aa",1.19241192411924,-0.114547802292338,NA,NA,NA,0.115766970638551
"14229","Aa * Ad",4.059,21.7047662984568,NA,NA,NA,53.1860022740164
"14230","Aa + Ad",4.045,0.612450111980307,NA,NA,NA,2.70597731653344
"14231","Aa - Ad",-0.355,2.0616054911568,NA,NA,NA,-2.48736722548565
"14232","Ad - Aa",0.355,-2.0616054911568,NA,NA,NA,2.48736722548565
"14233","Aa",6.615,7.25058914621969,NA,NA,NA,NA
"14234","Ad",9.4,NA,6.94022912937418,NA,NA,NA
"14235","Aa / Ad",0.703723404255319,0.284017926909734,NA,0.727898959242046,NA,NA
"14236","Ad / Aa",1.42101284958428,-0.040095381365921,NA,-0.0941678503994801,NA,NA
"14237","Aa * Ad",62.181,156.841600396972,497.531236116278,NA,NA,NA
"14238","Aa + Ad",16.015,7.48919580983227,5.76417357038653,NA,NA,NA
"14239","Aa - Ad",-2.785,7.47830715694551,NA,10.0075749748926,NA,NA
"14240","Ad - Aa",2.785,-7.47830715694551,NA,-10.0075749748926,NA,NA
"14241","Aa",9.878,9.08695371218077,NA,NA,NA,NA
"14242","Ad",27,NA,26.9714864652068,NA,NA,NA
"14243","Aa / Ad",0.365851851851852,NA,NA,0.949493918166202,NA,NA
"14244","Ad / Aa",2.73334683134238,-0.0465597950892128,0.319982950349374,NA,NA,NA
"14245","Aa * Ad",266.706,171.363997474782,2173.15527644968,NA,NA,NA
"14246","Aa + Ad",36.878,8.7651219962856,26.9269845756463,NA,NA,NA
"14247","Aa - Ad",-17.122,9.45137638558718,-27.0086987567758,NA,NA,NA
"14248","Ad - Aa",17.122,-9.45137638558718,27.0086987567758,NA,NA,NA
