"","trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"42332","AaAd / AaAa",16.6265486725664,NA,NA,-0.484116027833772,3.29364822411153,NA
"42333","AaAa * AaAd",2123.044,NA,NA,2045.04825965883,11088.6052521892,NA
"42334","AaAa + AaAd",199.18,NA,NA,10.8272404305425,194.21356250176,NA
"42335","AaAa - AaAd",-176.58,NA,NA,NA,-190.971608119819,NA
"42336","AaAd - AaAa",176.58,NA,NA,NA,190.971608119819,NA
"42337","AdAd",28.2,NA,NA,NA,NA,25.7564535056626
"42338","AaAa",0.253,NA,NA,0.156769169270113,NA,NA
"42339","AdAd / AaAa",111.462450592885,NA,NA,NA,NA,6.80427780674115
"42340","AaAa / AdAd",0.00897163120567376,NA,-0.353643796849562,0.256132596574209,NA,NA
"42341","AdAd * AaAa",7.1346,NA,NA,NA,NA,116.442782207596
"42342","AdAd + AaAa",28.453,NA,NA,NA,NA,27.9385900976583
"42343","AdAd - AaAa",27.947,NA,NA,NA,NA,26.8616879699791
"42344","AaAa - AdAd",-27.947,NA,NA,NA,NA,-26.8616879699791
"42345","AaAa",29.3,NA,NA,28.5317810957428,NA,NA
"42346","AaAd",63.38094,NA,NA,NA,63.3192177342427,NA
"42347","AaAa / AaAd",0.462284087298169,NA,NA,NA,-4.10532353184569,-0.683127725205504
"42348","AaAd / AaAa",2.16317201365188,NA,NA,-0.0611265535301654,0.549683461901901,NA
"42349","AaAa * AaAd",1857.061542,NA,NA,1047.98583656702,7209.78598973979,NA
"42350","AaAa + AaAd",92.68094,NA,NA,29.7908934074759,74.4210670890407,NA
"42351","AaAa - AaAd",-34.08094,NA,NA,28.5759752936342,-40.5999075186068,NA
"42352","AaAd - AaAa",34.08094,NA,NA,-28.5759752936342,40.5999075186068,NA
"42353","AaAa",0.103,NA,NA,0.0740552975716763,NA,0.0542359157354133
"42354","AaAd",186,NA,NA,NA,186.881505986411,NA
"42355","AaAa / AaAd",0.000553763440860215,NA,NA,NA,-0.041441412325887,NA
"42356","AaAd / AaAa",1805.82524271845,NA,NA,NA,184.536082583055,NA
"42357","AaAa * AaAd",19.158,NA,NA,NA,191.471105637096,NA
"42358","AaAa + AaAd",186.103,NA,NA,NA,186.841977838206,NA
"42359","AaAa - AaAd",-185.897,NA,NA,NA,-186.912526561523,NA
"42360","AaAd - AaAa",185.897,NA,NA,NA,186.912526561523,NA
"42361","AaAa",92.81,NA,NA,91.8326978501542,NA,NA
"42362","AaAa",3.1,NA,NA,2.72710843725899,NA,NA
"42363","AaAa / AaAa",29.9387096774194,-0.127106156259234,NA,2.63005161286878,NA,NA
"42364","AaAa / AaAa",0.0334015731063463,NA,NA,-0.00969976051892228,NA,NA
"42365","AaAa * AaAa",287.711,NA,NA,2332.96463600163,NA,NA
"42366","AaAa + AaAa",95.91,NA,NA,94.8026739009391,NA,NA
"42367","AaAa - AaAa",89.71,NA,NA,88.8910999966197,NA,NA
"42368","AaAa - AaAa",-89.71,NA,NA,-88.8910999966197,NA,NA
"42369","AdAd",0.841783333,NA,NA,NA,NA,0.822769482749215
"42370","AaAd",19.4,NA,NA,1.24385018261537,14.6690164673143,NA
"42371","AdAd / AaAd",0.0433908934536082,NA,NA,NA,-0.00226544802427483,0.0244922675275043
"42372","AaAd / AdAd",23.0463104215441,NA,NA,-2018.73572517019,NA,-1526.27214781776
"42373","AdAd * AaAd",16.3305966602,NA,NA,NA,2.82603524672446,29.3542009639764
"42374","AdAd + AaAd",20.241783333,NA,NA,NA,14.4294674855237,NA
"42375","AdAd - AaAd",-18.558216667,NA,NA,-1.68088990242977,-14.8112799984536,NA
"42376","AaAd - AdAd",18.558216667,NA,NA,1.68088990242977,14.8112799984536,NA
"42377","AaAa",18,NA,NA,17.5590049574588,NA,NA
"42378","AaAa",50.3,NA,NA,45.8338903662503,NA,NA
"42379","AaAa / AaAa",0.357852882703777,NA,NA,NA,NA,NA
"42380","AaAa / AaAa",2.79444444444444,NA,NA,NA,0.218918677154512,-0.195648694504423
"42381","AaAa * AaAa",905.4,NA,NA,3016.2036536138,NA,NA
"42382","AaAa + AaAa",68.3,NA,NA,63.6297983818783,NA,NA
"42383","AaAa - AaAa",-32.3,NA,NA,-31.0813719798635,NA,NA
"42384","AaAa - AaAa",32.3,NA,NA,31.0813719798635,NA,NA
"42385","AaAa",4.87,-0.356768085635053,NA,4.85960547458571,NA,NA
"42386","AaAd",15.25,NA,NA,NA,14.0665566028934,NA
"42387","AaAa / AaAd",0.319344262295082,-0.0861965475656757,NA,NA,-3.07215093383238,-0.626223052678557
"42388","AaAd / AaAa",3.13141683778234,NA,NA,-0.148490866842648,0.892424346595548,NA
"42389","AaAa * AaAd",74.2675,NA,NA,36.7950391377664,218.297741151851,NA
"42390","AaAa + AaAd",20.12,NA,NA,4.399771103896,13.1442058385988,NA
"42391","AaAa - AaAd",-10.38,-0.523663747002088,NA,5.35346732941111,-13.708166303602,NA
"42392","AaAd - AaAa",10.38,0.523663747002088,NA,-5.35346732941111,13.708166303602,NA
"42393","AdAd",3.69,NA,NA,NA,NA,4.18041988300466
"42394","AaAa",2.08,NA,NA,1.71575450239311,NA,NA
"42395","AdAd / AaAa",1.77403846153846,NA,1.75946321130073,NA,NA,NA
"42396","AaAa / AdAd",0.563685636856369,NA,NA,0.1161221545147,NA,NA
"42397","AdAd * AaAa",7.6752,NA,NA,46.1323015173216,NA,35.8694373663822
"42398","AdAd + AaAa",5.77,NA,NA,NA,NA,NA
"42399","AdAd - AaAa",1.61,NA,5.60133971963129,NA,NA,NA
"42400","AaAa - AdAd",-1.61,NA,-5.60133971963129,NA,NA,NA
"42401","AaAa",13.1,NA,NA,10.4277318072739,NA,NA
"42402","AaAa",0.7792,-0.00294216285137383,NA,0.787129372594136,-0.0490237055359051,NA
"42403","AaAa / AaAa",16.8121149897331,NA,24.3273618777565,NA,6.16078313553727,NA
"42404","AaAa / AaAa",0.0594809160305344,NA,NA,0.0127925321375121,NA,NA
"42405","AaAa * AaAa",10.20752,NA,NA,31.9184820486104,0.800569960921797,NA
"42406","AaAa + AaAa",13.8792,NA,NA,11.2236047387862,NA,NA
"42407","AaAa - AaAa",12.3208,NA,NA,9.63205206578556,NA,NA
"42408","AaAa - AaAa",-12.3208,NA,NA,-9.63205206578556,NA,NA
"42409","AaAa",0.073,NA,NA,0.0426102543874529,NA,NA
"42410","AdAd",1.35,NA,NA,NA,NA,1.08489990065372
"42411","AaAa / AdAd",0.0540740740740741,NA,-0.0174845094473901,NA,NA,NA
"42412","AdAd / AaAa",18.4931506849315,NA,2.57668831623038,NA,NA,NA
"42413","AaAa * AdAd",0.09855,NA,NA,NA,NA,0.50356199633883
"42414","AaAa + AdAd",1.423,NA,NA,NA,NA,1.11816157245026
"42415","AaAa - AdAd",-1.277,NA,NA,NA,NA,-0.972295810719772
"42416","AdAd - AaAa",1.277,NA,NA,NA,NA,0.972295810719772
"42417","AdAd",11.652,NA,NA,NA,NA,9.82335737119026
"42418","AaAd",8.492,NA,NA,NA,9.09690099824269,-0.49044966611957
"42419","AdAd / AaAd",1.37211493170042,NA,NA,NA,-1.69586646739972,0.618923381453514
"42420","AaAd / AdAd",0.728801922416753,NA,NA,NA,0.207670278508397,-0.0793749607432404
"42421","AdAd * AaAd",98.948784,NA,NA,NA,392.254582686807,142.494708924185
"42422","AdAd + AaAd",20.144,NA,NA,NA,NA,8.9177170793792
"42423","AdAd - AaAd",3.16,NA,NA,NA,NA,10.1447748513162
"42424","AaAd - AdAd",-3.16,NA,NA,NA,NA,-10.1447748513162
"42425","AdAd",13,3.09898928601192,12.5959257340861,NA,NA,NA
"42426","AaAa",4.88,NA,NA,5.01491729177694,NA,NA
"42427","AdAd / AaAa",2.66393442622951,NA,11.643104423668,NA,NA,NA
"42428","AaAa / AdAd",0.375384615384615,NA,NA,0.0265586246998329,NA,NA
"42429","AdAd * AaAa",63.44,NA,NA,954.92927107685,NA,NA
"42430","AdAd + AaAa",17.88,3.17001535891876,NA,NA,NA,6.46942743350246
"42431","AdAd - AaAa",8.12,3.38816567012586,18.7701643447561,NA,NA,NA
"42432","AaAa - AdAd",-8.12,-3.38816567012586,-18.7701643447561,NA,NA,NA
"42433","AdAd",2.4,NA,2.14735107109393,NA,NA,NA
"42434","AdAd",24.5,NA,NA,NA,NA,25.9967173341284
"42435","AdAd / AdAd",0.0979591836734694,NA,NA,NA,NA,NA
"42436","AdAd / AdAd",10.2083333333333,NA,NA,0.333495494171639,NA,NA
"42437","AdAd * AdAd",58.8,NA,NA,NA,NA,1210.09397863135
"42438","AdAd + AdAd",26.9,NA,NA,NA,NA,27.7615960561458
"42439","AdAd - AdAd",-22.1,NA,NA,NA,NA,-24.1727467682629
"42440","AdAd - AdAd",22.1,NA,NA,NA,NA,24.1727467682629
"42441","AaAd",1.02227333397932,NA,NA,NA,1.01102023553462,NA
"42442","AaAa",5.2,NA,NA,4.58267997375588,NA,NA
"42443","AaAd / AaAa",0.196591025765254,NA,NA,NA,0.0552248986384334,NA
"42444","AaAa / AaAd",5.08670218341545,NA,NA,NA,NA,NA
"42445","AaAd * AaAa",5.31582133669246,NA,-0.329049521328289,NA,18.0892613785778,NA
"42446","AaAd + AaAa",6.22227333397932,NA,NA,4.63175966047772,NA,NA
"42447","AaAd - AaAa",-4.17772666602068,NA,NA,-4.63105006279975,NA,NA
"42448","AaAa - AaAd",4.17772666602068,NA,NA,4.63105006279975,NA,NA
"42449","AaAa",11.89,NA,NA,10.6622835377009,NA,NA
"42450","AaAd",0.82,NA,NA,NA,0.90477960779576,NA
"42451","AaAa / AaAd",14.5,0.170633025722965,-6.92131183434449,NA,-22.7323023662635,NA
"42452","AaAd / AaAa",0.0689655172413793,NA,NA,-0.00291420300370361,0.0192013468686033,NA
"42453","AaAa * AaAd",9.7498,NA,NA,NA,NA,NA
"42454","AaAa + AaAd",12.71,NA,NA,10.9724439183886,NA,NA
"42455","AaAa - AaAd",11.07,NA,NA,10.5445328061858,NA,NA
"42456","AaAd - AaAa",-11.07,NA,NA,-10.5445328061858,NA,NA
"42457","AdAd",20.1,NA,NA,NA,NA,17.3711656258219
"42458","AaAa",29.3,NA,NA,28.9436210714292,NA,NA
"42459","AdAd / AaAa",0.686006825938567,NA,1.95729795649023,NA,NA,NA
"42460","AaAa / AdAd",1.45771144278607,NA,NA,0.699893023213362,NA,NA
"42461","AdAd * AaAa",588.93,NA,NA,1064.45755819835,NA,NA
"42462","AdAd + AaAa",49.4,NA,NA,22.2514202982364,NA,18.0276972534367
"42463","AdAd - AaAa",-9.2,NA,47.8248187700838,NA,NA,NA
"42464","AaAa - AdAd",9.2,NA,-47.8248187700838,NA,NA,NA
"42465","AaAa",0.26,NA,NA,0.266198319235278,NA,NA
"42466","AaAd",19.3,NA,NA,NA,19.1452997699813,NA
"42467","AaAa / AaAd",0.0134715025906736,NA,NA,NA,-0.104696529398923,-0.00681500606288683
"42468","AaAd / AaAa",74.2307692307692,NA,NA,-1.08964418560635,12.0005448194962,NA
"42469","AaAa * AaAd",5.018,NA,NA,6.24079673218574,31.0444855960153,NA
"42470","AaAa + AaAd",19.56,NA,NA,NA,19.1012396842679,NA
"42471","AaAa - AaAd",-19.04,NA,NA,NA,-19.1680772866638,NA
"42472","AaAd - AaAa",19.04,NA,NA,NA,19.1680772866638,NA
"42473","AaAd",11.4,NA,NA,NA,11.6511732384299,NA
"42474","AdAd",522.6,NA,NA,NA,NA,525.621755342359
"42475","AaAd / AdAd",0.0218140068886338,NA,-0.00650033320212296,NA,0.0184168572685934,NA
"42476","AdAd / AaAd",45.8421052631579,1.83369109803835,NA,-78.463806691512,-269.507541366461,NA
"42477","AaAd * AdAd",5957.64,NA,NA,NA,7587.56739154356,3653.20871714972
"42478","AaAd + AdAd",534,NA,NA,NA,NA,501.23435255383
"42479","AaAd - AdAd",-511.2,NA,NA,NA,29.8154562188362,-403.354208038735
"42480","AdAd - AaAd",511.2,NA,NA,NA,-29.8154562188362,403.354208038735
"42481","AdAd",10,NA,NA,NA,NA,11.1062385943083
"42482","AaAd",28.4,NA,NA,NA,29.0607842805092,NA
"42483","AdAd / AaAd",0.352112676056338,NA,NA,-0.565291188486332,-2.83606931250599,NA
"42484","AaAd / AdAd",2.84,NA,NA,NA,0.974058876004155,-0.174674900788582
"42485","AdAd * AaAd",284,NA,NA,NA,919.941540147689,235.051973504688
"42486","AdAd + AaAd",38.4,NA,NA,NA,27.5597746515865,11.9581151564031
"42487","AdAd - AaAd",-18.4,NA,NA,NA,-30.2413034342497,11.5734792480672
"42488","AaAd - AdAd",18.4,NA,NA,NA,30.2413034342497,-11.5734792480672
"42489","AaAd",88.2,NA,NA,NA,82.933303384062,NA
"42490","AdAd",0.0899999999999999,NA,NA,NA,NA,0.111452018615695
"42491","AaAd / AdAd",980.000000000001,NA,NA,NA,-70.0344222408135,NA
"42492","AdAd / AaAd",0.0010204081632653,NA,NA,NA,0.0122842719049686,NA
"42493","AaAd * AdAd",7.93799999999999,NA,NA,NA,-95.982036889435,10.2153136385526
"42494","AaAd + AdAd",88.29,NA,NA,NA,82.871999041666,NA
"42495","AaAd - AdAd",88.11,NA,NA,NA,82.9593103926013,NA
"42496","AdAd - AaAd",-88.11,NA,NA,NA,-82.9593103926013,NA
"42497","AdAd",15.5,NA,NA,NA,NA,14.332918968282
"42498","AdAd",2.3,NA,NA,NA,NA,NA
"42499","AdAd / AdAd",6.73913043478261,NA,NA,NA,NA,0.292058514218505
"42500","AdAd / AdAd",0.148387096774194,0.0205190443696971,NA,NA,NA,-0.640183889727538
"42501","AdAd * AdAd",35.65,NA,NA,NA,NA,718.991604546523
"42502","AdAd + AdAd",17.8,NA,NA,NA,NA,16.5041111679799
"42503","AdAd - AdAd",13.2,NA,NA,NA,NA,12.611793444318
"42504","AdAd - AdAd",-13.2,NA,NA,NA,NA,-12.611793444318
"42505","AdAd",0.73,NA,NA,NA,NA,0.835545341869542
"42506","AdAd",1.2,NA,NA,NA,-0.776752261910539,1.03660912297137
"42507","AdAd / AdAd",0.608333333333333,-0.0209323418516632,NA,NA,0.177383713825439,NA
"42508","AdAd / AdAd",1.64383561643836,NA,NA,NA,-0.24943828195099,NA
"42509","AdAd * AdAd",0.876,NA,NA,NA,-3.24601330608642,7.80813854800671
"42510","AdAd + AdAd",1.93,NA,NA,NA,-0.908075021623455,1.86290510716319
"42511","AdAd - AdAd",-0.47,NA,NA,NA,0.657477800549823,NA
"42512","AdAd - AdAd",0.47,NA,NA,NA,-0.657477800549823,NA
"42513","AaAa",110,NA,NA,99.3903087634956,NA,NA
"42514","AdAd",2.77435,NA,NA,NA,-0.0507419158930809,2.77044325739124
"42515","AaAa / AdAd",39.6489267756411,NA,NA,1646.6434030954,NA,NA
"42516","AdAd / AaAa",0.0252213636363636,NA,NA,NA,NA,0.00255621799905951
"42517","AaAa * AdAd",305.1785,-6.87432046932003,NA,NA,-85.4638289815183,2938.12258831698
"42518","AaAa + AdAd",112.77435,NA,NA,103.843438686714,NA,NA
"42519","AaAa - AdAd",107.22565,NA,NA,94.0650262187048,NA,NA
"42520","AdAd - AaAa",-107.22565,NA,NA,-94.0650262187048,NA,NA
"42521","AaAa",0.132,NA,NA,0.130263731788932,NA,NA
"42522","AaAa",678.3,NA,NA,675.419202953487,NA,NA
"42523","AaAa / AaAa",0.000194604157452455,-1.14977696830205e-05,0.00029850924866404,NA,NA,NA
"42524","AaAa / AaAa",5138.63636363636,50.1375675949225,-506.470574208554,284.942814149524,NA,NA
"42525","AaAa * AaAa",89.5356,NA,NA,480.028218046254,NA,NA
"42526","AaAa + AaAa",678.432,NA,NA,675.534411723635,NA,NA
"42527","AaAa - AaAa",-678.168,NA,NA,-675.303977306519,NA,NA
"42528","AaAa - AaAa",678.168,NA,NA,675.303977306519,NA,NA
"42529","AaAa",10.8,NA,NA,7.43926146860483,NA,NA
"42530","AaAd",87.744,NA,NA,NA,85.1079518683808,NA
"42531","AaAa / AaAd",0.12308533916849,NA,NA,0.0985017256928916,-0.269472119980902,NA
"42532","AaAd / AaAa",8.12444444444444,NA,5.1536257058092,NA,8.35489484317515,NA
"42533","AaAa * AaAd",947.6352,NA,NA,627.991591873935,846.42869677832,NA
"42534","AaAa + AaAd",98.544,NA,NA,10.6316823774956,85.3664298119822,NA
"42535","AaAa - AaAd",-76.944,NA,NA,10.9814912953611,-84.9946171888924,NA
"42536","AaAd - AaAa",76.944,NA,NA,-10.9814912953611,84.9946171888924,NA
"42537","AaAd",33.7344,NA,NA,NA,33.53689780803,NA
"42538","AdAd",14.14,NA,NA,NA,NA,14.9120669500049
"42539","AaAd / AdAd",2.38574257425743,0.00188171736459312,NA,NA,0.520672720423606,-0.0151711095880205
"42540","AdAd / AaAd",0.419156706507304,NA,NA,NA,NA,NA
"42541","AaAd * AdAd",477.004416,NA,39.0034024676831,NA,2180.09092150364,NA
"42542","AaAd + AdAd",47.8744,NA,NA,NA,37.5777714445104,14.7377881564893
"42543","AaAd - AdAd",19.5944,NA,NA,NA,26.7953994698283,-14.5648302848127
"42544","AdAd - AaAd",-19.5944,NA,NA,NA,-26.7953994698283,14.5648302848127
"42545","AdAd",0.15,NA,NA,NA,NA,0.142596533744805
"42546","AaAd",6.88,NA,0.0825190736136951,NA,6.58381229424002,NA
"42547","AdAd / AaAd",0.0218023255813953,NA,NA,NA,-0.649227262905054,NA
"42548","AaAd / AdAd",45.8666666666667,NA,NA,NA,4.03442627653733,NA
"42549","AdAd * AaAd",1.032,NA,NA,NA,10.8962366425736,NA
"42550","AdAd + AaAd",7.03,NA,NA,NA,6.53467880640344,NA
"42551","AdAd - AaAd",-6.73,NA,NA,NA,-6.67234577173033,NA
"42552","AaAd - AdAd",6.73,NA,NA,NA,6.67234577173033,NA
"42553","AdAd",4.41,NA,NA,NA,NA,4.1655420013915
"42554","AaAa",1.553,NA,NA,1.6064916554738,NA,NA
"42555","AdAd / AaAa",2.83966516419833,NA,2.40697607591771,NA,NA,NA
"42556","AaAa / AdAd",0.352154195011338,NA,-0.196288307645897,0.154678579673407,NA,NA
"42557","AdAd * AaAa",6.84873,NA,NA,10.1008547494548,NA,9.32254345453737
"42558","AdAd + AaAa",5.963,NA,NA,NA,NA,3.04195913601517
"42559","AdAd - AaAa",2.857,0.129912711337875,4.12769333010715,NA,NA,1.87419442996496
"42560","AaAa - AdAd",-2.857,-0.129912711337875,-4.12769333010715,NA,NA,-1.87419442996496
"42561","AaAa",1.942066667,NA,NA,1.28916937606706,-0.0169602921745676,NA
"42562","AdAd",83124.84375,NA,NA,NA,NA,75237.3257948357
"42563","AaAa / AdAd",2.33632519399473e-05,-4.33699852137873e-07,NA,0.000145610809430325,NA,NA
"42564","AdAd / AaAa",42802.2606857296,NA,NA,NA,NA,436925.930396475
"42565","AaAa * AdAd",161433.988246458,NA,-5859.18208062871,2971.93542281319,NA,NA
"42566","AaAa + AdAd",83126.785816667,NA,NA,NA,NA,75294.3122588946
"42567","AaAa - AdAd",-83122.901683333,NA,NA,NA,NA,-75180.1392727321
"42568","AdAd - AaAa",83122.901683333,NA,NA,NA,NA,75180.1392727321
"42569","AdAd",0.3,NA,NA,NA,NA,0.196768353430829
"42570","AaAd",0.776,NA,NA,NA,0.695701516961632,0.0718650744641959
"42571","AdAd / AaAd",0.38659793814433,NA,NA,NA,-0.0215148014855669,0.0966743758564283
"42572","AaAd / AdAd",2.58666666666667,NA,-6.09207767905033,NA,NA,NA
"42573","AdAd * AaAd",0.2328,NA,NA,NA,0.216352565374603,0.919378976802683
"42574","AdAd + AaAd",1.076,NA,NA,NA,0.687408302826903,0.384905601949984
"42575","AdAd - AaAd",-0.476,NA,NA,NA,-0.703234511450085,0.203847610061469
"42576","AaAd - AdAd",0.476,NA,NA,NA,0.703234511450085,-0.203847610061469
"42577","AaAa",46.8,NA,-35.4552319320371,NA,NA,NA
"42578","AdAd",11.3,NA,4.98671740591079,NA,NA,NA
"42579","AaAa / AdAd",4.14159292035398,NA,-1.23196639233477,NA,NA,NA
"42580","AdAd / AaAa",0.241452991452991,NA,0.155974319558742,NA,NA,NA
"42581","AaAa * AdAd",528.84,254.493797536272,NA,1130.4204493264,NA,NA
"42582","AaAa + AdAd",58.1,NA,NA,30.2652807107549,NA,NA
"42583","AaAa - AdAd",35.5,NA,-58.4003379339936,NA,NA,NA
"42584","AdAd - AaAa",-35.5,NA,58.4003379339936,NA,NA,NA
"42585","AaAd",28.96,NA,NA,NA,31.2448108214143,NA
"42586","AaAa",19.2,NA,NA,19.6174382134457,NA,NA
"42587","AaAd / AaAa",1.50833333333333,NA,1.59870324835139,NA,NA,NA
"42588","AaAa / AaAd",0.662983425414365,NA,NA,0.282088114578525,-0.101339869570371,NA
"42589","AaAd * AaAa",556.032,NA,NA,1371.68139340922,881.005652493106,NA
"42590","AaAd + AaAa",48.16,NA,NA,18.4023300810389,32.736277882789,NA
"42591","AaAd - AaAa",9.76,NA,NA,-20.2350908892637,28.5840826391776,NA
"42592","AaAa - AaAd",-9.76,NA,NA,20.2350908892637,-28.5840826391776,NA
"42593","AaAa",70.16,NA,NA,55.0088901943663,-22.7742557651678,NA
"42594","AaAa",10.25,NA,NA,9.99350391812968,NA,NA
"42595","AaAa / AaAa",6.84487804878049,NA,32.9885990044865,NA,NA,NA
"42596","AaAa / AaAa",0.146094640820981,NA,NA,0.0154567039524814,NA,NA
"42597","AaAa * AaAa",719.14,NA,NA,5914.71126206707,NA,NA
"42598","AaAa + AaAa",80.41,NA,NA,67.0175280224861,-23.5264875816311,NA
"42599","AaAa - AaAa",59.91,NA,NA,44.3578173868292,-22.3795742497845,NA
"42600","AaAa - AaAa",-59.91,NA,NA,-44.3578173868292,22.3795742497845,NA
"42601","AaAd",34.6,NA,NA,NA,34.452249086896,NA
"42602","AaAd",26.6,NA,NA,NA,22.1263646300751,NA
"42603","AaAd / AaAd",1.30075187969925,NA,NA,NA,0.899711522250604,NA
"42604","AaAd / AaAd",0.76878612716763,NA,NA,21.0874632456918,27.0465750919321,21.114712429484
"42605","AaAd * AaAd",920.36,NA,NA,NA,1268.13450214861,NA
"42606","AaAd + AaAd",61.2,NA,NA,NA,56.4728075754286,NA
"42607","AaAd - AaAd",8,NA,NA,NA,12.2408743236778,NA
"42608","AaAd - AaAd",-8,NA,NA,NA,-12.2408743236778,NA
"42609","AdAd",0.5,NA,NA,NA,NA,0.508543916341489
"42610","AdAd",7.66,NA,NA,NA,NA,8.75671375771986
"42611","AdAd / AdAd",0.0652741514360313,NA,NA,NA,NA,0.00827489247611027
"42612","AdAd / AdAd",15.32,NA,-24.1237338354073,NA,NA,NA
"42613","AdAd * AdAd",3.83,NA,NA,NA,NA,21.518120235926
"42614","AdAd + AdAd",8.16,NA,NA,NA,NA,9.26697114236695
"42615","AdAd - AdAd",-7.16,NA,NA,NA,NA,-8.24659016034369
"42616","AdAd - AdAd",7.16,NA,NA,NA,NA,8.24659016034369
"42617","AaAa",3.93,0.200970464253802,NA,5.00304908032123,NA,NA
"42618","AaAd",16.26,NA,NA,NA,19.1777203969592,NA
"42619","AaAa / AaAd",0.24169741697417,NA,NA,0.116324191512781,NA,NA
"42620","AaAd / AaAa",4.13740458015267,NA,NA,-0.188921254992743,NA,NA
"42621","AaAa * AaAd",63.9018,NA,NA,152.080758510299,436.00762382018,NA
"42622","AaAa + AaAd",20.19,NA,NA,3.5563642844106,19.1412107801651,NA
"42623","AaAa - AaAd",-12.33,NA,NA,3.4557126761242,NA,NA
"42624","AaAd - AaAa",12.33,NA,NA,-3.4557126761242,NA,NA
"42625","AaAd",359.86,3.49949771238406,NA,NA,363.203244971559,NA
"42626","AaAd",10.06,NA,NA,NA,10.5283208491801,NA
"42627","AaAd / AaAd",35.7713717693837,NA,NA,NA,11.2253185938076,NA
"42628","AaAd / AaAd",0.0279553159562052,NA,NA,NA,-0.0702938895384544,NA
"42629","AaAd * AaAd",3620.1916,NA,NA,NA,10389.817314983,NA
"42630","AaAd + AaAd",369.92,NA,NA,NA,375.72922239859,NA
"42631","AaAd - AaAd",349.8,4.31352877191927,NA,NA,351.098087103711,NA
"42632","AaAd - AaAd",-349.8,-4.31352877191927,NA,NA,-351.098087103711,NA
"42633","AdAd",0.26,NA,NA,NA,NA,0.244431038975922
"42634","AaAd",0.545999999999999,NA,NA,NA,NA,NA
"42635","AdAd / AaAd",0.476190476190477,NA,NA,NA,NA,0.0116016644706744
"42636","AaAd / AdAd",2.1,NA,-50.3977999770855,NA,NA,-22.9576021294682
"42637","AdAd * AaAd",0.14196,NA,NA,NA,NA,5.63243941684477
"42638","AdAd + AaAd",0.805999999999999,NA,NA,NA,NA,NA
"42639","AdAd - AaAd",-0.285999999999999,NA,NA,NA,NA,NA
"42640","AaAd - AdAd",0.285999999999999,NA,NA,NA,NA,NA
"42641","AaAd",24.04,NA,NA,0.621575935055877,22.6603957590537,NA
"42642","AdAd",567,NA,NA,NA,NA,NA
"42643","AaAd / AdAd",0.0423985890652557,NA,-0.00134998264116791,NA,0.00687254687533925,NA
"42644","AdAd / AaAd",23.585690515807,NA,NA,-17.7866150081949,-130.971007024485,NA
"42645","AaAd * AdAd",13630.68,NA,NA,NA,75778.7078111523,9541.03567348142
"42646","AaAd + AdAd",591.04,NA,NA,NA,NA,NA
"42647","AaAd - AdAd",-542.96,NA,NA,NA,NA,-377.265793351408
"42648","AdAd - AaAd",542.96,NA,NA,NA,NA,377.265793351408
"42649","AdAd",17.65,NA,NA,NA,NA,15.500900359664
"42650","AdAd",6.2,NA,NA,NA,NA,5.6805392308479
"42651","AdAd / AdAd",2.84677419354839,NA,-11.0319779394795,NA,1.55485017854595,-5.49528883904389
"42652","AdAd / AdAd",0.351274787535411,NA,NA,NA,NA,0.0223269662806763
"42653","AdAd * AdAd",109.43,NA,NA,NA,NA,1433.37426539333
"42654","AdAd + AdAd",23.85,NA,NA,NA,NA,22.3431095550582
"42655","AdAd - AdAd",11.45,NA,NA,NA,NA,7.93770121701823
"42656","AdAd - AdAd",-11.45,NA,NA,NA,NA,-7.93770121701823
"42657","AaAd",7.78000000000001,NA,NA,NA,7.39018996949601,NA
"42658","AaAa",0.115,NA,-0.103732684291571,NA,NA,NA
"42659","AaAd / AaAa",67.6521739130436,NA,NA,NA,NA,NA
"42660","AaAa / AaAd",0.0147814910025707,NA,-0.00220270676099794,NA,NA,NA
"42661","AaAd * AaAa",0.894700000000001,NA,-3.05377036593564,NA,9.21644915659555,NA
"42662","AaAd + AaAa",7.89500000000001,NA,NA,NA,7.46169138048334,NA
"42663","AaAd - AaAa",7.66500000000001,NA,NA,NA,7.31829205977746,NA
"42664","AaAa - AaAd",-7.66500000000001,NA,NA,NA,-7.31829205977746,NA
"42665","AdAd",4.3,NA,NA,NA,NA,4.27087204249237
"42666","AaAd",0.238,-0.0250572978879224,NA,NA,0.222849942956951,NA
"42667","AdAd / AaAd",18.0672268907563,NA,NA,NA,NA,4.42780045672744
"42668","AaAd / AdAd",0.0553488372093023,NA,-0.373617237363998,NA,NA,NA
"42669","AdAd * AaAd",1.0234,NA,NA,NA,NA,4.14127721009183
"42670","AdAd + AaAd",4.538,NA,NA,NA,NA,4.25225956284705
"42671","AdAd - AaAd",4.062,NA,NA,NA,-0.146630178924236,4.27999209095424
"42672","AaAd - AdAd",-4.062,NA,NA,NA,0.146630178924236,-4.27999209095424
"42673","AaAa",55.4,1.50247915258132,NA,55.3057342823628,1.55484663266312,NA
"42674","AaAa",57.2,NA,NA,61.3394112548095,NA,NA
"42675","AaAa / AaAa",0.968531468531468,NA,NA,NA,NA,-0.0702088204845862
"42676","AaAa / AaAa",1.03249097472924,NA,NA,NA,NA,0.129452177243637
"42677","AaAa * AaAa",3168.88,NA,NA,9878.47652036472,NA,NA
