trait,beta,Aa,Ad,AaAa,AaAd,AdAd
AaAd / AdAd,NA,NA,NA,NA,4.078852738,-1.074591238
AdAd / AaAd,NA,NA,NA,NA,-0.100596292,NA
AaAd * AdAd,NA,NA,NA,NA,194.7374793,38.70865206
AaAd + AdAd,NA,NA,NA,NA,28.0454027,NA
AaAd - AdAd,NA,NA,-1.812435177,NA,28.72831958,NA
AdAd - AaAd,NA,NA,1.812435177,NA,-28.72831958,NA
AaAa,33.2,NA,NA,31.44637363,NA,NA
AdAd,0.45,NA,NA,NA,NA,0.450696529
AaAa / AdAd,NA,NA,NA,198.6385763,NA,NA
AdAd / AaAa,NA,NA,NA,NA,NA,0.056456106
AaAa * AdAd,NA,NA,NA,2.965059617,NA,2.522700091
AaAa + AdAd,NA,NA,NA,26.02680704,NA,NA
AaAa - AdAd,NA,0.102390812,NA,33.37095923,NA,NA
AdAd - AaAa,NA,-0.102390812,NA,-33.37095923,NA,NA
AaAa,0.77,NA,NA,0.79873716,NA,NA
AaAa,0.069,NA,NA,NA,NA,NA
AaAa / AaAa,NA,NA,NA,0.295911117,NA,NA
AaAa / AaAa,NA,NA,NA,-0.105894281,NA,NA
AaAa * AaAa,NA,NA,NA,1.945944077,NA,NA
AaAa + AaAa,NA,NA,NA,0.92163163,NA,NA
AaAa - AaAa,NA,NA,NA,0.688567447,NA,NA
AaAa - AaAa,NA,NA,NA,-0.688567447,NA,NA
AdAd,9.3,NA,NA,NA,NA,7.112987663
AaAd,26.8,NA,NA,NA,25.82165465,-0.662841315
AdAd / AaAd,NA,NA,NA,-0.726739612,-4.097664403,NA
AaAd / AdAd,NA,NA,NA,NA,0.981829338,-0.103931067
AdAd * AaAd,NA,NA,65.89823831,NA,693.9429164,NA
AdAd + AaAd,NA,NA,NA,NA,26.23159113,7.317897116
AdAd - AaAd,NA,NA,NA,NA,-25.35197864,9.155977759
AaAd - AdAd,NA,NA,NA,NA,25.35197864,-9.155977759
AdAd,1.5,NA,0.991379182,NA,NA,NA
AdAd,27.8,NA,NA,NA,NA,32.0868277
AdAd / AdAd,NA,NA,NA,NA,NA,-0.048412369
AdAd / AdAd,NA,NA,NA,NA,NA,1.211861827
AdAd * AdAd,NA,NA,NA,NA,NA,792.7699837
AdAd + AdAd,NA,NA,NA,NA,5.021402411,33.6692805
AdAd - AdAd,NA,NA,NA,NA,NA,-29.7302863
AdAd - AdAd,NA,NA,NA,NA,NA,29.7302863
AdAd,0.5146,NA,NA,NA,NA,0.376628836
AdAd,37.2,NA,NA,NA,NA,36.77559751
AdAd / AdAd,NA,NA,NA,-0.000670647,NA,NA
AdAd / AdAd,NA,NA,NA,6.758254373,NA,NA
AdAd * AdAd,NA,NA,NA,NA,NA,53.18537467
AdAd + AdAd,NA,NA,NA,NA,NA,37.28500946
AdAd - AdAd,NA,NA,NA,NA,NA,-36.2668799
AdAd - AdAd,NA,NA,NA,NA,NA,36.2668799
AaAd,36.6,NA,NA,NA,36.86995137,NA
AaAd,1,NA,NA,NA,0.660496183,NA
AaAd / AaAd,NA,NA,NA,NA,8.546691464,NA
AaAd / AaAd,NA,NA,NA,NA,-0.095533295,NA
AaAd * AaAd,NA,NA,3.490966126,NA,161.4338678,NA
AaAd + AaAd,NA,NA,NA,NA,37.55982731,NA
AaAd - AaAd,NA,NA,NA,NA,36.20873316,NA
AaAd - AaAd,NA,NA,NA,NA,-36.20873316,NA
AaAa,2.63,NA,NA,2.567639081,NA,NA
AaAa,23.529,NA,-15.99442807,NA,NA,NA
AaAa / AaAa,NA,NA,NA,0.021304415,NA,NA
AaAa / AaAa,NA,NA,29.70890692,NA,NA,NA
AaAa * AaAa,NA,NA,NA,302.4655743,NA,NA
AaAa + AaAa,NA,NA,-14.48433514,NA,NA,NA
AaAa - AaAa,NA,NA,16.89025052,NA,NA,NA
AaAa - AaAa,NA,NA,-16.89025052,NA,NA,NA
AaAd,3.8,NA,NA,NA,2.475309323,NA
AaAa,27.8,NA,NA,24.94713544,NA,NA
AaAd / AaAa,NA,NA,NA,-0.038448071,NA,NA
AaAa / AaAd,NA,NA,NA,1.239871851,NA,NA
AaAd * AaAa,NA,NA,NA,478.2528939,413.2402211,NA
AaAd + AaAa,NA,NA,NA,24.13036914,NA,NA
AaAd - AaAa,NA,NA,NA,-25.75718642,NA,NA
AaAa - AaAd,NA,NA,NA,25.75718642,NA,NA
AdAd,20.9,NA,NA,NA,NA,21.40158798
AaAd,7.04,NA,NA,NA,6.909933625,NA
AdAd / AaAd,NA,NA,NA,-4.791721055,-19.30142902,NA
AaAd / AdAd,NA,NA,-0.043381876,NA,0.184716262,NA
AdAd * AaAd,NA,NA,NA,NA,252.626858,102.485486
AdAd + AaAd,NA,NA,NA,NA,NA,22.32510304
AdAd - AaAd,NA,NA,NA,NA,-6.874616794,22.04518317
AaAd - AdAd,NA,NA,NA,NA,6.874616794,-22.04518317
AaAa,0.581,NA,NA,NA,NA,NA
AaAa,8,NA,NA,7.611975265,NA,NA
AaAa / AaAa,NA,NA,0.059663609,NA,NA,NA
AaAa / AaAa,NA,NA,NA,0.396517796,NA,NA
AaAa * AaAa,NA,NA,NA,161.8472314,NA,NA
AaAa + AaAa,NA,NA,NA,7.735524974,NA,NA
AaAa - AaAa,NA,NA,NA,-7.245767807,NA,NA
AaAa - AaAa,NA,NA,NA,7.245767807,NA,NA
AaAa,0.0625,NA,NA,0.056541565,NA,NA
AaAa,1.1,NA,NA,1.151379371,NA,NA
AaAa / AaAa,NA,NA,NA,NA,NA,NA
AaAa / AaAa,NA,NA,NA,NA,NA,NA
AaAa * AaAa,NA,NA,NA,0.571644609,NA,NA
AaAa + AaAa,NA,NA,NA,1.210948152,NA,NA
AaAa - AaAa,NA,NA,NA,-1.091915395,NA,NA
AaAa - AaAa,NA,NA,NA,1.091915395,NA,NA
AdAd,50.3,-1.161086768,NA,NA,NA,49.34510637
AaAd,57.6,NA,NA,NA,64.70103337,NA
AdAd / AaAd,NA,NA,NA,NA,-0.206729247,0.326027751
AaAd / AdAd,NA,NA,NA,NA,NA,-0.784875885
AdAd * AaAd,NA,NA,NA,NA,3014.999392,7541.153049
AdAd + AaAd,NA,NA,NA,NA,62.2260648,51.61381619
AdAd - AaAd,NA,NA,NA,NA,-66.99212589,46.5273784
AaAd - AdAd,NA,NA,NA,NA,66.99212589,-46.5273784
AdAd,33.6,NA,NA,NA,NA,37.22969359
AaAa,2.3,NA,NA,2.129733041,-1.396441309,NA
AdAd / AaAa,NA,NA,1.827851581,NA,NA,1.687152383
AaAa / AdAd,NA,NA,-0.0593314,NA,NA,NA
AdAd * AaAa,NA,NA,NA,NA,NA,277.0771129
AdAd + AaAa,NA,NA,NA,NA,NA,34.78742119
AdAd - AaAa,NA,NA,NA,NA,NA,38.76256509
AaAa - AdAd,NA,NA,NA,NA,NA,-38.76256509
AdAd,0.177960129,NA,NA,NA,NA,0.174417863
AaAd,6.32,NA,NA,NA,6.161327101,NA
AdAd / AaAd,NA,NA,NA,NA,-0.046267394,0.026364558
AaAd / AdAd,NA,NA,-45.1789869,NA,59.33073578,NA
AdAd * AaAd,NA,NA,NA,NA,0.653562835,0.680367075
AdAd + AaAd,NA,NA,NA,NA,6.16311161,NA
AdAd - AaAd,NA,NA,0.21466258,NA,-6.16153055,NA
AaAd - AdAd,NA,NA,-0.21466258,NA,6.16153055,NA
AaAa,29.91,NA,NA,27.15368418,NA,NA
AaAa,9,NA,NA,9.504783526,NA,NA
AaAa / AaAa,NA,NA,NA,NA,NA,NA
AaAa / AaAa,NA,NA,NA,NA,NA,NA
AaAa * AaAa,NA,NA,NA,1429.10497,NA,NA
AaAa + AaAa,NA,NA,NA,23.84927116,4.372706223,NA
AaAa - AaAa,NA,NA,NA,12.61121962,NA,NA
AaAa - AaAa,NA,NA,NA,-12.61121962,NA,NA
AaAa,3.75,NA,NA,3.992938582,NA,NA
AaAa,5.2,NA,NA,3.112799805,NA,NA
AaAa / AaAa,NA,NA,1.341748506,NA,NA,NA
AaAa / AaAa,NA,NA,-0.197352206,NA,NA,NA
AaAa * AaAa,NA,NA,NA,97.48230151,NA,NA
AaAa + AaAa,NA,NA,NA,9.057272268,NA,NA
AaAa - AaAa,NA,NA,NA,NA,NA,NA
AaAa - AaAa,NA,NA,NA,NA,NA,NA
AdAd,3.7,NA,NA,NA,NA,3.674564014
AaAa,50.57,NA,NA,48.85597749,NA,NA
AdAd / AaAa,NA,NA,NA,NA,NA,0.022616816
AaAa / AdAd,NA,NA,-38.49344794,23.53811168,NA,NA
AdAd * AaAa,NA,NA,NA,NA,NA,309.5165303
AdAd + AaAa,NA,NA,NA,39.13489831,NA,NA
AdAd - AaAa,NA,NA,NA,-49.3411234,NA,NA
AaAa - AdAd,NA,NA,NA,49.3411234,NA,NA
AdAd,16.55,NA,NA,NA,NA,14.45492955
AaAd,6.6,NA,NA,NA,6.526937418,NA
AdAd / AaAd,NA,NA,NA,NA,NA,0.574259186
AaAd / AdAd,NA,NA,NA,NA,NA,NA
AdAd * AaAd,NA,NA,156.7717411,NA,NA,NA
AdAd + AaAd,NA,NA,NA,NA,NA,11.02803545
AdAd - AaAd,NA,NA,NA,NA,NA,12.82102515
AaAd - AdAd,NA,NA,NA,NA,NA,-12.82102515
AdAd,10.5,NA,NA,NA,1.884588996,8.214577828
AaAa,7.4,NA,NA,5.316804418,NA,NA
AdAd / AaAa,NA,NA,0.199797079,NA,NA,NA
AaAa / AdAd,NA,NA,-0.467876672,NA,NA,NA
AdAd * AaAa,NA,NA,NA,NA,NA,NA
AdAd + AaAa,NA,NA,NA,NA,NA,NA
AdAd - AaAa,NA,NA,13.97664397,NA,NA,NA
AaAa - AdAd,NA,NA,-13.97664397,NA,NA,NA
AaAd,4.56,NA,NA,NA,3.933517239,NA
AdAd,465.36,NA,NA,NA,NA,470.0319123
AaAd / AdAd,NA,NA,-0.036116114,NA,NA,NA
AdAd / AaAd,NA,NA,NA,NA,-1.17961344,17.61377804
AaAd * AdAd,NA,NA,NA,NA,NA,12486.12241
AaAd + AdAd,NA,NA,NA,NA,NA,469.0819956
AaAd - AdAd,NA,NA,NA,NA,NA,-470.9626512
AdAd - AaAd,NA,NA,NA,NA,NA,470.9626512
AaAa,80.47,NA,NA,80.76045136,NA,NA
AaAa,42.8,NA,NA,39.95883533,NA,NA
AaAa / AaAa,NA,-0.010091146,NA,0.259619115,NA,NA
AaAa / AaAa,NA,NA,0.212908992,NA,NA,NA
AaAa * AaAa,NA,NA,NA,6203.810736,NA,NA
AaAa + AaAa,NA,NA,NA,122.930245,NA,NA
AaAa - AaAa,NA,NA,NA,37.00454969,NA,NA
AaAa - AaAa,NA,NA,NA,-37.00454969,NA,NA
AaAd,162,NA,NA,NA,170.013932,NA
AdAd,4.031,NA,2.895815686,NA,NA,NA
AaAd / AdAd,NA,NA,-1.508123752,NA,8.260769654,NA
AdAd / AaAd,NA,NA,NA,NA,-0.080984318,NA
AaAd * AdAd,NA,NA,763.8643183,NA,3436.705172,NA
AaAd + AdAd,NA,NA,NA,NA,171.4551175,NA
AaAd - AdAd,NA,NA,NA,NA,169.2222395,NA
AdAd - AaAd,NA,NA,NA,NA,-169.2222395,NA
AaAa,71.7,NA,NA,71.76554768,7.166119652,NA
AdAd,45.73,NA,NA,NA,NA,36.32455944
AaAa / AdAd,NA,NA,-0.553225923,0.326919639,NA,NA
AdAd / AaAa,NA,NA,0.549087603,NA,NA,0.270014201
AaAa * AdAd,NA,NA,NA,7054.97716,NA,NA
AaAa + AdAd,NA,NA,NA,64.61311364,NA,49.0969169
AaAa - AdAd,NA,NA,-79.00151158,23.73143346,NA,NA
AdAd - AaAa,NA,NA,79.00151158,-23.73143346,NA,NA
AaAa,11.17,NA,NA,10.97530977,NA,NA
AdAd,0.5,NA,NA,NA,NA,0.461390754
AaAa / AdAd,NA,NA,NA,4.104395053,NA,NA
AdAd / AaAa,NA,NA,0.059649692,NA,NA,NA
AaAa * AdAd,NA,NA,NA,24.03922832,NA,NA
AaAa + AdAd,NA,NA,NA,10.60299433,NA,NA
AaAa - AdAd,NA,NA,NA,11.36110692,2.770602104,NA
AdAd - AaAa,NA,NA,NA,-11.36110692,-2.770602104,NA
AaAd,10.4,NA,NA,NA,10.83707207,NA
AaAa,8.78,NA,NA,8.278912281,NA,NA
AaAd / AaAa,NA,NA,0.101382049,NA,0.479533057,NA
AaAa / AaAd,NA,NA,-0.957967746,NA,-3.121748584,NA
AaAd * AaAa,NA,NA,NA,95.2268527,244.4822768,NA
AaAd + AaAa,NA,NA,NA,9.276819147,8.991972148,NA
AaAd - AaAa,NA,NA,NA,-8.828954575,11.98596338,NA
AaAa - AaAd,NA,NA,NA,8.828954575,-11.98596338,NA
AdAd,1.8,-0.011138808,NA,NA,0.074382161,1.803975319
AaAa,6.43,NA,NA,5.965736154,NA,NA
AdAd / AaAa,NA,NA,NA,NA,NA,0.090377738
AaAa / AdAd,NA,NA,-15.02068878,NA,NA,NA
AdAd * AaAa,NA,NA,NA,NA,NA,28.74901365
AdAd + AaAa,NA,NA,NA,5.117772382,NA,NA
AdAd - AaAa,NA,NA,5.837014084,NA,NA,NA
AaAa - AdAd,NA,NA,-5.837014084,NA,NA,NA
AaAd,102,NA,NA,NA,93.97784984,NA
AaAd,21.2,0.096272887,NA,NA,21.15739528,-0.229349694
AaAd / AaAd,NA,NA,NA,NA,-8.506295809,NA
AaAd / AaAd,NA,NA,NA,NA,0.105825099,NA
AaAd * AaAd,NA,NA,NA,NA,3708.309167,NA
AaAd + AaAd,NA,NA,NA,NA,115.946567,NA
AaAd - AaAd,NA,NA,NA,NA,72.05822841,NA
AaAd - AaAd,NA,NA,NA,NA,-72.05822841,NA
AaAd,0.07,NA,NA,NA,0.106463262,NA
AdAd,5.2,NA,NA,NA,NA,4.452904779
AaAd / AdAd,NA,NA,NA,NA,NA,-0.005647629
AdAd / AaAd,NA,NA,NA,NA,NA,8.660004277
AaAd * AdAd,NA,NA,NA,NA,1.760385332,2.686356072
AaAd + AdAd,NA,NA,NA,NA,NA,4.517996639
AaAd - AdAd,NA,NA,NA,NA,NA,-4.417222259
AdAd - AaAd,NA,NA,NA,NA,NA,4.417222259
AdAd,17.9,NA,NA,NA,-2.463642742,17.73038443
AaAd,13.7,NA,NA,NA,12.4398842,NA
AdAd / AaAd,NA,NA,NA,NA,-0.735705895,0.543344488
AaAd / AdAd,NA,NA,NA,NA,0.264716489,-0.170117435
AdAd * AaAd,NA,NA,396.9764085,NA,NA,NA
AdAd + AaAd,NA,NA,NA,NA,NA,11.240186
AdAd - AaAd,NA,NA,NA,NA,-15.10832837,17.47433281
AaAd - AdAd,NA,NA,NA,NA,15.10832837,-17.47433281
AdAd,1.051,NA,NA,NA,NA,0.86779088
AaAa,16.59,NA,NA,17.13663472,NA,NA
AdAd / AaAa,NA,NA,0.036785285,NA,NA,NA
AaAa / AdAd,NA,NA,-1.984933562,NA,NA,NA
AdAd * AaAa,NA,NA,NA,120.0126937,NA,NA
AdAd + AaAa,NA,NA,NA,17.15028889,NA,NA
AdAd - AaAa,NA,NA,NA,-16.97072536,NA,NA
AaAa - AdAd,NA,NA,NA,16.97072536,NA,NA
AaAd,4.4,-0.157009953,NA,NA,4.709546603,NA
AaAa,10.6,NA,NA,10.267572,NA,NA
AaAd / AaAa,NA,NA,0.180403037,NA,0.151747918,NA
AaAa / AaAd,NA,NA,NA,1.477205448,-0.809794294,NA
AaAd * AaAa,NA,NA,NA,72.76869266,65.64408162,NA
AaAd + AaAa,NA,NA,NA,10.73196719,5.024514545,NA
AaAd - AaAa,NA,NA,NA,-10.68167364,1.928111125,NA
AaAa - AaAd,NA,NA,NA,10.68167364,-1.928111125,NA
AaAd,0.46,NA,NA,NA,0.450985534,NA
AaAa,37.4,NA,NA,32.63249322,NA,NA
AaAd / AaAa,NA,NA,NA,-0.000762052,0.002954337,NA
AaAa / AaAd,NA,NA,-49.86687384,NA,-158.5692921,NA
AaAd * AaAa,NA,NA,NA,19.50996361,64.29299075,NA
AaAd + AaAa,NA,NA,NA,32.10770032,NA,NA
AaAd - AaAa,NA,NA,NA,-33.07440717,NA,NA
AaAa - AaAd,NA,NA,NA,33.07440717,NA,NA
AaAd,56.4,NA,NA,NA,56.17953784,NA
AdAd,5.76,NA,NA,NA,NA,5.06342313
AaAd / AdAd,NA,NA,NA,NA,1.561629126,-0.025395857
AdAd / AaAd,NA,NA,NA,NA,NA,NA
AaAd * AdAd,NA,NA,NA,NA,2058.11485,22.06532979
AaAd + AdAd,NA,NA,NA,NA,56.02297794,5.070221155
AaAd - AdAd,NA,NA,NA,NA,56.7248608,-5.476107604
AdAd - AaAd,NA,NA,NA,NA,-56.7248608,5.476107604
AaAa,9.51,NA,NA,9.364106213,NA,NA
AaAa,17.3,NA,NA,15.73780094,NA,NA
AaAa / AaAa,NA,NA,0.492306777,NA,NA,NA
AaAa / AaAa,NA,NA,-0.415446986,NA,NA,NA
AaAa * AaAa,NA,NA,NA,286.3211732,NA,NA
AaAa + AaAa,NA,NA,NA,26.69877614,NA,NA
AaAa - AaAa,NA,NA,NA,-7.763703544,NA,NA
AaAa - AaAa,NA,NA,NA,7.763703544,NA,NA
AaAd,1.54,NA,NA,NA,1.648158103,NA
AaAd,3.3,NA,NA,NA,3.358826174,NA
AaAd / AaAd,NA,NA,NA,NA,11.41126046,NA
AaAd / AaAd,NA,NA,NA,NA,1.166435098,NA
AaAd * AaAd,NA,NA,NA,NA,9.475338578,NA
AaAd + AaAd,NA,NA,NA,NA,5.012150894,NA
AaAd - AaAd,NA,NA,NA,NA,-1.717399437,NA
AaAd - AaAd,NA,NA,NA,NA,1.717399437,NA
AaAd,2.476,NA,NA,NA,2.797767246,NA
AdAd,0.91,0.028548933,NA,NA,NA,0.888001867
AaAd / AdAd,NA,NA,-1.049476991,NA,NA,NA
AdAd / AaAd,NA,NA,NA,NA,NA,0.077610341
AaAd * AdAd,NA,NA,NA,NA,5.881035771,8.91812777
AaAd + AdAd,NA,NA,NA,NA,2.838802066,1.085105373
AaAd - AdAd,NA,NA,NA,NA,2.476993292,NA
AdAd - AaAd,NA,NA,NA,NA,-2.476993292,NA
AdAd,11.98,NA,NA,NA,NA,10.90451717
AdAd,1.963420145,NA,NA,NA,NA,1.985725465
AdAd / AdAd,NA,NA,NA,NA,NA,NA
AdAd / AdAd,NA,NA,NA,NA,NA,0.027039037
AdAd * AdAd,NA,NA,NA,NA,NA,62.41485319
AdAd + AdAd,NA,NA,NA,NA,NA,12.81309387
AdAd - AdAd,NA,NA,NA,NA,NA,8.646439673
AdAd - AdAd,NA,NA,NA,NA,NA,-8.646439673
AaAa,53,NA,NA,53.83256703,NA,NA
AdAd,22.5,NA,NA,NA,NA,NA
AaAa / AdAd,NA,NA,NA,0.512329245,NA,NA
AdAd / AaAa,NA,NA,1.294694991,NA,NA,NA
AaAa * AdAd,NA,NA,NA,5237.686201,NA,NA
AaAa + AdAd,NA,NA,NA,33.78654885,NA,NA
AaAa - AdAd,NA,NA,NA,59.57356208,NA,NA
AdAd - AaAa,NA,NA,NA,-59.57356208,NA,NA
AaAd,1007.2,-53.61002095,NA,NA,1130.320627,NA
AaAd,0.23,NA,NA,NA,0.074915776,NA
AaAd / AaAd,NA,NA,NA,NA,925.3582751,NA
AaAd / AaAd,NA,NA,NA,NA,-0.000493341,NA
AaAd * AaAd,NA,-95.24301325,NA,NA,1312.588672,NA
AaAd + AaAd,NA,-53.63760505,NA,NA,1130.461634,NA
AaAd - AaAd,NA,-53.5824413,NA,NA,1130.179631,NA
AaAd - AaAd,NA,53.5824413,NA,NA,-1130.179631,NA
AaAd,3.78,-1.466626682,NA,3.197604223,NA,NA
AdAd,50.17,-2.338652654,NA,NA,NA,54.64033143
AaAd / AdAd,NA,NA,-0.148154527,NA,NA,-0.099956171
AdAd / AaAd,NA,NA,NA,NA,NA,0.379101512
AaAd * AdAd,NA,NA,NA,NA,NA,4474.171317
AaAd + AdAd,NA,NA,NA,NA,NA,51.47572096
AaAd - AdAd,NA,NA,NA,NA,NA,-51.97901119
AdAd - AaAd,NA,NA,NA,NA,NA,51.97901119
AaAa,8.62,NA,NA,8.56784781,NA,NA
AaAd,81.6,NA,NA,NA,96.615186,NA
AaAa / AaAd,NA,NA,NA,0.073204989,-0.055814585,NA
AaAd / AaAa,NA,NA,11.76764823,NA,10.77451245,NA
AaAa * AaAd,NA,NA,NA,1018.418445,835.3774098,NA
AaAa + AaAd,NA,NA,-8.549015051,NA,96.97345835,NA
AaAa - AaAd,NA,NA,NA,NA,-96.26756275,NA
AaAd - AaAa,NA,NA,NA,NA,96.26756275,NA
AdAd,0.65,NA,NA,NA,NA,0.763509725
AdAd,61.08333334,NA,NA,NA,NA,61.26444399
AdAd / AdAd,NA,0.002359153,-0.072402654,NA,NA,NA
AdAd / AdAd,NA,NA,NA,NA,NA,10.71089107
AdAd * AdAd,NA,NA,NA,NA,NA,296.1097434
AdAd + AdAd,NA,NA,NA,NA,NA,62.03398746
AdAd - AdAd,NA,NA,NA,NA,NA,-60.49028528
AdAd - AdAd,NA,NA,NA,NA,NA,60.49028528
AdAd,0.39,NA,NA,NA,NA,NA
AaAa,10.1,NA,NA,10.62545022,NA,NA
AdAd / AaAa,NA,NA,NA,-0.031544922,NA,NA
AaAa / AdAd,NA,NA,NA,4.743729431,NA,NA
AdAd * AaAa,NA,NA,NA,22.50831004,NA,NA
AdAd + AaAa,NA,NA,NA,10.27152704,NA,NA
AdAd - AaAa,NA,NA,NA,-10.80986088,NA,NA
AaAa - AdAd,NA,NA,NA,10.80986088,NA,NA
AaAd,3.92684029,NA,NA,NA,3.974068164,NA
AdAd,0.95,NA,NA,NA,NA,0.773946378
AaAd / AdAd,NA,NA,NA,NA,0.901221341,0.018581365
AdAd / AaAd,NA,NA,NA,NA,NA,NA
AaAd * AdAd,NA,NA,NA,NA,17.39449415,-0.303575989
AaAd + AdAd,NA,NA,NA,NA,4.246648344,0.808995093
AaAd - AdAd,NA,NA,NA,NA,3.732899754,-0.77695591
AdAd - AaAd,NA,NA,NA,NA,-3.732899754,0.77695591
AdAd,3.2,NA,NA,NA,NA,2.237856477
AdAd,4.42,NA,NA,NA,NA,4.485577128
AdAd / AdAd,NA,NA,NA,NA,NA,-0.158796388
AdAd / AdAd,NA,NA,NA,NA,NA,0.097711021
AdAd * AdAd,NA,NA,NA,NA,NA,101.4784191
AdAd + AdAd,NA,NA,NA,NA,NA,7.651759364
AdAd - AdAd,NA,NA,NA,NA,NA,NA
AdAd - AdAd,NA,NA,NA,NA,NA,NA
AaAa,31.26,NA,NA,30.69545943,NA,NA
AaAa,12,NA,NA,8.658486471,NA,NA
AaAa / AaAa,NA,NA,NA,-0.632584011,NA,NA
AaAa / AaAa,NA,NA,NA,0.054781852,NA,NA
AaAa * AaAa,NA,NA,NA,979.1686863,NA,NA
AaAa + AaAa,NA,NA,NA,40.73885825,NA,NA
AaAa - AaAa,NA,NA,NA,19.75172418,NA,NA
AaAa - AaAa,NA,NA,NA,-19.75172418,NA,NA
AaAd,9.76,0.037083423,NA,NA,10.44120051,NA
AaAd,6.2,NA,NA,NA,7.455278937,NA
AaAd / AaAd,NA,0.008643857,NA,NA,0.421863125,NA
AaAd / AaAd,NA,NA,NA,NA,-2.125540756,NA
AaAd * AaAd,NA,-2.02460737,NA,NA,237.3314711,NA
AaAd + AaAd,NA,NA,NA,NA,17.86014821,NA
AaAd - AaAd,NA,NA,NA,NA,1.98857362,NA
AaAd - AaAd,NA,NA,NA,NA,-1.98857362,NA
AdAd,60.83,NA,NA,NA,NA,60.30014789
AaAa,0.827,NA,NA,0.590065841,NA,NA
AdAd / AaAa,NA,NA,27.02354742,NA,NA,18.53396075
AaAa / AdAd,NA,NA,-0.015317835,0.007450869,NA,NA
AdAd * AaAa,NA,NA,NA,81.5407292,NA,102.2128613
AdAd + AaAa,NA,NA,NA,NA,NA,58.4519554
AdAd - AaAa,NA,NA,NA,NA,NA,61.13050662
AaAa - AdAd,NA,NA,NA,NA,NA,-61.13050662
AaAd,5,NA,NA,NA,4.752943879,NA
AaAa,6.2,0.065766631,NA,6.274275361,NA,NA
AaAd / AaAa,NA,NA,NA,-0.519656619,NA,NA
AaAa / AaAd,NA,-0.008715706,NA,0.600431721,-0.278386383,NA
AaAd * AaAa,NA,NA,NA,66.23330276,40.07039423,NA
AaAd + AaAa,NA,NA,NA,5.820485074,4.855974971,NA
AaAd - AaAa,NA,NA,NA,-6.686897431,4.587571003,NA
AaAa - AaAd,NA,NA,NA,6.686897431,-4.587571003,NA
AaAd,2.2,NA,NA,NA,2.532444283,NA
AdAd,0.1,NA,NA,NA,NA,0.666338123
AaAd / AdAd,NA,NA,NA,0.015920279,0.197776626,NA
AdAd / AaAd,NA,NA,NA,NA,-1.801724285,NA
AaAd * AdAd,NA,NA,NA,NA,30.30592761,NA
AaAd + AdAd,NA,NA,NA,NA,2.179753826,NA
AaAd - AdAd,NA,NA,NA,NA,2.306599344,-0.608317294
AdAd - AaAd,NA,NA,NA,NA,-2.306599344,0.608317294
AdAd,16,-0.416239663,NA,NA,NA,15.66868894
AdAd,12.8,NA,NA,NA,NA,12.48042379
AdAd / AdAd,NA,NA,-0.35377285,NA,NA,NA
AdAd / AdAd,NA,NA,NA,NA,NA,0.112609805
AdAd * AdAd,NA,NA,NA,NA,NA,456.532137
AdAd + AdAd,NA,-0.519775335,NA,NA,NA,28.33936332
AdAd - AdAd,NA,NA,NA,NA,NA,2.761908989
AdAd - AdAd,NA,NA,NA,NA,NA,-2.761908989
AaAd,50.4,NA,-0.321929277,NA,51.40519999,NA
AaAd,2.666668,NA,NA,NA,2.693984626,NA
AaAd / AaAd,NA,NA,NA,NA,7.889191154,NA
AaAd / AaAd,NA,NA,NA,NA,-0.132654801,NA
AaAd * AaAd,NA,NA,NA,NA,290.5556204,NA
AaAd + AaAd,NA,NA,NA,NA,53.83868892,NA
AaAd - AaAd,NA,NA,NA,NA,48.42869539,NA
AaAd - AaAd,NA,NA,NA,NA,-48.42869539,NA
AdAd,0.53,NA,NA,NA,NA,0.5015293
AaAd,15.58,NA,NA,NA,15.32699854,NA
AdAd / AaAd,NA,NA,NA,NA,-0.434587116,NA
AaAd / AdAd,NA,NA,NA,NA,10.67808493,-1.207995609
AdAd * AaAd,NA,NA,NA,NA,22.75180306,2.759425196
AdAd + AaAd,NA,NA,NA,NA,15.46386316,NA
AdAd - AaAd,NA,NA,NA,NA,-15.26905353,0.386354842
AaAd - AdAd,NA,NA,NA,NA,15.26905353,-0.386354842
AaAd,36.86,NA,NA,NA,40.30105874,NA
AaAd,134.66,NA,NA,NA,131.3552637,NA
AaAd / AaAd,NA,NA,NA,NA,-0.103339792,NA
AaAd / AaAd,NA,NA,NA,NA,0.567907857,NA
AaAd * AaAd,NA,NA,NA,NA,10502.82403,NA
AaAd + AaAd,NA,NA,NA,NA,171.0588325,NA
AaAd - AaAd,NA,NA,NA,NA,-90.9955732,NA
AaAd - AaAd,NA,NA,NA,NA,90.9955732,NA
AaAd,27.14,NA,NA,NA,27.88862319,NA
AdAd,0.328,NA,NA,NA,NA,0.289732613
AaAd / AdAd,NA,NA,-159.7063051,NA,118.9550852,NA
AdAd / AaAd,NA,NA,NA,NA,-0.005159045,0.009347293
AaAd * AdAd,NA,NA,NA,NA,6.61015435,12.20225323
AaAd + AdAd,NA,NA,NA,-0.292106858,28.0274489,NA
AaAd - AdAd,NA,NA,NA,NA,27.87057612,NA
AdAd - AaAd,NA,NA,NA,NA,-27.87057612,NA
AaAa,47.82,NA,NA,43.53945679,NA,NA
AaAd,14.75,NA,0.156540217,NA,14.90537678,NA
AaAa / AaAd,NA,NA,NA,NA,-31.02528605,NA
