"trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"Aa",0.25,0.239186252195492,NA,NA,NA,NA
"Aa",0.774,0.846493297955691,NA,NA,NA,NA
"Aa / Aa",NA,0.0195800076188985,NA,-0.00444740098953969,NA,NA
"Aa / Aa",NA,-11.1610001151607,NA,6.62080110695567,5.33535101532397,NA
"Aa * Aa",NA,2.85417392734119,NA,NA,NA,NA
"Aa + Aa",NA,1.08571139018994,NA,NA,NA,NA
"Aa - Aa",NA,-0.607430328112843,NA,NA,NA,NA
"Aa - Aa",NA,0.607430328112843,NA,NA,NA,NA
"Aa",0.2635,0.258935706275151,NA,NA,NA,NA
"Aa",0.18,0.177456899239906,NA,NA,NA,NA
"Aa / Aa",NA,0.172966585892273,NA,NA,NA,NA
"Aa / Aa",NA,-0.347676495640762,NA,0.10041655148463,NA,NA
"Aa * Aa",NA,0.30047839220429,NA,0.0327659474796429,NA,NA
"Aa + Aa",NA,0.440836878956202,NA,NA,-0.052627896071267,NA
"Aa - Aa",NA,0.0855722550426228,NA,NA,NA,NA
"Aa - Aa",NA,-0.0855722550426228,NA,NA,NA,NA
"Aa",6.52,5.94458386485874,NA,NA,NA,NA
"Aa",150.125,158.145736457769,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,17308.2328386791,NA,NA,NA,NA
"Aa + Aa",NA,164.361679070061,NA,NA,NA,NA
"Aa - Aa",NA,-151.907343556138,NA,NA,NA,NA
"Aa - Aa",NA,151.907343556138,NA,NA,NA,NA
"Aa",2.522482575,2.45586345735255,NA,0.101647846725312,NA,NA
"Aa",0.2905,0.250324541333101,NA,NA,NA,0.418119616117737
"Aa / Aa",NA,0.124656386873815,-0.0120946239371032,NA,-0.0207105183031141,NA
"Aa / Aa",NA,-2.60515014095788,NA,0.992917643149509,1.02217304912982,NA
"Aa * Aa",NA,49.0871932937058,NA,NA,NA,NA
"Aa + Aa",NA,2.75993906959464,NA,NA,NA,0.37147159305084
"Aa - Aa",NA,2.13308972165742,-0.446927839927276,NA,NA,NA
"Aa - Aa",NA,-2.13308972165742,0.446927839927276,NA,NA,NA
"Aa",1.95,2.0440509444336,NA,NA,NA,NA
"Aa",0.385,0.453673285424794,NA,NA,NA,NA
"Aa / Aa",NA,0.427795857212626,NA,NA,NA,-0.0896865154540302
"Aa / Aa",NA,-0.128729648410554,NA,0.0499064640314677,NA,0.0427501282463199
"Aa * Aa",NA,8.06004055826133,NA,1.07650319184041,NA,NA
"Aa + Aa",NA,2.4866448707255,NA,NA,NA,NA
"Aa - Aa",NA,1.59857536367321,NA,NA,NA,NA
"Aa - Aa",NA,-1.59857536367321,NA,NA,NA,NA
"Aa",0.47,0.470856586254441,NA,NA,NA,NA
"Aa",0.0889800643303025,0.0894626238490309,NA,NA,NA,NA
"Aa / Aa",NA,28.3121706916816,NA,-128.601537417987,-253.488146848435,-114.525124375312
"Aa / Aa",NA,0.0467676045372573,NA,-0.0131094362908095,NA,NA
"Aa * Aa",NA,0.177381295610432,NA,0.0275315771279222,NA,NA
"Aa + Aa",NA,0.560070740462477,NA,NA,NA,NA
"Aa - Aa",NA,0.381639642544506,NA,NA,NA,NA
"Aa - Aa",NA,-0.381639642544506,NA,NA,NA,NA
"Aa",1.7,1.62935084434563,NA,NA,NA,NA
"Aa",3.215,3.00455864197518,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,77.9509047191076,NA,NA,NA,NA
"Aa + Aa",NA,4.68737355229882,NA,NA,NA,NA
"Aa - Aa",NA,-1.31606959755578,NA,NA,NA,NA
"Aa - Aa",NA,1.31606959755578,NA,NA,NA,NA
"Aa",21.8,25.8554082112014,NA,NA,NA,NA
"Aa",3.425,3.29138215304889,NA,-1.64180082894417,0.520926146952151,-1.23251956542884
"Aa / Aa",NA,0.197454933889021,NA,0.158944298622531,NA,NA
"Aa / Aa",NA,-0.00605301314145127,NA,-0.0053061874563901,NA,NA
"Aa * Aa",NA,1413.14005497082,NA,NA,NA,NA
"Aa + Aa",NA,29.2295952956331,NA,NA,NA,NA
"Aa - Aa",NA,22.4340628275212,NA,NA,NA,NA
"Aa - Aa",NA,-22.4340628275212,NA,NA,NA,NA
"Aa",0.385,0.40677214868525,NA,NA,NA,NA
"Aa",5.5,5.77576315896033,NA,NA,NA,NA
"Aa / Aa",NA,0.00452240250970446,NA,NA,0.00360736954157698,NA
"Aa / Aa",NA,-3.84486263379646,NA,1.55356448710294,-4.22928705902038,NA
"Aa * Aa",NA,26.0003901498848,NA,NA,NA,NA
"Aa + Aa",NA,6.1359979274137,NA,NA,NA,NA
"Aa - Aa",NA,-5.43546942152375,NA,NA,1.51327876828208,NA
"Aa - Aa",NA,5.43546942152375,NA,NA,-1.51327876828208,NA
"Aa",1.351,1.22160509695027,NA,-0.428141791155075,NA,-0.558811338785599
"Aa",0.064,0.053410622013482,NA,NA,NA,NA
"Aa / Aa",NA,0.716755336028454,NA,NA,NA,NA
"Aa / Aa",NA,-0.0117080928882117,NA,NA,NA,NA
"Aa * Aa",NA,1.6352574203561,NA,NA,NA,-0.554507360448791
"Aa + Aa",NA,1.27520360185814,NA,NA,NA,-0.545069076950455
"Aa - Aa",NA,1.1682902062548,NA,-0.457923333630488,NA,-0.552510276725623
"Aa - Aa",NA,-1.1682902062548,NA,0.457923333630488,NA,0.552510276725623
"Aa",11.34,10.7812377424884,NA,NA,NA,NA
"Aa",8.46,8.49593140381401,NA,NA,NA,NA
"Aa / Aa",NA,-3.24050265822111,-1.03783541544281,NA,NA,NA
"Aa / Aa",NA,0.0972411401436573,0.0133180671712352,NA,NA,NA
"Aa * Aa",NA,710.663025701775,NA,92.0632142688236,NA,NA
"Aa + Aa",NA,19.2939549691537,NA,NA,NA,NA
"Aa - Aa",NA,2.13985847752473,NA,NA,NA,NA
"Aa - Aa",NA,-2.13985847752473,NA,NA,NA,NA
"Aa",0.25,0.238382774254322,NA,NA,NA,NA
"Aa",1.145,1.0323545425063,NA,NA,NA,NA
"Aa / Aa",NA,-0.03829851691699,NA,NA,NA,NA
"Aa / Aa",NA,0.102500256747851,NA,NA,NA,NA
"Aa * Aa",NA,8.73048730666386,NA,NA,NA,NA
"Aa + Aa",NA,1.28571591076113,NA,NA,NA,NA
"Aa - Aa",NA,-0.795104442346754,NA,NA,NA,NA
"Aa - Aa",NA,0.795104442346754,NA,NA,NA,NA
"Aa",1.405,1.52283934395792,NA,NA,NA,NA
"Aa",0.825,0.823523131316499,NA,NA,NA,NA
"Aa / Aa",NA,72.7447889074908,NA,-533.070416405016,-1066.8125699776,-495.148096346744
"Aa / Aa",NA,0.0217638522180429,NA,NA,NA,NA
"Aa * Aa",NA,31.6052770192755,NA,1.63656733932971,NA,NA
"Aa + Aa",NA,2.34977545207757,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa",0.2635,0.269182554979368,NA,NA,NA,NA
"Aa",0.865,0.914171946970115,NA,NA,NA,NA
"Aa / Aa",NA,0.0310220795165912,NA,NA,NA,NA
"Aa / Aa",NA,-1.21241758201488,NA,NA,NA,NA
"Aa * Aa",NA,1.41529967553054,NA,0.290245413428724,NA,NA
"Aa + Aa",NA,1.17903742810826,NA,NA,NA,NA
"Aa - Aa",NA,-0.649804893468121,NA,NA,NA,NA
"Aa - Aa",NA,0.649804893468121,NA,NA,NA,NA
"Aa",0.850000000000001,1.19989513031145,NA,NA,NA,NA
"Aa",59.05,58.9057268141772,NA,NA,NA,NA
"Aa / Aa",NA,0.520330090460281,NA,-3.07295213951627,-6.12222143193282,-2.80081147797931
"Aa / Aa",NA,3.00795157878169,NA,NA,NA,NA
"Aa * Aa",NA,1153.18043311945,NA,52.5220836777751,NA,NA
"Aa + Aa",NA,60.1229595954516,NA,NA,NA,NA
"Aa - Aa",NA,-57.6940838760024,NA,NA,NA,NA
"Aa - Aa",NA,57.6940838760024,NA,NA,NA,NA
"Aa",0.0425,0.0270565566062672,NA,NA,NA,NA
"Aa",4.8,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,-3.55894032211102,NA,NA,NA,NA
"Aa * Aa",NA,NA,NA,NA,NA,NA
"Aa + Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa",44,44.7536488610258,NA,NA,NA,NA
"Aa",2.385,2.26462230315509,NA,NA,NA,NA
"Aa / Aa",NA,1.62762721043304,NA,NA,NA,NA
"Aa / Aa",NA,-0.0250011807783466,NA,NA,NA,NA
"Aa * Aa",NA,1034.49155721767,NA,NA,NA,-87.0136892497256
"Aa + Aa",NA,46.8889334271244,NA,NA,NA,NA
"Aa - Aa",NA,42.6127306568046,NA,NA,NA,NA
"Aa - Aa",NA,-42.6127306568046,NA,NA,NA,NA
"Aa",8.9,9.02361342666029,NA,NA,NA,NA
"Aa",17.375,17.4327154897255,NA,NA,NA,NA
"Aa / Aa",NA,-0.0716774373609352,NA,NA,NA,NA
"Aa / Aa",NA,0.122488331242092,NA,NA,NA,NA
"Aa * Aa",NA,1319.35190250826,NA,NA,NA,NA
"Aa + Aa",NA,26.6466318243133,NA,NA,NA,NA
"Aa - Aa",NA,-8.3139578648126,NA,NA,NA,NA
"Aa - Aa",NA,8.3139578648126,NA,NA,NA,NA
"Aa",13.555,13.7732535000114,NA,NA,NA,NA
"Aa",14.1,14.1126638508656,NA,NA,NA,NA
"Aa / Aa",NA,2.02872902910516,NA,NA,NA,NA
"Aa / Aa",NA,0.499228833953559,NA,-0.216774870509491,-0.187799245386871,NA
"Aa * Aa",NA,496.780487198602,NA,183.801877223697,NA,NA
"Aa + Aa",NA,27.8367384325205,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa",2,2.78876615076699,NA,NA,NA,NA
"Aa",1.55,1.56902000529174,NA,NA,NA,NA
"Aa / Aa",NA,-52.0410274949115,NA,41.1114469412359,61.3979436305955,NA
"Aa / Aa",NA,0.0271567160879157,NA,-0.0012958275403361,NA,NA
"Aa * Aa",NA,90.0264272873975,NA,NA,5.40962417691616,NA
"Aa + Aa",NA,4.34759492890446,NA,NA,NA,NA
"Aa - Aa",NA,0.960595351123483,NA,NA,NA,NA
"Aa - Aa",NA,-0.960595351123483,NA,NA,NA,NA
"Aa",1.2557302385,1.26057792420286,NA,-0.0320495738968078,NA,NA
"Aa",1.788,1.62438160621879,NA,NA,NA,NA
"Aa / Aa",NA,0.2244470022771,NA,-0.0526995112428764,NA,NA
"Aa / Aa",NA,13.0845478468054,NA,49.6687619069036,-97.26765056992,43.4241838296913
"Aa * Aa",NA,7.21180227314305,NA,1.72487752793627,NA,NA
"Aa + Aa",NA,2.87960103072451,NA,NA,NA,NA
"Aa - Aa",NA,-0.369617877555147,NA,NA,NA,NA
"Aa - Aa",NA,0.369617877555147,NA,NA,NA,NA
"Aa",7.07,7.09347714869495,NA,NA,NA,NA
"Aa",0.35657932,0.354874151621095,NA,NA,NA,NA
"Aa / Aa",NA,-1.71981514503574,NA,NA,NA,NA
"Aa / Aa",NA,0.00189001360931747,NA,NA,NA,NA
"Aa * Aa",NA,36.9541687572052,NA,NA,NA,NA
"Aa + Aa",NA,7.47120558695144,NA,NA,NA,NA
"Aa - Aa",NA,6.71470578276877,NA,NA,NA,NA
"Aa - Aa",NA,-6.71470578276877,NA,NA,NA,NA
"Aa",9.878,10.0296125797884,NA,NA,NA,NA
"Aa",0.1495,0.122098292752831,NA,NA,NA,NA
"Aa / Aa",NA,2.12655418015089,NA,NA,NA,-0.893879162891076
"Aa / Aa",NA,-0.00264190928610591,NA,NA,NA,NA
"Aa * Aa",NA,39.6487043641179,NA,NA,NA,NA
"Aa + Aa",NA,10.1722816657798,NA,NA,NA,NA
"Aa - Aa",NA,9.88844978017503,NA,NA,NA,NA
"Aa - Aa",NA,-9.88844978017503,NA,NA,NA,NA
"Aa",38.5,36.4314420047038,NA,NA,NA,NA
"Aa",2,1.92163571969534,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,-0.00267479824186132,NA,NA,NA,NA
"Aa * Aa",NA,946.211504247087,NA,NA,NA,NA
"Aa + Aa",NA,38.4006092327081,NA,NA,NA,NA
"Aa - Aa",NA,34.4530683553564,NA,NA,NA,NA
"Aa - Aa",NA,-34.4530683553564,NA,NA,NA,NA
"Aa",6207.5,6619.35140461466,NA,NA,NA,NA
"Aa",3.55,3.96123371280029,NA,NA,-2.24708706776467,NA
"Aa / Aa",NA,179.189451829309,NA,NA,NA,NA
"Aa / Aa",NA,-0.000791817318134567,NA,0.000358017436465445,NA,NA
"Aa * Aa",NA,222009.851659891,NA,NA,NA,NA
"Aa + Aa",NA,6622.93394720561,NA,NA,NA,NA
"Aa - Aa",NA,6615.7696034352,NA,NA,NA,NA
"Aa - Aa",NA,-6615.7696034352,NA,NA,NA,NA
"Aa",3.72,3.76186177682526,NA,NA,NA,NA
"Aa",27.75,29.4798891505776,NA,NA,NA,NA
"Aa / Aa",NA,-0.0571561607425713,NA,NA,NA,NA
"Aa / Aa",NA,0.444532523621323,NA,NA,NA,NA
"Aa * Aa",NA,1717.71247325025,NA,NA,NA,NA
"Aa + Aa",NA,33.3419520137277,NA,NA,NA,NA
"Aa - Aa",NA,-25.5570994382727,NA,NA,NA,NA
"Aa - Aa",NA,25.5570994382727,NA,NA,NA,NA
"Aa",20.4,17.6747716765392,NA,NA,NA,NA
"Aa",4.79,4.92502261003858,NA,NA,NA,NA
"Aa / Aa",NA,-5.95246118608897,NA,NA,NA,NA
"Aa / Aa",NA,0.0307153540817497,NA,NA,NA,NA
"Aa * Aa",NA,733.183422952727,NA,NA,NA,NA
"Aa + Aa",NA,22.6547390506225,NA,NA,NA,NA
"Aa - Aa",NA,12.6891647183733,NA,NA,NA,NA
"Aa - Aa",NA,-12.6891647183733,NA,NA,NA,NA
"Aa",3.9,4.15701110118999,NA,NA,-1.71468460372314,NA
"Aa",24,24.1169969102409,NA,NA,NA,NA
"Aa / Aa",NA,-0.158175974758828,NA,0.0777149750731438,NA,NA
"Aa / Aa",NA,1.35684347082747,NA,-0.427133316090995,NA,NA
"Aa * Aa",NA,358.31707348409,NA,107.896668607205,-48.7856393841228,NA
"Aa + Aa",NA,28.0825309651668,NA,NA,NA,NA
"Aa - Aa",NA,-20.3242981237922,NA,NA,NA,NA
"Aa - Aa",NA,20.3242981237922,NA,NA,NA,NA
"Aa",0.9,1.209019773345,NA,0.779951491944849,NA,NA
"Aa",220.4,221.901289908607,NA,NA,NA,NA
"Aa / Aa",NA,-0.0327030045716341,NA,0.0184548979319071,0.0223779089851862,NA
"Aa / Aa",NA,9.75203868867443,NA,-2.21917665910863,NA,-1.64072150251486
"Aa * Aa",NA,5052.9144133842,NA,NA,NA,NA
"Aa + Aa",NA,223.232205232346,NA,NA,NA,NA
"Aa - Aa",NA,-220.556942478974,NA,NA,NA,NA
"Aa - Aa",NA,220.556942478974,NA,NA,NA,NA
"Aa",30.75,30.1290485317412,NA,NA,NA,NA
"Aa",12.375,10.1749507643745,NA,NA,3.08848270928545,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,3019.56376695441,NA,NA,NA,NA
"Aa + Aa",NA,39.7278637381957,NA,NA,NA,NA
"Aa - Aa",NA,20.1749906729054,NA,NA,NA,NA
"Aa - Aa",NA,-20.1749906729054,NA,NA,NA,NA
"Aa",0.06,0.0566235407213692,NA,NA,NA,NA
"Aa",0.0485,0.0482138342390506,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,0.0299357185493391,NA,NA,NA,NA
"Aa + Aa",NA,0.105643318931385,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa",0.09,0.0808119365109327,NA,NA,0.149460842373059,0.0169779818303087
"Aa",34.064761905,34.339888075702,NA,NA,NA,NA
"Aa / Aa",NA,0.0256529699055477,NA,NA,NA,NA
"Aa / Aa",NA,-34.112625587341,NA,NA,-3.67260793713955,NA
"Aa * Aa",NA,-35.5416340855029,NA,NA,6.87635743821625,NA
"Aa + Aa",NA,34.4258044902801,NA,NA,NA,NA
"Aa - Aa",NA,-34.2538263817289,NA,NA,NA,NA
"Aa - Aa",NA,34.2538263817289,NA,NA,NA,NA
"Aa",4.8,4.71205146754162,NA,NA,0.628153241854549,NA
"Aa",0.8125,0.812172632645577,NA,NA,NA,NA
"Aa / Aa",NA,11.6547082733477,NA,-29.2695319450918,-56.387148823369,-23.8422253029619
"Aa / Aa",NA,0.0613093633226466,NA,-0.0305189309481151,-0.0236156176234746,NA
"Aa * Aa",NA,11.5619927145083,NA,3.82385751381073,NA,NA
"Aa + Aa",NA,5.51640211434035,NA,NA,0.670212319563701,NA
"Aa - Aa",NA,3.90841115256529,NA,NA,0.580472094150637,NA
"Aa - Aa",NA,-3.90841115256529,NA,NA,-0.580472094150637,NA
"Aa",10.25,9.88315826640541,NA,NA,NA,NA
"Aa",113.875,110.110037443086,NA,NA,NA,NA
"Aa / Aa",NA,0.00979381180139491,NA,NA,NA,NA
"Aa / Aa",NA,-10.3869650932998,NA,NA,NA,NA
"Aa * Aa",NA,8980.55400494202,NA,NA,NA,NA
"Aa + Aa",NA,120.155855827222,NA,NA,NA,NA
"Aa - Aa",NA,-100.065155528651,NA,NA,NA,NA
"Aa - Aa",NA,100.065155528651,NA,NA,NA,NA
"Aa",9.15,10.7009480706973,NA,NA,NA,NA
"Aa",0.765,0.745842966918506,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,-0.00247457430883836,NA,NA,NA,NA
"Aa * Aa",NA,82.3147229077571,NA,NA,NA,NA
"Aa + Aa",NA,11.4835682170409,NA,NA,NA,NA
"Aa - Aa",NA,9.90389445250506,NA,NA,NA,NA
"Aa - Aa",NA,-9.90389445250506,NA,NA,NA,NA
"Aa",2.61,2.60935930057116,NA,NA,NA,NA
"Aa",46.97,49.4830874530333,-1.93027165705036,NA,-17.2087125623407,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa / Aa",NA,NA,NA,NA,NA,NA
"Aa * Aa",NA,817.5455628585,NA,93.5651436799793,-207.245875871398,NA
"Aa + Aa",NA,52.168904046951,-1.83672445449598,NA,-18.0252416964694,NA
"Aa - Aa",NA,-46.8110935665622,1.67899342708564,NA,16.465463778087,NA
"Aa - Aa",NA,46.8110935665622,-1.67899342708564,NA,-16.465463778087,NA
"Aa",0.1455,0.144128545513221,NA,NA,NA,NA
"Aa",0.3214285715,0.320612597576812,NA,NA,NA,NA
"Aa / Aa",NA,-1.56716720085918,NA,NA,NA,NA
"Aa / Aa",NA,0.287621260782453,NA,NA,NA,NA
"Aa * Aa",NA,0.346770141899735,-0.0606893635194716,NA,NA,NA
"Aa + Aa",NA,0.463918982780436,NA,NA,NA,NA
"Aa - Aa",NA,-0.183003959605273,NA,NA,0.0631765207189656,NA
"Aa - Aa",NA,0.183003959605273,NA,NA,-0.0631765207189656,NA
"Aa",8.4,8.53972446591817,NA,NA,NA,NA
"Aa",4.065,3.86326174069248,NA,0.612790578825252,NA,NA
"Aa / Aa",NA,0.206556180521844,NA,NA,NA,NA
"Aa / Aa",NA,-1.20515877770803,NA,0.365020048978097,NA,NA
"Aa * Aa",NA,337.303429216968,NA,58.9427961110852,NA,NA
"Aa + Aa",NA,12.3305311825757,NA,1.12969292447638,NA,NA
"Aa - Aa",NA,4.57374743260713,NA,NA,NA,NA
"Aa - Aa",NA,-4.57374743260713,NA,NA,NA,NA
"Aa",14.025,14.1469560323195,NA,NA,NA,NA
"Aa",4095.5,3853.07961740764,NA,NA,NA,NA
"Aa / Aa",NA,-0.000704607969351671,NA,NA,NA,NA
"Aa / Aa",NA,18.6435680091664,NA,NA,NA,NA
"Aa * Aa",NA,502517.134784255,NA,NA,NA,NA
"Aa + Aa",NA,3866.77809102926,NA,NA,NA,NA
"Aa - Aa",NA,-3839.38972470577,NA,NA,NA,NA
"Aa - Aa",NA,3839.38972470577,NA,NA,NA,NA
"Aa",8.15,8.05855819059763,NA,NA,NA,NA
"Aa",10.05,9.30679310840832,NA,NA,NA,NA
"Aa / Aa",NA,0.0873924693109966,NA,NA,NA,NA
"Aa / Aa",NA,-0.663284171501548,NA,0.211601264304708,NA,NA
"Aa * Aa",NA,588.281037222722,NA,NA,NA,NA
"Aa + Aa",NA,17.2855860688349,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa - Aa",NA,NA,NA,NA,NA,NA
"Aa",0.7891115945,0.791038649617742,NA,NA,NA,NA
"Aa",48.5,49.4300695884641,NA,NA,NA,NA
"Aa / Aa",NA,0.00391806968316274,NA,-0.000817074323753821,NA,NA
"Aa / Aa",NA,315.255560114869,NA,-1697.57255948565,2691.30551402877,-2098.67932337613
"Aa * Aa",NA,160.967510385644,NA,39.2913511231009,NA,NA
"Aa + Aa",NA,50.2188605320042,NA,NA,NA,NA
"Aa - Aa",NA,-48.6412785837733,NA,NA,NA,NA
"Aa - Aa",NA,48.6412785837733,NA,NA,NA,NA
"Aa",1.62,1.75149310696406,NA,NA,NA,NA
"Aa",10.195,10.4711651852076,NA,NA,NA,NA
"Aa / Aa",NA,-0.293689194819259,NA,0.133751477595914,0.143538353540998,NA
"Aa / Aa",NA,0.495320989870118,NA,NA,NA,NA
"Aa * Aa",NA,207.633495156439,NA,NA,NA,NA
"Aa + Aa",NA,12.2859184026498,NA,NA,NA,NA
"Aa - Aa",NA,-8.89254870368846,NA,NA,1.31702812600601,NA
"Aa - Aa",NA,8.89254870368846,NA,NA,-1.31702812600601,NA
"Aa",179.25,191.043795873096,NA,NA,NA,NA
"Aa",41562.421875,41243.8624055738,NA,NA,NA,NA
"Aa / Aa",NA,0.0223504312471266,NA,0.141999889966676,0.250609881703661,0.163927965862878
"Aa / Aa",NA,45.6650707386194,NA,-9.53282274658218,NA,NA
"Aa * Aa",NA,38683309.0754396,NA,7867318.19286593,NA,NA
"Aa + Aa",NA,41430.7827183412,NA,NA,NA,NA
"Aa - Aa",NA,-41056.1555339546,NA,NA,NA,NA
"Aa - Aa",NA,41056.1555339546,NA,NA,NA,NA
"Aa",0.825,0.865351582525203,NA,NA,NA,NA
"Aa",0.213,0.203837198404473,NA,NA,0.0158509722943825,0.0145639958290647
"Aa / Aa",NA,0.498055050181356,NA,NA,NA,NA
"Aa / Aa",NA,-0.0340437796308165,NA,NA,NA,NA
"Aa * Aa",NA,0.557769469177529,NA,0.17000638100693,NA,NA
"Aa + Aa",NA,1.07035111630362,NA,NA,NA,NA
"Aa - Aa",NA,0.658888241505251,NA,NA,NA,NA
"Aa - Aa",NA,-0.658888241505251,NA,NA,NA,NA
"Aa",2.88,2.61954280657124,NA,NA,NA,NA
"Aa",0.1455,0.173631812145949,NA,NA,NA,NA
"Aa / Aa",NA,-5.02751471893689,NA,NA,NA,0.944741527096047
"Aa / Aa",NA,0.00288544126963779,-0.000790768106272221,NA,NA,NA
"Aa * Aa",NA,8.79424865410347,NA,NA,NA,NA
"Aa + Aa",NA,2.79797106946564,NA,NA,NA,NA
"Aa - Aa",NA,2.4414821406929,NA,NA,NA,NA
"Aa - Aa",NA,-2.4414821406929,NA,NA,NA,NA
"Aa",0.25,0.27875159560592,NA,NA,NA,NA
"Aa",270,282.225150966614,NA,NA,NA,NA
"Aa / Aa",NA,2.20356965546788e-05,NA,NA,NA,NA
"Aa / Aa",NA,-49.4813101266678,NA,NA,NA,NA
"Aa * Aa",NA,434.326725865306,NA,109.696835946273,-53.112241217543,NA
"Aa + Aa",NA,282.496381795699,NA,NA,NA,NA
"Aa - Aa",NA,-281.953941079269,NA,NA,NA,NA
"Aa - Aa",NA,281.953941079269,NA,NA,NA,NA
"Aa",0.25,0.225624898354494,NA,NA,NA,NA
"Aa",1.7,1.67146712845153,NA,NA,NA,NA
"Aa / Aa",NA,-1.87324635540962,NA,NA,NA,NA
"Aa / Aa",NA,0.266574847170746,NA,NA,NA,NA
"Aa * Aa",NA,10.6260112861622,NA,NA,NA,0.612460092378739
"Aa + Aa",NA,1.92523851962602,NA,NA,NA,NA
"Aa - Aa",NA,-1.45234832655685,NA,NA,NA,NA
"Aa - Aa",NA,1.45234832655685,NA,NA,NA,NA
"Aa",22.75,21.8453009438751,NA,NA,NA,NA
"Aa",0.7485,0.756121359900632,NA,NA,NA,NA
"Aa / Aa",NA,-12.3310842182883,NA,4.76906057558311,NA,NA
"Aa / Aa",NA,0.00474390725507601,0.00161359905619766,NA,NA,NA
"Aa * Aa",NA,70.2164181477675,NA,8.81618957894909,NA,NA
"Aa + Aa",NA,22.6126452070092,NA,NA,NA,NA
"Aa - Aa",NA,21.0784865329897,NA,NA,NA,NA
"Aa - Aa",NA,-21.0784865329897,NA,NA,NA,NA
"Aa",1.855,2.03556165936323,NA,NA,NA,NA
"Aa",193,173.624851890737,NA,NA,NA,NA
"Aa / Aa",NA,-0.00287218558257124,NA,NA,NA,NA
"Aa / Aa",NA,3.21604619116241,NA,NA,NA,NA
"Aa * Aa",NA,7954.57763592595,NA,NA,NA,NA
"Aa + Aa",NA,175.597372890275,NA,NA,NA,NA
"Aa - Aa",NA,-171.663132117421,NA,NA,NA,NA
"Aa - Aa",NA,171.663132117421,NA,NA,NA,NA
"Aa",0.14555,0.153778593484152,NA,NA,NA,NA
"Aa",1.5,1.54196055129207,NA,NA,NA,NA
"Aa / Aa",NA,0.00270644462195862,NA,-0.00145337342919173,NA,NA
"Aa / Aa",NA,-3.48390945006232,NA,2.09252187046941,NA,NA
"Aa * Aa",NA,6.87925766959409,NA,NA,NA,NA
"Aa + Aa",NA,1.68620148584914,NA,NA,NA,NA
"Aa - Aa",NA,-1.37209222512302,NA,NA,NA,NA
"Aa - Aa",NA,1.37209222512302,NA,NA,NA,NA
"Aa",24.1,27.127099684491,NA,NA,9.50436667662919,NA
"Aa",1.19,1.36391316872943,NA,NA,NA,NA
"Aa / Aa",NA,-1.98978660971458,NA,NA,NA,NA
"Aa / Aa",NA,0.00192165848906396,NA,NA,NA,NA
"Aa * Aa",NA,388.00383707333,NA,NA,NA,NA
"Aa + Aa",NA,28.4685291021968,NA,NA,9.3560103716344,NA
"Aa - Aa",NA,25.796237855885,NA,NA,9.59269210748982,NA
"Aa - Aa",NA,-25.796237855885,NA,NA,-9.59269210748982,NA
"Aa",12.465,12.7035342998069,NA,NA,NA,NA
"Aa",0.0514999999999999,0.0578847853031548,NA,NA,NA,NA
"Aa / Aa",NA,8.75788483809003,NA,NA,NA,NA
"Aa / Aa",NA,-0.00160196153529252,NA,NA,NA,NA
"Aa * Aa",NA,16.6333426506331,NA,NA,NA,NA
"Aa + Aa",NA,12.7581497169341,NA,NA,NA,NA
"Aa - Aa",NA,12.6488287895309,NA,NA,NA,NA
"Aa - Aa",NA,-12.6488287895309,NA,NA,NA,NA
"Aa",2.125,1.99280289021494,NA,NA,NA,NA
"Aa",1.0885,1.10754503401511,NA,NA,NA,NA
"Aa / Aa",NA,-4.90356370685731,NA,2.85115779114632,3.37080046431199,NA
"Aa / Aa",NA,0.0758419082906029,NA,-0.0133557450428575,NA,NA
