"","a","d","aa","ad","dd","NA"
"1. / 2.",0.075,0.553125,0.896875,0.390625,0.496875,0.028125
"2. / 1.",0.0625,0.48125,0.878125,0.396875,0.575,0.034375
"1. * 2.",0.046875,0.284375,0.9375,0.390625,0.38125,0
"1. + 2.",0.065625,0.08125,0.815625,0.315625,0.24375,0.003125
"1. - 2.",0.06875,0.1,0.79375,0.328125,0.228125,0.034375
"2. - 1.",0.06875,0.1,0.79375,0.328125,0.228125,0.034375
