"","gen1","gen2","gen3","gen4","gen5","gen6","gen7","gen8","gen9","gen10","gen11","gen12","gen13","gen14","gen15","gen16","gen17","gen18","gen19","gen20","gen21","gen22","gen23","gen24","gen25","gen26","gen27","gen28","gen29","gen30","gen31","gen32","gen33","gen34","gen35","gen36","gen37","gen38","gen39","gen40","gen41","gen42","gen43","gen44","gen45","gen46","gen47","gen48","gen49","gen50","gen51","gen52","gen53","gen54","gen55","gen56","gen57","gen58","gen59","gen60","gen61","gen62","gen63","gen64","gen65","gen66","gen67","gen68","gen69","gen70","gen71","gen72","gen73","gen74","gen75","gen76","gen77","gen78","gen79","gen80","gen81","gen82","gen83","gen84","gen85","gen86","gen87","gen88","gen89","gen90","gen91","gen92","gen93","gen94","gen95","gen96","gen97","gen98","gen99","gen100"
"rep11",9.439604375,9.444035375,9.450998375,9.44743775,9.444351875,9.462788,9.46326275,9.458910875,9.465953,9.450840125,9.467931125,9.472203875,9.47117525,9.4732325,9.47560625,9.4656365,9.4827275,9.466586,9.47972075,9.482806625,9.483123125,9.477109625,9.48130325,9.471570875,9.477109625,9.481065875,9.475368875,9.481698875,9.481065875,9.48431,9.47845475,9.48431,9.477267875,9.482015375,9.48984875,9.4789295,9.483439625,9.476160125,9.48763325,9.49048175,9.480432875,9.4801955,9.47908775,9.470463125,9.48067025,9.4738655,9.484863875,9.4827275,9.4909565,9.485338625,9.473549,9.49522925,9.48003725,9.47750525,9.475052375,9.482806625,9.476634875,9.474894125,9.485496875,9.4839935,9.477426125,9.489374,9.47750525,9.476793125,9.4808285,9.473153375,9.486842,9.484072625,9.478375625,9.4757645,9.479008625,9.480591125,9.480591125,9.4877915,9.47307425,9.4947545,9.47908775,9.484705625,9.484389125,9.4763975,9.492776375,9.472836875,9.484943,9.501005375,9.480907625,9.493092875,9.488345375,9.47750525,9.481145,9.48225275,9.488187125,9.479483375,9.476634875,9.476951375,9.475843625,9.475448,9.48858275,9.484705625,9.476714,9.484389125
"rep12",9.438101,9.43034675,9.43730975,9.459543875,9.452422625,9.452027,9.444193625,9.457328375,9.444351875,9.465873875,9.476081,9.464449625,9.469355375,9.46801025,9.47718875,9.47908775,9.470384,9.47750525,9.479958125,9.488978375,9.48383525,9.47149175,9.468089375,9.486762875,9.471887375,9.476001875,9.49064,9.48288575,9.48431,9.485496875,9.48351875,9.493251125,9.482806625,9.47275775,9.488345375,9.477742625,9.48288575,9.472283,9.489374,9.4846265,9.473549,9.479008625,9.474261125,9.49364675,9.491826875,9.462708875,9.4858925,9.474815,9.479799875,9.47592275,9.47370725,9.474182,9.487237625,9.49064,9.477109625,9.481382375,9.50029325,9.492539,9.49016525,9.48351875,9.4852595,9.473944625,9.475448,9.481698875,9.4858925,9.481065875,9.483439625,9.484547375,9.48605075,9.48573425,9.47798,9.493884125,9.48383525,9.48921575,9.48003725,9.4700675,9.47877125,9.47877125,9.476081,9.48953225,9.484943,9.479483375,9.487079375,9.4820945,9.47877125,9.4656365,9.484547375,9.48794975,9.488028875,9.47845475,9.482173625,9.47940425,9.476081,9.475210625,9.47244125,9.497603,9.488108,9.47798,9.470937875,9.48383525
"rep13",9.434382125,9.43256225,9.438734,9.442611125,9.435964625,9.44996975,9.458357,9.45471725,9.46895975,9.4624715,9.46579475,9.472836875,9.484389125,9.476476625,9.475210625,9.47718875,9.4827275,9.481857125,9.483123125,9.48003725,9.472045625,9.483439625,9.487870625,9.479008625,9.4770305,9.48700025,9.487870625,9.4732325,9.488503625,9.480749375,9.48351875,9.480116375,9.49269725,9.48921575,9.487079375,9.478533875,9.497523875,9.487475,9.479008625,9.483597875,9.46959275,9.47750525,9.484389125,9.4915895,9.492143375,9.4972865,9.47528975,9.4744985,9.4839935,9.479166875,9.479246,9.482015375,9.482490125,9.467614625,9.4776635,9.47798,9.48320225,9.490560875,9.484705625,9.482964875,9.48098675,9.485338625,9.472283,9.484943,9.4719665,9.47022575,9.485971625,9.478059125,9.483123125,9.471887375,9.48446825,9.4852595,9.489136625,9.484943,9.492459875,9.482490125,9.4909565,9.47845475,9.47497325,9.475527125,9.484389125,9.48573425,9.48431,9.47592275,9.4820945,9.479483375,9.474182,9.486288125,9.4827275,9.488661875,9.493409375,9.47972075,9.479483375,9.477347,9.48431,9.4789295,9.477347,9.480274625,9.47307425,9.49333025
"rep14",9.4339865,9.45535025,9.456853625,9.455904125,9.45788225,9.46136375,9.45724925,9.459227375,9.46611125,9.47877125,9.47655575,9.470304875,9.479879,9.476081,9.489453125,9.471254375,9.48541775,9.469513625,9.479641625,9.4865255,9.484863875,9.480274625,9.47370725,9.476634875,9.46579475,9.47908775,9.478850375,9.486129875,9.48731675,9.483756125,9.489453125,9.483597875,9.48320225,9.49427975,9.4795625,9.4827275,9.488187125,9.474102875,9.495308375,9.478692125,9.482411,9.4833605,9.481540625,9.48541775,9.4865255,9.48288575,9.48826625,9.492618125,9.47402375,9.478692125,9.488741,9.47908775,9.48067025,9.480749375,9.488187125,9.4782965,9.485576,9.480749375,9.491352125,9.496257875,9.48700025,9.479166875,9.488661875,9.491273,9.48415175,9.482173625,9.489374,9.481382375,9.489769625,9.487712375,9.475210625,9.47560625,9.4934885,9.48541775,9.482015375,9.4890575,9.477109625,9.480432875,9.481224125,9.488741,9.491193875,9.476951375,9.48668375,9.481145,9.478850375,9.47339075,9.483123125,9.48668375,9.476951375,9.48446825,9.492301625,9.495308375,9.481778,9.47687225,9.485180375,9.46484525,9.48605075,9.47180825,9.46959275,9.4871585
"rep15",9.44395625,9.436439375,9.444193625,9.449732375,9.455271125,9.45661625,9.462550625,9.45250175,9.44902025,9.44996975,9.46262975,9.46832675,9.461601125,9.472203875,9.4713335,9.472916,9.469038875,9.47434025,9.462550625,9.470146625,9.4776635,9.470384,9.47972075,9.4827275,9.488345375,9.483281375,9.472995125,9.477900875,9.473944625,9.475210625,9.476634875,9.480512,9.479879,9.477267875,9.47845475,9.469197125,9.485813375,9.4814615,9.494358875,9.4903235,9.481778,9.4814615,9.485338625,9.487395875,9.47877125,9.48288575,9.477900875,9.478059125,9.47908775,9.480512,9.475368875,9.489453125,9.4808285,9.492776375,9.48668375,9.469513625,9.47877125,9.470621375,9.489769625,9.4871585,9.485576,9.4846265,9.48431,9.4896905,9.480907625,9.490402625,9.482806625,9.483281375,9.47877125,9.48161975,9.4732325,9.48383525,9.474577625,9.489453125,9.4776635,9.480116375,9.489294875,9.4915895,9.476476625,9.476081,9.472836875,9.478533875,9.49681175,9.48415175,9.496416125,9.4795625,9.474815,9.477347,9.48098675,9.48731675,9.486209,9.492934625,9.482331875,9.4801955,9.4903235,9.4827275,9.490244375,9.48288575,9.481778,9.479879
"rep16",9.440633,9.44965325,9.442452875,9.439762625,9.4542425,9.445143125,9.455904125,9.457091,9.46674425,9.4567745,9.45313475,9.468405875,9.46611125,9.4580405,9.47244125,9.473469875,9.46990925,9.476001875,9.47165,9.475527125,9.47718875,9.477742625,9.487712375,9.47244125,9.488741,9.48383525,9.48541775,9.4757645,9.485338625,9.472995125,9.486288125,9.474735875,9.471887375,9.48288575,9.472362125,9.49016525,9.48256925,9.4833605,9.4782965,9.488028875,9.484547375,9.4808285,9.47497325,9.4884245,9.48668375,9.47813825,9.479246,9.488503625,9.489769625,9.47813825,9.470779625,9.47798,9.483597875,9.479879,9.482411,9.480432875,9.47465675,9.489611375,9.486604625,9.47940425,9.481065875,9.474894125,9.48984875,9.474182,9.48067025,9.4852595,9.482411,9.48256925,9.47798,9.49048175,9.486209,9.485655125,9.487395875,9.479483375,9.474577625,9.48541775,9.486129875,9.47528975,9.48225275,9.478375625,9.491193875,9.47560625,9.4776635,9.493172,9.492301625,9.4808285,9.482806625,9.486129875,9.47244125,9.475210625,9.470146625,9.4757645,9.478059125,9.4884245,9.493805,9.469988375,9.471887375,9.48288575,9.475685375,9.48067025
"rep17",9.438654875,9.45028625,9.440870375,9.454638125,9.45503375,9.44933675,9.45028625,9.45851525,9.462075875,9.46927625,9.469197125,9.464133125,9.470937875,9.47085875,9.466823375,9.477347,9.470937875,9.474894125,9.47908775,9.47149175,9.481857125,9.468089375,9.47117525,9.467772875,9.48193625,9.475368875,9.478533875,9.475368875,9.479641625,9.482331875,9.471254375,9.485655125,9.481224125,9.479166875,9.476951375,9.473786375,9.48858275,9.492539,9.47655575,9.485813375,9.49048175,9.478059125,9.49744475,9.47339075,9.4852595,9.478533875,9.4839935,9.479246,9.481382375,9.472995125,9.477347,9.49301375,9.48826625,9.472203875,9.4650035,9.478059125,9.47845475,9.478217375,9.482648375,9.481065875,9.4896905,9.475368875,9.48067025,9.490086125,9.482964875,9.4852595,9.4877915,9.49016525,9.487237625,9.489136625,9.477742625,9.4801955,9.483439625,9.469671875,9.482173625,9.4909565,9.48351875,9.479483375,9.478533875,9.4953875,9.470463125,9.484547375,9.46801025,9.4947545,9.472916,9.494042375,9.475527125,9.491906,9.4795625,9.485655125,9.478375625,9.494991875,9.488661875,9.479325125,9.491193875,9.476951375,9.484230875,9.488108,9.483439625,9.483756125
"rep18",9.443560625,9.431850125,9.447675125,9.454796375,9.446567375,9.45408425,9.453530375,9.458752625,9.46452875,9.460018625,9.466981625,9.478059125,9.469038875,9.47370725,9.467852,9.48763325,9.485576,9.48446825,9.481540625,9.476318375,9.4751315,9.47402375,9.47560625,9.481778,9.4795625,9.4839935,9.482648375,9.4795625,9.4947545,9.485496875,9.465715625,9.48193625,9.486129875,9.486604625,9.486209,9.481778,9.4808285,9.485338625,9.482490125,9.4782965,9.49079825,9.499106375,9.48478475,9.4732325,9.481145,9.476001875,9.489453125,9.478375625,9.48193625,9.4846265,9.485655125,9.4827275,9.494833625,9.47972075,9.47750525,9.489769625,9.48035375,9.485971625,9.47623925,9.47655575,9.48763325,9.49712825,9.483597875,9.485576,9.48446825,9.484389125,9.479958125,9.483123125,9.487079375,9.482173625,9.481857125,9.47244125,9.482411,9.483439625,9.484230875,9.478059125,9.48193625,9.491273,9.476318375,9.48130325,9.47798,9.4833605,9.48573425,9.481698875,9.4770305,9.4782965,9.4941215,9.48889925,9.483756125,9.491193875,9.492618125,9.49427975,9.4814615,9.485180375,9.479325125,9.477267875,9.483123125,9.475210625,9.483914375,9.48288575
"rep19",9.439920875,9.44933675,9.4396835,9.4485455,9.45471725,9.455587625,9.44838725,9.462155,9.4744985,9.455192,9.462867125,9.46231325,9.466823375,9.47528975,9.46579475,9.485180375,9.480591125,9.48225275,9.48288575,9.494675375,9.469038875,9.481224125,9.481065875,9.486921125,9.481065875,9.479483375,9.488108,9.48984875,9.480512,9.48320225,9.4884245,9.488661875,9.48067025,9.488345375,9.482490125,9.48636725,9.48130325,9.4801955,9.4890575,9.48541775,9.491352125,9.486446375,9.47085875,9.491035625,9.484705625,9.491193875,9.483597875,9.483281375,9.483914375,9.486842,9.4852595,9.485180375,9.477426125,9.470146625,9.487079375,9.495466625,9.479799875,9.48193625,9.483123125,9.480591125,9.494438,9.47940425,9.486762875,9.475368875,9.49554575,9.474261125,9.49064,9.485655125,9.484230875,9.479483375,9.481382375,9.486446375,9.493884125,9.478059125,9.477742625,9.491352125,9.48320225,9.501638375,9.491193875,9.4782965,9.48288575,9.4738655,9.48668375,9.47813825,9.492934625,9.4846265,9.48478475,9.489453125,9.48288575,9.48541775,9.492934625,9.486288125,9.48763325,9.480591125,9.481698875,9.489136625,9.486446375,9.49776125,9.4884245,9.476001875
"rep20",9.4447475,9.447042125,9.4282895,9.447516875,9.450207125,9.443877125,9.45028625,9.466586,9.452422625,9.468564125,9.457486625,9.473549,9.480591125,9.473786375,9.46579475,9.48161975,9.476318375,9.48193625,9.47434025,9.478059125,9.47054225,9.480907625,9.483914375,9.48668375,9.48161975,9.477742625,9.469513625,9.4814615,9.491352125,9.482490125,9.479483375,9.47908775,9.473944625,9.474577625,9.48383525,9.480907625,9.4839935,9.47655575,9.468722375,9.487475,9.483914375,9.48700025,9.482964875,9.4808285,9.478375625,9.476081,9.4808285,9.483044,9.486209,9.47813825,9.487395875,9.480274625,9.488028875,9.47908775,9.49143125,9.48763325,9.47877125,9.475210625,9.484863875,9.480274625,9.491510375,9.484863875,9.48383525,9.486446375,9.48098675,9.4865255,9.476634875,9.477742625,9.48003725,9.483281375,9.481698875,9.4884245,9.47085875,9.483044,9.493251125,9.481778,9.4738655,9.475448,9.486842,9.480749375,9.488345375,9.485971625,9.47877125,9.48794975,9.48288575,9.48446825,9.48035375,9.483281375,9.4865255,9.476318375,9.475210625,9.492934625,9.48256925,9.483439625,9.476951375,9.492301625,9.47782175,9.468564125,9.472916,9.481698875
"rep21",9.435648125,9.43762625,9.43730975,9.463658375,9.471254375,9.4561415,9.461522,9.47307425,9.47149175,9.470384,9.480512,9.47402375,9.466348625,9.483281375,9.47244125,9.483677,9.477109625,9.47244125,9.483597875,9.491193875,9.472678625,9.479166875,9.4833605,9.47560625,9.476318375,9.485576,9.47655575,9.49064,9.473469875,9.47528975,9.4827275,9.4833605,9.482015375,9.48035375,9.47877125,9.48573425,9.48161975,9.483914375,9.482173625,9.49206425,9.491906,9.483677,9.49048175,9.471729125,9.4865255,9.490244375,9.482173625,9.483123125,9.4839935,9.482331875,9.46579475,9.485496875,9.481145,9.47972075,9.48605075,9.4808285,9.475368875,9.480907625,9.478217375,9.493251125,9.47845475,9.472520375,9.48035375,9.484547375,9.47940425,9.484863875,9.482490125,9.474735875,9.488108,9.48984875,9.475843625,9.48035375,9.486129875,9.485971625,9.485971625,9.478692125,9.496574375,9.47402375,9.478613,9.48067025,9.479246,9.479958125,9.48320225,9.481065875,9.479008625,9.48573425,9.489453125,9.475448,9.482173625,9.4827275,9.47972075,9.48858275,9.489611375,9.4922225,9.486129875,9.4795625,9.489769625,9.476951375,9.48067025,9.4820945
"rep22",9.443560625,9.450207125,9.456220625,9.447596,9.45724925,9.463658375,9.461442875,9.471412625,9.46547825,9.465082625,9.4580405,9.469197125,9.473311625,9.469355375,9.4757645,9.4795625,9.480512,9.483044,9.479483375,9.485576,9.481778,9.484943,9.486921125,9.484230875,9.478850375,9.474735875,9.492618125,9.485813375,9.47940425,9.4789295,9.475368875,9.480591125,9.474577625,9.4688015,9.48130325,9.486762875,9.481540625,9.483281375,9.482490125,9.474261125,9.48858275,9.473549,9.488503625,9.486288125,9.485971625,9.482648375,9.4814615,9.495466625,9.47972075,9.483597875,9.491510375,9.478850375,9.487395875,9.493251125,9.492539,9.4751315,9.478850375,9.477267875,9.480116375,9.474102875,9.491826875,9.474419375,9.48098675,9.484547375,9.469751,9.4738655,9.48826625,9.47560625,9.48067025,9.49364675,9.474577625,9.4801955,9.49522925,9.490402625,9.499264625,9.4808285,9.479799875,9.4757645,9.4903235,9.486129875,9.487712375,9.480749375,9.481698875,9.48320225,9.483281375,9.489294875,9.47655575,9.488978375,9.485576,9.48130325,9.484389125,9.486604625,9.48541775,9.482331875,9.48098675,9.489136625,9.4947545,9.479799875,9.4776635,9.479325125
