"","gen1","gen2","gen3","gen4","gen5","gen6","gen7","gen8","gen9","gen10","gen11","gen12","gen13","gen14","gen15","gen16","gen17","gen18","gen19","gen20","gen21","gen22","gen23","gen24","gen25","gen26","gen27","gen28","gen29","gen30","gen31","gen32","gen33","gen34","gen35","gen36","gen37","gen38","gen39","gen40","gen41","gen42","gen43","gen44","gen45","gen46","gen47","gen48","gen49","gen50","gen51","gen52","gen53","gen54","gen55","gen56","gen57","gen58","gen59","gen60","gen61","gen62","gen63","gen64","gen65","gen66","gen67","gen68","gen69","gen70","gen71","gen72","gen73","gen74","gen75","gen76","gen77","gen78","gen79","gen80","gen81","gen82","gen83","gen84","gen85","gen86","gen87","gen88","gen89","gen90","gen91","gen92","gen93","gen94","gen95","gen96","gen97","gen98","gen99","gen100"
"rep11",8.4784776,8.4909582,8.4818814,8.4765866,8.4913364,8.4686444,8.4803686,8.4760193,8.4820705,8.4739392,8.4937947,8.4796122,8.4909582,8.4958748,8.5145957,8.554874,8.5618707,8.6144405,8.6501804,8.694808,8.7630731,8.8691582,8.9345868,8.9966116,9.0593928,9.1312508,9.1840097,9.2284482,9.2691047,9.3133541,9.3419082,9.3763244,9.3990164,9.409606,9.4294615,9.4447786,9.4627431,9.472009,9.4841114,9.4882716,9.5071816,9.5102072,9.5207968,9.5170148,9.5323319,9.5412196,9.5516201,9.553322,9.5639116,9.5673154,9.5739339,9.5750685,9.5841453,9.5824434,9.5905747,9.5860363,9.5901965,9.5807415,9.5792287,9.5877382,9.589251,9.6002188,9.6030553,9.5992733,9.6022989,9.6070264,9.6051354,9.6022989,9.6098629,9.6068373,9.6064591,9.6058918,9.611943,9.6128885,9.6091065,9.5996515,9.5990842,9.6021098,9.5971932,9.5973823,9.6064591,9.6040008,9.6038117,9.608161,9.5992733,9.5996515,9.5992733,9.6072155,9.6087283,9.6108084,9.6130776,9.6132667,9.617616,9.6174269,9.6183724,9.621398,9.6259364,9.6230999,9.6236672,9.6255582
"rep12",8.4694008,8.4762084,8.4718591,8.4826378,8.4796122,8.4884999,8.4733719,8.4824487,8.4682662,8.4890672,8.4750738,8.4837724,8.4847179,8.4898236,8.5036279,8.4930383,8.5127047,8.5238616,8.5363422,8.5484446,8.6129277,8.6280557,8.6908369,8.7660987,8.8591359,8.9419617,9.0283804,9.1017512,9.1643433,9.2004614,9.2346885,9.2751559,9.3052228,9.3400172,9.3625201,9.3899396,9.411497,9.4232212,9.4377819,9.4532881,9.4623649,9.4799512,9.4825986,9.4829768,9.4992394,9.5090726,9.513611,9.5206077,9.526848,9.5285499,9.5378158,9.5487836,9.5561585,9.5623988,9.5629661,9.5676936,9.5726102,9.570341,9.5752576,9.5733666,9.5748794,9.5729884,9.5727993,9.5746903,9.5811197,9.5856581,9.5850908,9.5811197,9.5794178,9.5782832,9.5762031,9.5830107,9.5913311,9.5964368,9.5951131,9.5939785,9.5960586,9.5977605,9.5971932,9.6032444,9.604379,9.6123212,9.6115648,9.608161,9.6064591,9.6049463,9.6079719,9.6009752,9.6030553,9.6000297,9.6022989,9.596815,9.6017316,9.6017316,9.602488,9.6051354,9.6079719,9.6036226,9.6058918,9.6070264
"rep13",8.4782885,8.4877435,8.4864198,8.4894454,8.4896345,8.4803686,8.4939838,8.4816923,8.4658079,8.4845288,8.4813141,8.49058,8.4979549,8.4990895,8.5410697,8.5306692,8.5758641,8.6186007,8.6811928,8.7498361,8.8341747,8.9075455,8.9939642,9.0539089,9.1210394,9.167558,9.2163458,9.2708066,9.2916076,9.3135432,9.3470139,9.3821865,9.3959908,9.415279,9.4235994,9.4330544,9.4453459,9.4576374,9.4631213,9.4831659,9.4841114,9.4916754,9.4950792,9.4971593,9.5058579,9.5234442,9.5294954,9.5319537,9.5391395,9.5485945,9.5501073,9.5423542,9.5531329,9.5548348,9.555213,9.5618315,9.5654244,9.5733666,9.5794178,9.5771486,9.5803633,9.583578,9.5890619,9.5932221,9.5905747,9.5915202,9.5941676,9.5975714,9.5983278,9.5996515,9.6060809,9.6045681,9.6128885,9.6162923,9.6125103,9.6164814,9.6179942,9.6193179,9.6198852,9.619507,9.6242345,9.6210198,9.62518,9.6229108,9.6223435,9.6162923,9.6181833,9.6183724,9.6196961,9.6181833,9.6144013,9.615725,9.6210198,9.6215871,9.619507,9.6179942,9.6183724,9.6206416,9.6238563,9.6230999
"rep14",8.4692117,8.4699681,8.4741283,8.473561,8.4714809,8.4743174,8.4815032,8.4818814,8.4856634,8.4718591,8.4960639,8.4871762,8.4852852,8.4947402,8.4869871,8.4884999,8.5106246,8.5202687,8.5174322,8.5561977,8.5715148,8.6129277,8.6656866,8.7464323,8.8145083,8.8740748,8.9587916,9.0346207,9.091918,9.1435423,9.2032979,9.2570023,9.2853673,9.320729,9.3511741,9.3865358,9.3971254,9.4107406,9.4336217,9.4419421,9.4563137,9.4612303,9.4784384,9.4824095,9.498483,9.4960247,9.502265,9.5113418,9.5209859,9.5323319,9.5444343,9.5588059,9.5603187,9.5593732,9.558995,9.5678827,9.5750685,9.5782832,9.5805524,9.5852799,9.5907638,9.5937894,9.5954913,9.6007861,9.5994624,9.602488,9.6055136,9.6128885,9.6121321,9.6102411,9.6104302,9.6106193,9.6136449,9.6126994,9.6164814,9.6172378,9.6142122,9.6229108,9.6259364,9.623289,9.62518,9.628962,9.6276383,9.6280165,9.6348241,9.6372824,9.6372824,9.6335004,9.634635,9.6357696,9.6319876,9.6321767,9.630853,9.632744,9.6310421,9.6331222,9.6363369,9.6374715,9.6370933,9.6355805
"rep15",8.4835833,8.4739392,8.4733719,8.481125,8.4794231,8.4945511,8.4862307,8.4752629,8.4837724,8.4695899,8.4939838,8.4856634,8.4939838,8.5030606,8.5306692,8.5684892,8.6025272,8.6781672,8.768557,8.8199922,8.9069782,8.9691921,9.0529634,9.1178247,9.1616959,9.2112401,9.2344994,9.2776142,9.3084375,9.3335878,9.3579817,9.3789718,9.3889941,9.3916415,9.4147117,9.434189,9.4506407,9.4619867,9.4748455,9.487137,9.4950792,9.506047,9.507938,9.5054797,9.5102072,9.51172,9.5257134,9.5283608,9.5336556,9.5451907,9.5484054,9.5501073,9.5442452,9.5455689,9.5459471,9.5540784,9.5629661,9.5712865,9.5656135,9.5745012,9.5707192,9.572232,9.5739339,9.5794178,9.5784723,9.5824434,9.5852799,9.5881164,9.5884946,9.5864145,9.5824434,9.5805524,9.5762031,9.5794178,9.5818761,9.5896292,9.591142,9.5890619,9.5932221,9.5881164,9.5890619,9.5862254,9.5871709,9.5796069,9.5843344,9.5818761,9.5782832,9.5822543,9.5809306,9.5811197,9.5860363,9.5888728,9.5913311,9.5960586,9.5943567,9.596815,9.5958695,9.5973823,9.6036226,9.6040008
"rep16",8.4714809,8.4820705,8.4879326,8.4953075,8.4994677,8.5015478,8.5198905,8.5147848,8.5565759,8.6004471,8.632405,8.691026,8.757211,8.857434,8.9249427,9.0149543,9.0731971,9.1304944,9.1792822,9.2273136,9.2717521,9.3052228,9.3322641,9.3628983,9.3801064,9.3969363,9.4097951,9.4192501,9.4404293,9.4423203,9.4508298,9.4616085,9.4714417,9.4825986,9.4901626,9.5026432,9.5153129,9.5232551,9.5315755,9.5378158,9.5463253,9.5425433,9.543867,9.5565367,9.5555912,9.5642898,9.5699628,9.5686391,9.5731775,9.5739339,9.5771486,9.5771486,9.5709083,9.5697737,9.5739339,9.5805524,9.5867927,9.5862254,9.5866036,9.5845235,9.5905747,9.5903856,9.5958695,9.600597,9.5947349,9.5924657,9.5915202,9.5932221,9.5971932,9.6009752,9.604379,9.608161,9.6075937,9.6134558,9.6128885,9.6136449,9.6166705,9.6170487,9.6155359,9.6161032,9.6179942,9.6238563,9.6234781,9.627071,9.6282056,9.6223435,9.6246127,9.62518,9.6249909,9.623289,9.6259364,9.6229108,9.627071,9.6316094,9.6329331,9.630853,9.6310421,9.6338786,9.6380388,9.6374715
"rep17",8.4828269,8.4892563,8.4915255,8.4979549,8.4930383,8.477343,8.4873653,8.4888781,8.5011696,8.5058971,8.5047625,8.5223488,8.5667873,8.596476,8.628623,8.67968,8.7583456,8.8277453,8.9247536,9.0098486,9.0754663,9.1357892,9.1923301,9.2233425,9.2613516,9.3038991,9.3439883,9.3598727,9.3814301,9.4048785,9.4124425,9.4258686,9.4372146,9.4542336,9.4714417,9.4790057,9.4922427,9.4935664,9.5009413,9.5015086,9.5054797,9.5018868,9.5172039,9.5234442,9.5302518,9.5359248,9.5387613,9.5423542,9.5450016,9.5480272,9.5442452,9.5504855,9.5625879,9.5644789,9.5623988,9.5667481,9.5745012,9.576014,9.5748794,9.5773377,9.577905,9.5763922,9.5794178,9.5818761,9.5828216,9.5884946,9.5879273,9.5922766,9.58736,9.5898183,9.5913311,9.5901965,9.5962477,9.5983278,9.600597,9.6026771,9.602488,9.6074046,9.608161,9.6106193,9.6191288,9.6212089,9.6208307,9.623289,9.6215871,9.6202634,9.6215871,9.6261255,9.628962,9.6302857,9.6344459,9.6344459,9.6344459,9.6336895,9.634635,9.6333113,9.6317985,9.6350132,9.6340677,9.6295293
"rep18",8.4900127,8.4807468,8.4769648,8.4720482,8.4866089,8.4883108,8.4809359,8.4920928,8.4892563,8.4835833,8.4917146,8.501926,8.5259417,8.5210251,8.5533612,8.5802134,8.6359979,8.7163654,8.7664769,8.8481681,8.9283465,9.0174126,9.0781137,9.1314399,9.1906282,9.2310956,9.2723194,9.3144887,9.3479594,9.3782154,9.3923979,9.4027984,9.4167918,9.4245449,9.4330544,9.4553682,9.4559355,9.4619867,9.4693616,9.4843005,9.496592,9.5158802,9.5172039,9.509829,9.5151238,9.5259025,9.532521,9.5364921,9.5361139,9.5391395,9.5535111,9.5597514,9.5633443,9.5714756,9.5752576,9.5701519,9.5701519,9.56845,9.5693955,9.5773377,9.5866036,9.5830107,9.5867927,9.5871709,9.5909529,9.5905747,9.5975714,9.5954913,9.5924657,9.5958695,9.5988951,9.6013534,9.5979496,9.5985169,9.6007861,9.6002188,9.6070264,9.6047572,9.6085392,9.6092956,9.6074046,9.6072155,9.6064591,9.6083501,9.6079719,9.60627,9.598706,9.5985169,9.5992733,9.5966259,9.600597,9.6066482,9.6053245,9.6045681,9.6028662,9.6026771,9.5998406,9.5998406,9.6011643,9.5990842
"rep19",8.4703463,8.475452,8.4786667,8.4801795,8.4909582,8.4771539,8.4911473,8.4845288,8.492471,8.5051407,8.5123265,8.5603579,8.5550631,8.6290012,8.6870549,8.7657205,8.8447643,8.9395034,8.9899931,9.0803829,9.1401385,9.2119965,9.2551113,9.2921749,9.3203508,9.3496613,9.3732988,9.3950453,9.4164136,9.4374037,9.4534772,9.4699289,9.4790057,9.4844896,9.4971593,9.4977266,9.509829,9.515502,9.5164475,9.521175,9.5245788,9.5327101,9.5323319,9.5385722,9.5431106,9.5415978,9.5487836,9.5574822,9.5597514,9.5597514,9.5652353,9.5656135,9.5746903,9.5765813,9.5813088,9.5792287,9.5809306,9.589251,9.5932221,9.5981387,9.5990842,9.5996515,9.6028662,9.6022989,9.602488,9.6051354,9.6041899,9.6072155,9.6121321,9.6106193,9.6108084,9.613834,9.6174269,9.6102411,9.6111866,9.6117539,9.6123212,9.6094847,9.6087283,9.6104302,9.611943,9.6104302,9.6053245,9.6089174,9.6028662,9.6068373,9.6079719,9.6098629,9.608161,9.6091065,9.6145904,9.6134558,9.6144013,9.6126994,9.6055136,9.6034335,9.6028662,9.6045681,9.6070264,9.6117539
"rep20",8.481125,8.4858525,8.4798013,8.4820705,8.49058,8.4799904,8.4799904,8.500035,8.4690226,8.4932274,8.4956857,8.505708,8.5117592,8.5289673,8.5399351,8.5796461,8.6159533,8.6774108,8.7297915,8.8275562,8.9279683,8.9962334,9.0327297,9.1170683,9.1641542,9.2203169,9.2653227,9.2900948,9.3269693,9.3345333,9.3663021,9.3922088,9.4124425,9.4281378,9.4328653,9.4451568,9.4591502,9.4773038,9.4943228,9.5030214,9.5134219,9.5164475,9.5304409,9.5291172,9.526848,9.5323319,9.5408414,9.5395177,9.5410305,9.5434888,9.5529438,9.5686391,9.5622097,9.5693955,9.5754467,9.576014,9.5824434,9.5824434,9.5828216,9.5858472,9.5888728,9.5915202,9.6002188,9.6055136,9.60627,9.6077828,9.6130776,9.6126994,9.6098629,9.608161,9.6094847,9.6121321,9.6132667,9.6130776,9.6132667,9.617616,9.6212089,9.6200743,9.6178051,9.6178051,9.6168596,9.6189397,9.6215871,9.621398,9.6242345,9.6282056,9.6278274,9.6293402,9.6331222,9.6323658,9.638417,9.6420099,9.64409,9.6444682,9.645981,9.6471156,9.6488175,9.6514649,9.6508976,9.6533559
"rep21",8.4675098,8.4847179,8.4782885,8.5011696,8.479234,8.505708,8.4869871,8.4813141,8.4866089,8.5098682,8.5204578,8.5212142,8.5376659,8.5711366,8.6119822,8.6673885,8.7299806,8.8182903,8.9079237,8.9886694,9.0633639,9.1265233,9.1669907,9.2000832,9.2388487,9.2813962,9.3067356,9.3318859,9.3562798,9.3910742,9.4220866,9.4368364,9.4515862,9.4718199,9.4835441,9.4911081,9.4945119,9.507938,9.5122873,9.521175,9.5291172,9.5364921,9.536303,9.5351684,9.5436779,9.5448125,9.5417869,9.541976,9.547649,9.5548348,9.5555912,9.5631552,9.5693955,9.5673154,9.5745012,9.572232,9.5763922,9.5784723,9.5771486,9.5803633,9.5918984,9.5934112,9.5871709,9.5862254,9.5886837,9.5900074,9.5877382,9.5862254,9.5913311,9.594924,9.6004079,9.6051354,9.6060809,9.6106193,9.6098629,9.6094847,9.6055136,9.6015425,9.6021098,9.6085392,9.6068373,9.6113757,9.6164814,9.6111866,9.6140231,9.6123212,9.613834,9.6161032,9.6179942,9.6219653,9.6193179,9.6215871,9.6191288,9.6242345,9.6272601,9.6285838,9.6310421,9.6300966,9.6293402,9.6282056
"rep22",8.4856634,8.4752629,8.4956857,8.4760193,8.4881217,8.473561,8.4934165,8.4777212,8.4807468,8.4803686,8.4854743,8.4775321,8.4871762,8.4771539,8.4985222,8.4920928,8.4837724,8.488689,8.5062753,8.511381,8.5268872,8.5669764,8.5855082,8.6333505,8.7055867,8.7861433,8.8545975,8.9393143,9.0089031,9.0731971,9.1356001,9.1934647,9.2467909,9.3006844,9.3265911,9.3500395,9.3865358,9.3967472,9.4143335,9.4321089,9.4517753,9.4483715,9.4646341,9.4835441,9.4848678,9.4922427,9.5062361,9.5124764,9.5158802,9.5213641,9.5217423,9.528739,9.5398959,9.5519983,9.557104,9.5516201,9.5529438,9.5563476,9.5555912,9.5650462,9.5663699,9.5599405,9.5578604,9.5614533,9.5633443,9.5648571,9.5661808,9.5637225,9.5705301,9.5650462,9.5637225,9.5690173,9.5735557,9.5794178,9.5796069,9.5709083,9.5707192,9.5754467,9.579796,9.5869818,9.5858472,9.58736,9.5900074,9.591142,9.6007861,9.6000297,9.5990842,9.5979496,9.6022989,9.6066482,9.6075937,9.6111866,9.6125103,9.6159141,9.6161032,9.6115648,9.6106193,9.6162923,9.6149686,9.6187506
