"","gen1","gen2","gen3","gen4","gen5","gen6","gen7","gen8","gen9","gen10","gen11","gen12","gen13","gen14","gen15","gen16","gen17","gen18","gen19","gen20","gen21","gen22","gen23","gen24","gen25","gen26","gen27","gen28","gen29","gen30","gen31","gen32","gen33","gen34","gen35","gen36","gen37","gen38","gen39","gen40","gen41","gen42","gen43","gen44","gen45","gen46","gen47","gen48","gen49","gen50","gen51","gen52","gen53","gen54","gen55","gen56","gen57","gen58","gen59","gen60","gen61","gen62","gen63","gen64","gen65","gen66","gen67","gen68","gen69","gen70","gen71","gen72","gen73","gen74","gen75","gen76","gen77","gen78","gen79","gen80","gen81","gen82","gen83","gen84","gen85","gen86","gen87","gen88","gen89","gen90","gen91","gen92","gen93","gen94","gen95","gen96","gen97","gen98","gen99","gen100"
"rep1",7.27340531105521,7.36901150332558,7.45670387449867,7.53488888495532,7.58380605510991,7.66711004049588,7.72870352792526,7.84649088395505,7.89209579496831,7.94056146323654,8.02428588915646,8.13312873050103,8.20410163313329,8.29330410493127,8.32720992157961,8.39632655036953,8.45383435560797,8.51499578828064,8.58160228003549,8.62417362113588,8.67560678453263,8.71977380362168,8.74266213667097,8.81175176313787,8.84548902743683,8.86602938891489,8.85873605475086,8.89568512602333,8.91079452721135,8.92244901442541,8.91170106565865,8.90315535246203,8.92739047545581,8.94051474417654,8.95379610767626,8.96372106510415,8.95284686156706,8.99279292518773,8.98162139001343,8.99325352900932,8.97010294208767,8.99624768407202,8.98893859636604,9.01603421953615,9.01486813083042,9.00602476536073,9.02206396977155,9.02760087695842,9.01930343211201,9.05433526445766,9.04758625265274,9.05110745001909,9.04425325262941,9.03134002287617,9.02484840842911,9.01999325921507,9.02906835856837,9.03948341313866,9.02600789127537,9.02587593634072,9.02539422185499,9.03796597206848,9.04647693564739,9.0347370666328,9.01228643282195,8.97546959191188,8.992826080542,8.98330282531702,8.99149762063754,8.99470686631097,9.01113563136109,9.01380545123668,9.03086292460499,9.04171178013498,9.02917982862733,9.01856975647461,8.98763090552262,8.99083668232254,8.98171972343285,9.01303361943534,8.98720343283113,8.9888103135423,9.00404407176159,9.04261812646556,9.03124718877191,9.03721576434247,9.03061493570588,9.05624849848901,9.0720592781644,9.07052106172075,9.0931582997194,9.06407892963849,9.07286432454052,9.07663619638305,9.06010441730481,9.05519908227465,9.06123436252309,9.08939343187495,9.0953504682743,9.09034015602735
"rep2",7.33999974029366,7.38278590703416,7.45377487939205,7.5213733147073,7.61809185014349,7.63858931696632,7.73742942494915,7.826012938316,7.90435000037274,8.00919648618393,8.09515203112008,8.1893677024214,8.20798397348455,8.25719768238708,8.29154012693837,8.36429112379493,8.38153271098887,8.45912100034818,8.5371335508913,8.54150022462128,8.64004746518133,8.65997337600831,8.70790712487924,8.71883869102077,8.80401376837457,8.76305572400945,8.80022502352566,8.78128250559627,8.80651305637219,8.84439185190749,8.87692285454338,8.86936407161401,8.89348811253337,8.8981418158368,8.92122169686591,8.91148148081633,8.92315897469568,8.91803526302728,8.9145017154025,8.91526404195393,8.95610002137466,8.96309100937003,8.94755904142442,8.99964448138231,9.02414228294401,9.03563825215632,9.04620531198402,9.03340664286063,9.05441395347548,9.03450633924815,9.06193739234928,9.03964038805842,9.04188451688375,9.05089265291254,9.04459642876745,9.03852735423142,9.0545843276855,9.05753223097003,9.07761845426643,9.02554361969036,9.03847074950684,9.03877184868403,9.03318651560781,9.02218318819124,9.03657478875066,9.05676618523787,9.04612625236386,9.03921092603626,9.01771727481577,9.05431515360013,9.04917631669874,9.0560101758118,9.05975183249189,9.0417849852452,9.04874255534857,9.03915050896499,9.04610235376131,9.02254270616782,9.02273346493678,9.0069610499543,9.02907610667813,9.03256689588841,9.04631156668048,9.06180150609979,9.06618355919334,9.07928293850797,9.0892863244824,9.09061888601622,9.08951121274513,9.07909929966681,9.05896750933288,9.05499895265901,9.03581522736407,9.01773726545599,9.01324004518706,9.0335747958169,9.05673497410988,9.06351014869759,9.05908178980774,9.07602502983909
"rep3",7.32321574688004,7.35298213271521,7.4144820417264,7.51102402037446,7.60395823628502,7.66146202238279,7.7405513866079,7.84041244212113,7.9034111391613,7.97646540757078,8.04073992346296,8.11470273635703,8.21674312128621,8.26395106459348,8.29515978170575,8.33568391089074,8.39884275888639,8.40575993209703,8.48267698966944,8.55787001669514,8.61063664154871,8.63068256711074,8.66230166552061,8.71161729622708,8.72375602344158,8.75383256895838,8.80450078862187,8.78792583173533,8.82546772098308,8.86949614227404,8.90063269050381,8.88144007429211,8.89484047989433,8.90788057277418,8.91416081884079,8.91519460345975,8.9280123089874,8.95972846186685,8.97764896816771,9.00043772380013,9.00709637934749,8.96555106495584,8.98744154954997,8.99001593111534,9.01245331175381,9.01469360905918,8.99925320460266,9.00798552129103,9.0257862156804,9.00953273382466,9.02859852444141,9.05294090906339,9.04424338651102,9.06209624612271,9.04253354133029,9.04976537723625,9.05813358732533,9.07228361329422,9.0724217804277,9.08272869730197,9.08932924027091,9.08385732579167,9.08053172029858,9.04689948910403,9.06138509349699,9.10530869612834,9.11332894399385,9.09791366191083,9.11587558969393,9.11062849650347,9.13203486904685,9.13544701635291,9.10584515212635,9.10570925062657,9.12675239325588,9.09819641583852,9.09784106230261,9.10024496150653,9.10129134808671,9.10650854795324,9.11447538734959,9.1148371999271,9.12703762708558,9.13768965351677,9.12023519617013,9.08578571555968,9.09120232953415,9.0776272894709,9.06237586512,9.05216011633497,9.0610569410104,9.05941425839386,9.01970970347132,9.05889638069322,9.07569106268834,9.02155727576146,9.04318206670099,9.05835744330359,9.05237598157743,9.02744678125592
"rep4",7.32473935384474,7.3676808201193,7.42818642522929,7.52679520008485,7.53731471726723,7.62025643097788,7.70106168798619,7.78486745989243,7.87499875734821,7.94156212504646,8.01871358801861,8.08980995698397,8.1612067761429,8.1982207258912,8.258155500675,8.33286000717244,8.31908010686693,8.41022352007147,8.48300920571882,8.54216538741054,8.5766987849881,8.62107927646413,8.68185897209867,8.73693083415401,8.78357207869121,8.7917410220884,8.8445152047779,8.85701007919401,8.89936847340635,8.92923266879658,8.94588245513026,8.97548548458024,8.9508475068447,8.96473042978461,8.94829197952292,8.99461160395682,8.99348299228305,8.98840333415231,8.99051127572485,9.0118864680419,9.04497085060087,9.04221568344938,9.05965231375597,9.05122567174198,9.08866053087791,9.07341453003286,9.07643462983016,9.08313482156556,9.1093771465314,9.09602118537134,9.08314543406506,9.10445141636101,9.10487296597217,9.08371502926988,9.08722725036805,9.07096138392803,9.09026011089884,9.07557571599375,9.06189628620779,9.07703987012871,9.06539012262579,9.03809413237348,9.02094637331998,9.02016061129039,9.03719534158924,9.03633480488505,9.06015461388173,9.06743946190581,9.07138372615944,9.04282822146728,9.07289995064401,9.08322658609388,9.07835713632879,9.09605726764142,9.06826925929266,9.05793224951352,9.05693403577426,9.08195487619029,9.09283074834308,9.06057656860912,9.09594734597204,9.10061190283215,9.12454020036158,9.10768150068305,9.09156626729237,9.09014396571947,9.09074202087397,9.0618068733032,9.06531755636154,9.10054831865085,9.08727870609184,9.10397221194968,9.09746851500639,9.09058208636401,9.0925053697968,9.09895653733027,9.10368097948809,9.11139710524543,9.10829921979252,9.12743009029652
"rep5",7.29494833306148,7.38551084757426,7.4668345279392,7.52112459252788,7.58228647939271,7.62550077719613,7.70813149214698,7.81088584740149,7.87297259489916,7.96894786343852,8.00662459515874,8.09285183301095,8.17253599712397,8.2088221082405,8.23956454106017,8.31755583492344,8.37948716880108,8.41791031325168,8.45400852100637,8.50071677717033,8.54820713402895,8.57992700062659,8.60240301930978,8.61451881406797,8.66647118162904,8.69824475086802,8.75491901149023,8.79805313595221,8.77912756560577,8.80156413852175,8.84430233995328,8.89065389961887,8.90931159079956,8.90930373452254,8.92670081795998,8.90194598324864,8.94512128641692,8.95056675133348,8.97583846299776,8.98316739753722,9.01950237950057,9.02467908497776,8.99756411987657,9.00173138963068,9.01326424208215,9.02017180728956,9.03768408630434,9.0318154042778,9.06079388849879,9.0368851735869,9.0821839094577,9.0702252066482,9.07740126079633,9.08796522816046,9.08524940968896,9.09982947458301,9.10083927299494,9.08315694826751,9.09877948339072,9.09839814363202,9.11642289604427,9.10531371623573,9.07790915770719,9.09323083601586,9.09003810580911,9.07120700576075,9.07201788810081,9.09375238581709,9.07483921848926,9.0706908677068,9.05615552778487,9.03781032621793,9.04626945438845,9.03047902100209,9.04448425550898,9.06537143295912,9.07133338187174,9.10944385093008,9.14644577067602,9.15711704986931,9.14119587994156,9.14164738313131,9.13988287159936,9.13849647136071,9.14004910748819,9.11320261289758,9.09847612808838,9.09503027130998,9.09063319402264,9.08425111738576,9.07946197874197,9.06654253227065,9.07351464016394,9.07908199236289,9.09300863897142,9.08381155480351,9.08637550565487,9.10650697427482,9.09602567809683,9.10661053696036
"rep6",7.30490961155922,7.38720642496133,7.42829033887466,7.50598105777483,7.58757815406124,7.67427505347899,7.75729748556021,7.81475544916738,7.89121229815101,7.95088424960973,8.08064632185594,8.11968180287497,8.18410563669158,8.25568785474905,8.31809230105016,8.3600623626896,8.42221449749998,8.46561909777712,8.49908622492584,8.50819981008273,8.53667311189069,8.59010057649601,8.63421093345295,8.64859983416507,8.70492208258429,8.71074973700659,8.73285178181062,8.77310850000274,8.80348836239153,8.85030728323626,8.85425897935009,8.86582751859934,8.89679558264223,8.91849863228606,8.93835862903709,8.92976130654049,8.97597764306052,8.95387033031537,8.96585358385255,8.95217141923407,8.9626867604049,8.9564008882747,8.96096880705992,8.96661610445144,8.97833481472911,8.9887067340907,9.00252998989733,9.00864213362317,9.00416189449072,9.01614701766403,9.02298335366431,9.04308030314424,9.05192175260192,9.03946569395111,9.06940139966991,9.06614170926432,9.10489022045851,9.06859952629349,9.06750345480922,9.08201914779043,9.06514821913915,9.05599042126793,9.06154046576902,9.0547856727107,9.04719353667079,9.04084255006631,9.01968009360685,9.05063152053994,9.06821695658235,9.06763462335438,9.06639036782018,9.05842077990745,9.04720598720579,9.05577966419784,9.04543284713192,9.06038046839348,9.05647645990667,9.06158335794349,9.07050086508617,9.08089319377775,9.09173010667375,9.08869803384986,9.07042684025529,9.07109432557945,9.07878928876947,9.08871698045355,9.08583237503207,9.07183735622047,9.0765405970662,9.04792984371264,9.06089835082558,9.08247777152288,9.0641850380142,9.0872856233596,9.05129622583961,9.05329757063445,9.04033954812723,9.05160198073235,9.04316291009058,9.06075518053832
"rep7",7.30846089622285,7.35280281597135,7.42258785801076,7.50568512198806,7.56652056637079,7.65862356630147,7.75256682995751,7.81791571923412,7.89723436278757,7.96292218247601,8.05161254088358,8.10845690543885,8.12881706016992,8.22537637960663,8.28791280071459,8.32832144214318,8.382083226493,8.42257164541735,8.42911653670472,8.49070656772845,8.55666711979524,8.59333924642598,8.66322249738573,8.67231358898177,8.69459315508587,8.69571130451613,8.76010329784773,8.80295408249377,8.78820526711054,8.78919584644732,8.80094597492997,8.81570047390482,8.8489023456268,8.8867909647758,8.88856487495972,8.89842242513962,8.91183742888538,8.92343528904365,8.90103697505494,8.91568146194187,8.90187974466445,8.92108982694981,8.89728982638774,8.87466271092599,8.90214380906117,8.91415670217851,8.94279199708351,8.93813235092078,8.92716047787801,8.98310112947304,8.97459513557688,8.98989429452898,9.02064675012587,9.01601486223008,9.02006959656602,9.023564063749,9.02196592236482,9.0266372035902,9.04323636586645,9.02143107958505,9.03130073409603,9.03377058044465,9.03843654393827,9.08095162991885,9.0910602222657,9.10263710539053,9.12019450168374,9.11635064117547,9.13018707981857,9.09886572577385,9.1101870369364,9.08936670599285,9.09859474096769,9.12081897867873,9.09917517794144,9.10816154361857,9.09120596725454,9.07934395647883,9.07753698779683,9.0882653621132,9.07792033874249,9.11399170565584,9.10940832705244,9.12937509002194,9.1355696152463,9.13218631578496,9.13339785477839,9.12357745710437,9.09016407337475,9.10466222135261,9.1153833359223,9.11735260000713,9.10181820693221,9.11405773347848,9.10998024569291,9.12013699064593,9.13317787816655,9.13010859017894,9.11692730374495,9.13858344227885
"rep8",7.30040461179537,7.35509094218705,7.42499319439661,7.4955538400238,7.56726279720372,7.66446732055522,7.73054554095961,7.81100319171079,7.86974002545368,7.98060640438305,8.07836893136404,8.11513810948905,8.18836546954115,8.22053703972271,8.30269787834535,8.32649214252304,8.38360275844364,8.44077479599905,8.49545698659224,8.53233139267862,8.58950493044776,8.66707830659918,8.71463717155399,8.77491584930113,8.8022823048019,8.83245689116431,8.8794302189059,8.85144266978445,8.90868530946392,8.8783947252059,8.90669199817264,8.90731279063494,8.93167206678034,8.92043899406792,8.96442544110987,8.95964542478981,8.97513683465569,9.0051089963545,8.9959824204292,9.01639119750148,9.04260401195274,9.0277281261739,9.0663160020457,9.09166083650757,9.0908573826777,9.10007640934177,9.11953106968989,9.10404919878611,9.09083033415424,9.08306724600916,9.07993599653599,9.04785604400638,9.05155805224334,9.05016031122182,9.09017660612361,9.08015326359877,9.11938028523,9.09852035396011,9.1047542056096,9.11182736761491,9.11941308578891,9.14208557688735,9.12992745961736,9.1298017599814,9.10872500179995,9.12140623237214,9.11664345520826,9.13927220271223,9.1338835966826,9.1477898465748,9.13675648556674,9.13570220283193,9.13982310965415,9.12755324624365,9.13355474227295,9.14896606416312,9.1483308081913,9.14756663922043,9.13273855699447,9.11286742574594,9.09804477020596,9.08972914363696,9.0834212543873,9.12204753807385,9.10694520256525,9.09842750868485,9.07814048061272,9.06006008451379,9.06324081910352,9.09037980142189,9.07799634978008,9.11406192889223,9.11537644240712,9.12383722852227,9.13800120325294,9.12516493803008,9.11960615406116,9.11882050405429,9.12363474649085,9.11384915308228
"rep9",7.30965645941319,7.35172910479511,7.39851091215912,7.49041766403108,7.51762636752531,7.59760512193134,7.63565886424637,7.72197274251635,7.81061304942216,7.85391126757889,7.94525604517653,8.04179046018262,8.13711375101887,8.20026562154422,8.27453694387698,8.32955005262886,8.38550777062163,8.44723120656036,8.53467981691582,8.55814449588669,8.60024429700685,8.62072462481315,8.68333723933009,8.68402190564,8.72816842328649,8.75359556317478,8.73697713109155,8.79096362701576,8.81469058999384,8.83788791406601,8.86477212111579,8.91352724656504,8.92983885416828,8.93538755298821,8.95625517008074,8.95819308425286,8.97143775042462,8.98549910125785,9.01623385314998,9.04191940963182,9.05592307648118,9.05754956546837,9.09464129484526,9.0790083394556,9.05770576490134,9.00567522701335,9.02132621780643,9.04609874344458,9.03710979815752,9.01885093805789,9.00932186115521,8.95795052689114,8.9793919310695,9.00239249551864,9.01148653029672,9.03900040020015,9.03738426668542,9.06211341333853,9.03745728862222,9.05962514654768,9.08476768297461,9.06399820511967,9.07941865939383,9.05484139969525,9.05927119633789,9.06712136896499,9.07655968500246,9.0706558976543,9.08119605395302,9.09444183230344,9.09324967714875,9.0650524642102,9.01992166514804,9.04763117029762,9.03478307834571,9.01757527397679,9.02709071515623,9.05094346897723,9.07464109971979,9.1268900207142,9.12996689264679,9.12843650292493,9.1396869208561,9.13324882177279,9.1282909804536,9.1035588583663,9.12026718098191,9.12817714911492,9.11558174807802,9.12190207875867,9.13664645164567,9.15259386999253,9.17003543860002,9.17899848542093,9.15625297542387,9.13864740838144,9.1679951134972,9.16353271805748,9.16351378130938,9.15479176187857
"rep10",7.29902270268947,7.38279328159073,7.43920274770824,7.56606969753914,7.59131766294564,7.66930291599023,7.744426815036,7.81673747725851,7.86179238673216,7.93071158776824,7.98661630205677,8.09347300806145,8.17474115170823,8.21441513802712,8.26112999871379,8.33547471546128,8.40859942124639,8.41733148650695,8.49736182562415,8.50944716023912,8.55891524350768,8.61363248269584,8.64028779780029,8.69208041773202,8.75585654918803,8.76659235212104,8.77573160104699,8.80589348830811,8.8602667337472,8.88005038752472,8.86345790631288,8.90258009847187,8.88405248725861,8.88160705457915,8.90396374508396,8.91103770929559,8.93560016907458,8.95730632731044,8.94382050860247,8.96582733969019,8.96914122743874,8.9721806154734,8.98609696016061,8.96656449767372,8.98507135835425,8.95853404663779,8.99741924823899,8.97614007344098,8.99111492246494,8.99055064961174,9.01402905371916,9.02064184640604,9.02419025555234,9.00876908346332,9.00717738086287,8.97299292198335,8.9925599162246,9.00953063211753,9.02672395608698,9.03131731613284,9.05093515711059,9.06135550733663,9.06799322684671,9.05337479136457,9.07546158110023,9.06179830289302,9.07216901599046,9.09665432262856,9.06136979224479,9.0611596261611,9.04844083476661,9.05289395464652,9.04310816085059,9.05666085399517,9.06958026938567,9.09329167992317,9.0938274313971,9.09626907833286,9.09204915610689,9.09239302560468,9.08843676178815,9.07667076856829,9.05560254008766,9.08142166814898,9.09581977305858,9.08181824206147,9.05147088865077,9.04334433962078,9.04473918787394,9.07193549030982,9.07159671265266,9.07258630796314,9.09832530965073,9.09260918280376,9.0788852009686,9.07678957943352,9.09106043188289,9.05478001585482,9.0195384146278,9.02806100306711
